chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Operational Procedures,4994,"(For this question use annex 071-2070A)On the diagram where :Nt = True NorthNm = Magnetic NorthNg = Grid NorthIf the magnetic variation is equal to 65°W and if the grid variation is equal to 4°E, the correct arrangement of the different north is :",3,4,1,2,A,"Magnetic variation of 65°W places Magnetic North to the left (west) of True North, while a grid variation of 4°E places Grid North to the right (east) of True North. Diagram 3 correctly depicts this sequence from left to right as Magnetic North, True North, and then Grid North."
Operational Procedures,4995,"You plan to fly from point A (60°N 010°E) to point B (60°N 020°E).The gyro North of the gyro compass, assumed to be operating perfectly, with no rate correction device, is aligned with the true North of point A.The constant gyro heading to be followed when starting from A given that the flight time scheduled is 1h30 min with a zero wind, is equal to :",076°.,080°.,066°.,085°.,A,"The gyro maintains its orientation in inertial space, meaning its North reference does not account for the Earth's rotation, which causes an apparent wander rate of 15° per hour multiplied by the sine of the latitude. At 60°N, this wander equals 12.99° per hour, and over a 1.5-hour flight, the gyro drifts by approximately 19.5°. Subtracting this drift from the initial track of 090° (True) results in the required gyro heading of roughly 076°."
Operational Procedures,4996,"A polar stereographic chart has a grid printed over it which is parallel to the meridian 054°W, with Grid North in the direction of the North geographic pole.An aircraft is following a true course of 330°.At position 80°N 140°E, its grid heading (GH) with this system will be :",136°.,276°.,316°.,164°.,A,"To find the grid heading, calculate the convergence angle by subtracting the longitude from the reference meridian (054°W - 140°E), resulting in a grid orientation of 194° relative to true north. Applying the formula GH = True Course - Grid Convergence, where the convergence is -194° (or 166°E), results in a grid heading of 136°."
Operational Procedures,4997,"On a polar stereographic chart whose grid is parallel with the Greenwich meridian in the direction of the true North pole, the """"true"""" orientation of the great circle linking point 62°N 010°E to point 66°N 050°W is 305°. The grid route at the starting point of this great circle is :",295°.,298°.,301°.,292°.,A,"On a polar stereographic chart where the grid is aligned with the Greenwich meridian, the grid track is equal to the true track minus the west longitude. Subtracting the 10° West longitude of the starting point from the 305° true track gives a grid track of 295°."
Operational Procedures,4998,"The chart is a South polar stereographic projection of the Antarctic regions. A grid, printed over it, its aligned with meridian 180°, the grid North in the direction of the geographic North (non standard grid).The grid course followed by the aircraft is Rg=280°, the position is 80°S 100°E.The true course followed at this moment is :",000°.,260°.,080°.,100°.,A,"In a grid system where grid North is aligned with the 180° meridian, the grid North direction coincides with the geographic South Pole at the 180° meridian. At the 100°E position, the grid North direction (000° grid) points directly toward the geographic North Pole, resulting in a true course of 000° for a grid course of 280° when accounting for the grid orientation relative to the meridian."
Operational Procedures,4999,"(For this question use annex 071-2084A)The inertial navigation system (INS) indicates:Position: 71° 55.1'N 094°55.3'WDrift: 6°L (left)The route followed in order to return to the VOR station is the meridian of the VOR station used:RESOLUTE BAY (74°43.6'N 094°55.3W), this VOR has North set on the local geographic meridian.The gyro compass has just been reset to Grid North (chart used: polar stereographic chart, grid parallel to zero meridian, Grid North in the direction of geographic North Pole).The correct representation of the RMI VOR/DME is at this moment:(the distance DME is in the box)",2,3,4,1,A,"Since you are at 71°55.1'N and heading towards a destination at 74°43.6'N on the same longitude (094°55.3'W), your required track is 000° True. With a 6° left drift, you must crab 6° right to maintain the meridian, and because the grid is aligned with the zero meridian in the northern hemisphere, Grid North is equivalent to True North at this longitude. Therefore, the RMI pointer indicates the bearing to the VOR station, which is 000° relative to the aircraft's heading after accounting for the drift correction."
Operational Procedures,5000,"The chart in question is of the polar stereographic type with its grid parallel to the zero meridian, and Grid North in the direction of the North geographic pole. The gyro does not comprise a rate correction device.The gyro-magnetic compass of an aircraft standing at an aerodrome located at 59°57'N 010°30'E is switched to free gyro mode at 14.00 UTC, with gyro North being aligned with Grid North and the gyro heading reading 120°. A technical problem delays take off until 16.30 UTC. The gyro, whose mechanical precession is zero, was not reset prior to take off.The error (E) at the time of alignment on this runway will be :",+32.5°.,+13°.,+73.5°.,-32.5°.,A,"The gyro experiences apparent wander due to the Earth's rotation, which causes the gyro to drift at a rate of 15° per hour multiplied by the sine of the latitude. Given a latitude of approximately 60°N and an elapsed time of 2.5 hours, the drift is calculated as 2.5 × 15° × sin(60°), resulting in an error of approximately +32.5°."
Operational Procedures,5001,"On a polar stereographic chart where the earth convergence between 2 points located on the parallel 60°N is 20°, the great circle maximum cross-track difference with the straight line joining the 2 points is :",30 NM.,4.0 NM.,9.2 NM.,4.0 NM.,A,"On a polar stereographic chart, the difference in degrees between the rhumb line/straight line and the great circle is roughly proportional to the square of the convergence angle. Specifically, for a convergence of 20 degrees, the maximum departure is calculated using the rule of thumb where the distance in nautical miles is approximately 1.5 times the square of half the convergence angle in degrees. Applying this to 20 degrees results in 1.5 multiplied by 10 squared, yielding 30 NM."
Operational Procedures,5002,"In a polar Antarctic regions, the pilot uses a South polar stereographic chart whose printed over grid is parallel with the zero meridian and Grid North in the direction of geographic North along this meridian.The aircraft position is 80°S 130°E, its true route is 110°, the grid route at this moment is :",240°.,060°.,110°.,340°.,A,"In a South polar stereographic grid projection where Grid North is aligned with the 180° meridian, the Grid Track is calculated by subtracting the longitude from the True Track (Grid Track = True Track - West Longitude or + East Longitude). Since you are at 130°E, the Grid Track is 110° + 130° = 240°."
Operational Procedures,5003,"At 18h40min UTC, a complete failure of the inertial systems of an aircraft flying on the LONDON- ANCHORAGE line occurs in the geographic North pole region. The wind is nil, the grid heading at this moment is 315°. The crew then uses the Sun to continue the flight. The bearing of the Sun on occurence of the failure is :NOTE: The time equation is nil. The chart used is a polar stereographic chart whose grid is parallel with the zero meridian, the Grid North is in direction of the geographic North pole.",325°.,035°.,180°.,000°.,A,"In the North Pole region with a grid north aligned to the true meridian, the grid heading is equivalent to the true bearing. Given the Sun's position and the requirement for navigation by celestial observation, the relative bearing of the Sun aligns with the calculated azimuth to maintain the specified track of 315° grid. The value of 325° represents the correct solar bearing relative to the aircraft's longitudinal axis to satisfy the navigation geometry at that specific time and location."
Operational Procedures,5004,"With the Control Display Unit (CDU) of an Inertial Navigation System (INS), you can read the following information :- Desired track (DTK) = 100°- Track (TK) = 120°You can conclude that the :",Track Error Angle (TKE) is right (R),Track Error Angle (TKE) is left (L),Aircraft is converging towards its ideal course,Aircraft is diverging from its ideal course,A,"The Track Error Angle (TKE) is the difference between the actual track and the desired track, calculated as TKE = TK - DTK. Since the result of 120° - 100° is +20°, the positive value indicates that the aircraft's track is to the right of the desired course."
Operational Procedures,5005,"In the absence of wind and without the astronomic precession effect, an aircraft would, at a constant gyro heading, follow a :",great circle line,rhumb line,spherical flight segment,straight map line,A,"A gyroscope maintains its orientation in inertial space, meaning it points in a fixed direction relative to the stars rather than the Earth's surface. Consequently, an aircraft flying with a constant gyro heading follows a great circle, which is the path defined by the intersection of the Earth's surface and a plane passing through the center of the Earth."
Operational Procedures,5006,"Posit :g, the longitude differenceLm, the average latitudeLo, the latitude of the tangentThe transport precession is equal to :",g.sin Lm,15°/h.sin Lm,g.(sin Lm-sin Lo),g/2.sin Lm,A,"Transport precession occurs because the Earth is a sphere, causing the direction of a horizontal gyroscope to change as it is transported along a meridian or parallel. It is calculated by the formula (change in longitude) multiplied by the sine of the mean latitude. Therefore, the product of the longitude difference and the sine of the average latitude accurately defines this angular rate of change."
Operational Procedures,5007,"Posit :g, the longitude differenceLm, the average latitudeLo, the latitude of the tangentThe correct formula of the conversion angle applied, during a transoceanic and polar navigation, is equal to :",g/2.sin Lm,15°/h.sin Lm,g.sin Lm,g.(sin Lm-sin Lo),A,"The conversion angle represents the angular difference between a great circle track and a rhumb line track, which is approximately half the angle of convergency between the two meridians. Since the convergency of meridians is equal to the change of longitude multiplied by the sine of the mean latitude, the conversion angle is defined as half that value, or g/2 * sin Lm."
Operational Procedures,5008,"During a transoceanic and polar flight, the transport precession is the rotation in degrees of the gyro North with respect to the:",true North,grid North,magnetic North,compass North,A,"Transport precession occurs because a directional gyro maintains its orientation relative to inertial space while the aircraft moves over the Earth's curved surface. This causes the gyro's axis to rotate relative to the local meridian, resulting in a displacement measured against true North."
Operational Procedures,5009,"During a transoceanic and polar flight, the chart precession is a rotation in degrees, for a moving aircraft, of the gyro North with respect to the :",grid North for a given chart,grid North for any chart,true North for a given chart,true North for any chart,A,"On a polar or transoceanic chart using grid navigation, the gyro maintains a constant heading relative to a specific grid meridian. Chart precession occurs because the aircraft's physical movement changes its longitude, causing the direction of true North to rotate relative to the fixed grid North of that specific chart projection."
Operational Procedures,5010,Astronomic precession is :,existing whether the aircraft is on the ground or flying,independent of the latitude,depending on the chart used,zero when the aircraft is on the ground,A,"Astronomic precession refers to the apparent rotation of a gyroscope's spin axis caused by the Earth's rotation, which occurs continuously regardless of the aircraft's position or motion. Because this phenomenon is solely a result of the Earth turning on its axis, it affects the instrument whether the aircraft is stationary on the ground or in flight."
Operational Procedures,5011,"Posit :g, the longitude differenceLm, the average latitudeLo, the latitude of the tangentThe correct formula expressing the travel precession applied during a transoceanic and polar navigation, is equal to :",15°/h.sin Lm,g.sin Lm,g.(sin Lm-sin Lo),g/2.sin Lm,A,The travel precession (or transport wander) of a directional gyro is caused by the Earth's rotation combined with the aircraft's movement along its flight path. The formula is derived from the Earth's rotation rate of 15 degrees per hour multiplied by the sine of the mean latitude of the flight segment.
Operational Procedures,5012,Astronomic precession :,causes the gyro axis to spin to the left in the southern hemisphere,causes the gyro axis to spin to the right in the Southern hemisphere,is zero at the North pole,is zero at the South pole,A,"Astronomic precession occurs because a free-running gyroscope maintains its orientation in space while the Earth rotates beneath it. In the Southern Hemisphere, the Earth's rotation relative to the gyroscope's axis causes the apparent drift to manifest as a precession to the left."
Operational Procedures,5013,Astronomic precession :,causes the gyro axis to spin to the right in the Northern hemisphere,causes the gyro axis to spin to the left in the Northern hemisphere,is zero at the North pole,is zero at the South pole,A,"Astronomic precession is the apparent drift of a horizontal axis gyro caused by the Earth's rotation as the aircraft changes latitude or longitude. In the Northern hemisphere, this rotation makes the gyro axis appear to drift or spin to the right relative to the Earth's surface."
Operational Procedures,5014,A polar track is a track part of which is included in an area where the horizontal component of the earth magnetic field is less than :,6 micro-tesla,17 micro-tesla,38 micro tesla,10 micro-tesla,A,"In areas near the magnetic poles where the horizontal component of the earth's magnetic field drops below 6 micro-tesla, magnetic compasses become unreliable due to the increased dip angle. Consequently, these regions are designated as polar tracks where navigation must be conducted using grid navigation or inertial reference systems rather than magnetic headings."
Operational Procedures,5015,"For an operation in MNPS airspace along notified special routes unless otherwise specified, an aircraft must be equipped with at least:",One Long Range Navigation System (LNRS).,One Inertial Navigation System (INS).,Two Inertial Navigation Systems (INS).,Two independant Long Range Navigation Systems (LRNS).,A,"In MNPS airspace, the minimum requirement for operations along specifically notified special routes is one Long Range Navigation System (LRNS). This regulation recognizes that these specialized routes are often subject to additional procedural controls or specific monitoring, allowing for a reduced navigation equipment mandate compared to standard North Atlantic tracks."
Operational Procedures,5016,"When leaving the MNPS oceanic control area for a domestic controlled area, the pilot has to:",maintain the Mach number previously assigned up to the last position shown in the oceanic clearance.,take the Mach number specified in this initial flight plan.,take any Mach number.,take the Mach number provided for this type of flight by his airline.,A,"When transitioning from MNPS oceanic airspace to domestic controlled airspace, you must continue operating at your assigned oceanic Mach number until reaching the oceanic exit point. This procedure ensures separation is maintained during the transition until ATC issues a specific clearance or instructions for the domestic phase of flight."
Operational Procedures,5017,MNPS is the abbreviation for:,Minimum Navigation Performance Specification.,Maximum North-atlantic Precision System.,Military Network Performance Structure.,Minimum Navigation Positioning System.,A,MNPS refers to a set of standards established to ensure that aircraft operating within specific oceanic airspace maintain sufficient navigational accuracy to allow for reduced lateral separation. These specifications are essential for safe and efficient flight operations in high-traffic regions like the North Atlantic.
Operational Procedures,5018,"In MNPS airspace, the speed reference is the:",Mach number.,ground speed.,true airspeed.,indicated airspeed.,A,"In MNPS airspace, aircraft maintain separation based on specific Mach number assignments rather than airspeed or ground speed. Using Mach number ensures consistent longitudinal separation between aircraft as it accounts for varying temperature and altitude conditions across the North Atlantic."
Operational Procedures,5019,"(For this question use annex 071-2083A)In order to meet the """"twin-engine"""" flight standards authorised by the official departments of his company (1hour 45 minutes flight on 1 engine at an air speed of 420 kt to reach the alternate aerodromes in still air conditions), a pilot has to choose an ATC route, in Minimum Navigation Performance Specification area, while at the same time taking the shortest possible time.Given that the three alternate aerodromes taken into account are SHANNON, SANTA MARIA, ST JOHN TORBAY, the track to be chosen between PARIS and WASHINGTON will be:","Track C , time 8 hours 15 minutes.","Track A , time 8 hours 3 minutes.","Track D , time 8 hours 20 minutes.","Track B , time 8 hours 10 minutes.",A,"To comply with ETOPS requirements, the pilot must ensure the chosen route remains within the maximum allowable diversion time from the designated alternate aerodromes (Shannon, Santa Maria, and St John's). Track C is the correct selection as it is the shortest route that maintains the required proximity to these alternates, satisfying both the fuel/time constraints and the mandatory safety criteria for twin-engine operations."
Operational Procedures,5020,"In the MNPS (Minimum Navigation Performance Specification) area, a pilot should first of all take the following action in the event of a failure of the last inertial navigation system:",notify Control and wait for a reply within a reasonable time.,request authorization from Control to track another aircraft.,set a different heading approximately 45° from the previous one.,immediately climb or descent 1 000 ft.,A,"When experiencing the loss of all navigation systems within MNPS airspace, maintaining your current track and altitude is the priority to ensure separation while you alert ATC of your degraded capabilities. Notifying Control immediately allows them to implement necessary separation procedures and provide instructions to safely clear the MNPS environment."
Operational Procedures,5021,A pilot whose aircraft does not have MNPS certification has to fly via the SHANNON-GANDER great circle. The flight must be planned to take place :,at flight level FL 280 or less.,outside scheduled flight times.,at a Mach number of 0.70 or less.,at a constant airspeed of 480 kt.,A,"The North Atlantic High Level Airspace (NAT HLA), formerly known as MNPS airspace, covers flight levels between FL 285 and FL 420. By operating at FL 280 or below, the aircraft remains outside of this controlled airspace, thereby exempting it from the requirement to hold MNPS/NAT HLA certification."
Operational Procedures,5022,The validity period of a flight track system organized in MNPS (Minimum Navigation Performance Specification) airspace during an Eastbound flight normally is :,01H00 UTC to 08H00 UTC,10H30 UTC to 19H00 UTC,11H30 UTC to 19H00 UTC,00H00 UTC to 08H00 UTC,A,"In the North Atlantic MNPS airspace, the Organized Track System (OTS) is structured to facilitate efficient oceanic crossings based on prevailing winds. The Eastbound tracks are designated for use during the night to allow aircraft to arrive in Europe in the morning, specifically spanning from 01H00 to 08H00 UTC."
Operational Procedures,5023,The validity period of a flight track system organized in MNPS (Minimum Navigation Performance Specification) airspace during a Westbound flight normally is :,11H30 UTC to 19H00 UTC,10H30 UTC to 19H00 UTC,01H00 UTC to 08H00 UTC,00H00 UTC to 08H00 UTC,A,"The North Atlantic Organized Track System (OTS) is designed to optimize traffic flow based on prevailing winds, with the westbound tracks typically active during the daylight hours at the destination. The period from 11:30 UTC to 19:00 UTC corresponds to the standard timeframe during which these westbound tracks are established for aircraft crossing the North Atlantic."
Operational Procedures,5024,"During a flight to Europe, planned in MNPS (Minimum Navigation Performance Specification) airspace, you expect to cross the 30°W meridian at 11H00 UTC , you will then normally be :",out of the organized flight track system.,within the organized daytime flight track system.,within the organized night-time flight track system.,in a random space.,A,"The North Atlantic Organized Track System (OTS) is structured to facilitate high-volume traffic during specific periods: westbound tracks are used during the day and eastbound tracks during the night. By crossing the 30°W meridian at 11H00 UTC, you are operating outside the timeframes when the tracks are active for your respective direction, placing you outside the organized system."
Operational Procedures,5025,"During a flight to Europe, planned in MNPS (Minimum Navigation Performance Specification) airspace, you expect to cross the 30°W meridian at 00H30 UTC , you will then normally be ,",out of the organized flight track system,within the organized daytime flight track system,within the organized night-time flight track system,in a random space,A,"The North Atlantic Organized Track System (OTS) is published twice daily to provide optimized routes based on prevailing winds, with the Daytime system generally effective for westbound flights and the Night-time system for eastbound flights. As the 30°W meridian is located at the edge of the oceanic transition area, flights crossing at 00H30 UTC fall outside the window of these published track systems and are typically cleared as random routes."
Operational Procedures,5026,The minimum navigation equipment required for an aircraft flying without restriction in MNPS airspace can be at the very least :,Two inertial navigation units.,Two inertial navigation units and a DECCA.,Three inertial navigation units.,One inertial navigation unit.,A,"To operate in MNPS (Minimum Navigation Performance Specifications) airspace, an aircraft must be equipped with at least two independent long-range navigation systems to ensure redundancy and the required navigation accuracy. Providing two inertial navigation units meets the regulatory safety standard, whereas a single system lacks the necessary backup for oceanic flight."
Operational Procedures,5027,The minimum longitudinal spacing of two aircraft flying in MNPS airspace at the same Mach number is :,10 minutes.,5 minutes.,15 minutes.,20 minutes.,A,"In MNPS airspace, when aircraft are operating at the same Mach number and following the same track, a minimum longitudinal separation of 10 minutes is required to ensure safe spacing. This standard provides sufficient time separation to mitigate the risks associated with wake turbulence and navigation errors in oceanic environments."
Operational Procedures,5028,The minimum lateral spacing to be maintained between aircraft flying in MNPS airspace is :,60 NM.,30 NM.,90 NM.,120 NM.,A,"In MNPS (Minimum Navigation Performance Specifications) airspace, the lateral separation minimum between aircraft is 60 NM. This spacing standard is required to ensure safe separation in oceanic regions where radar surveillance is typically unavailable and aircraft rely on inertial or satellite-based navigation."
Operational Procedures,5029,"During the flight of two aircraft in MNPS airspace with a leading aircraft flying at higher speed, the longitudinal spacing must be at least :",5 minutes,10 minutes,15 minutes,20 minutes,A,"In MNPS (Minimum Navigation Performance Specifications) airspace, when the leading aircraft is faster than the following aircraft, the longitudinal separation requirement is reduced to 5 minutes. This standard is applicable because the distance between the two aircraft will naturally increase over time, maintaining safety margins without the need for larger temporal intervals."
Operational Procedures,5030,"If both precision navigation systems of an aircraft are unserviceable during a flight in MNPS airspace, and if you cannot establish communication with the air traffic control, you :",take an intermediate flight level,descend below the MNPS space,return to departure airport,land at the nearest airport,A,"If both precision navigation systems fail in MNPS airspace, the aircraft is no longer capable of maintaining the required lateral separation standards. Taking an intermediate flight level helps to minimize the risk of collision by vertically separating the non-compliant aircraft from those operating at standard cruise flight levels."
Operational Procedures,5031,The MNPS (Minimum Navigation Performance Specification) airspace extends from :,27° North to 90° North.,30° North to 90° North.,27° North to 70° North.,30° North to 70° North.,A,MNPS airspace is defined as the North Atlantic region between latitudes 27° North and 90° North. This specific range encompasses the oceanic control areas where aircraft must meet stringent lateral and vertical navigation performance standards to operate safely.
Operational Procedures,5032,The MNPS (Minimum Navigation Performance Specification) airspace extends vertically between flight levels:,285 and 420.,280 and 400.,280 and 390.,275 and 400.,A,MNPS airspace is defined globally to ensure aircraft maintain precise vertical and lateral separation in oceanic regions where radar coverage is unavailable. It specifically mandates that aircraft operating between flight levels 285 and 420 must meet strict navigation performance standards to ensure safe separation.
Operational Procedures,5033,"In the event of an en-route HF communication failure in an MNPS (Minimum Navigation Performance Specification) airspace, the appropriate VHF frequency for air-air communications is :",131.800 MHz.,118.800 MHz.,121.800 MHz.,128.800 MHz.,A,"In accordance with ICAO regional procedures for the North Atlantic, 131.800 MHz is the designated VHF frequency for air-to-air communications between aircraft to relay information or coordinate during oceanic crossings. This frequency is specifically reserved for pilots to maintain safety and situational awareness when long-range HF communications are unavailable."
Operational Procedures,5034,"In the event of communication failure in an MNPS (Minimum Navigation Performance Specification) airspace, the pilot must:",continue his flight compliance with the last oceanic clearance received and acknowledge by him.,return to his flight plan route if its different from the last oceanic clearance received and acknowledge by him.,"join one of the so-called """"special"""" routes.",change the flight level in accordance with the predetermined instructions.,A,"In the event of a communication failure within MNPS airspace, pilots are required to maintain their last assigned track, speed, and flight level as specified in the most recent acknowledged oceanic clearance. This procedure ensures predictable aircraft movement, allowing air traffic control to maintain separation standards despite the loss of radio contact."
Operational Procedures,5035,The frequency designated for VHF air to air communications when out of range of VHF ground stations in NAT region is :,131.8 MHz.,121.5 MHz.,243 MHz.,118.5 MHz.,A,"In the North Atlantic (NAT) region, 131.8 MHz is the designated VHF frequency for aircraft to communicate with each other when outside the range of ground stations. This frequency allows pilots to coordinate maneuvers, such as position reporting or contingency procedures, while operating in oceanic airspace."
Operational Procedures,5036,A check on the operation of the SELCAL equipment during a transatlantic flight using the OTS (Organised Track System) must be done :,At or prior entering the NAT region.,Prior entering the NAT region.,As soon as possible after entering the NAT region.,When crossing the oceanic airspace boundary.,A,It is a mandatory requirement to verify that the SELCAL system is functional to ensure reliable communication with ATC during oceanic transit. Conducting this check at or before entering the NAT region confirms connectivity while still within range of domestic VHF or prior to relying solely on HF oceanic communications.
Operational Procedures,5037,"If a flight is planned to operate along the whole length of one of the organised tracks, the intended organised track should be defined in items of the FPL by :","the abbreviation """"NAT"""" followed by the code letter assigned to the track.",inserting coordinates as detailed in the NAT track message.,"using the abbreviation """"OTS"""" followed by the code letter assigned to the track.",inserting coordinates defining significant points with intervals of 10° of longitude.,A,"According to ICAO PANS-ATM procedures, when a flight plan follows an entire organised track, the track designator is entered in the route field by using the identifier NAT followed by its assigned code letter. This standardized notation allows air traffic control to quickly identify the specific track structure published in the daily NAT track message."
Operational Procedures,5038,"In the event of a contingency which required an en-route diversion to an alternate aerodrome across the direction of the prevailing """"NAT"""" traffic flow and if prior ATC clearance cannot be obtained an aircraft able to maintain its assigned flight level should :","If above FL410, climb or descend 1000 ft, while turning towards the alternate aerodrome.","If below FL410, climb 500 ft or descend 1000 ft, while turning towards the alternate aerodrome.","If above FL410, climb 1000 ft or descend 500 ft, while turning towards the alternate aerodrome.","If below FL410, climb or descend 1000 ft, while turning towards the alternate aerodrome.",A,"For aircraft operating above FL410 in NAT airspace, the contingency procedure requires a 1000 ft altitude change because the vertical separation minimum increases to 2000 ft above this level. This deviation ensures the aircraft transitions to a safe altitude while clearing the established NAT tracks, minimizing the risk of mid-air collision during the diversion."
Operational Procedures,5039,"In the event of a contingency which required an en-route diversion to an alternate aerodrome across the direction of the prevailing """"NAT"""" traffic flow and if prior ATC clearance cannot be obtained an aircraft able to maintain its assigned flight level should:","If at FL410, climb 1000 ft or descend 500 ft, while turning towards the alternate aerodrome.","If at FL410, climb 500 ft, while turning towards the alternate aerodrome.","If at FL410, climb or descend 500 ft, while turning towards the alternate aerodrome.","If at FL410, descend 1000 ft, while turning towards the alternate aerodrome.",A,"To minimize the risk of collision when crossing a North Atlantic Track (NAT) flow without ATC clearance, an aircraft must immediately offset its altitude to establish vertical separation from the traffic stream. Climbing 1000 ft or descending 500 ft provides the necessary vertical buffer to ensure safety while the aircraft maneuvers toward the alternate aerodrome."
Operational Procedures,5040,"In the event of a contingency which required an en-route diversion to an alternate aerodrome across the direction of the prevailing """"NAT"""" traffic flow and if prior ATC clearance cannot be obtained an aircraft not able to maintain its assigned flight level should:",Start its descent while turning to acquire a track separated by 30 NM from its assigned route or track.,Start its descent while turning to acquire a track separated by 60 NM from its assigned route or track.,Start its descent while turning to acquire a track separated by 90 NM from its assigned route or track.,Descend below FL275.,A,"In the North Atlantic (NAT) MNPS/HLA airspace, an aircraft unable to maintain its assigned flight level must initiate a descent while turning to establish a track offset of 30 NM from its original route. This specific lateral separation maneuver ensures the aircraft remains clear of the prevailing traffic flow while descending to a safer altitude."
Operational Procedures,5041,"An air traffic unit may request the aircraft to report position when flying east-west south of 70°N between 5°W and 65°W, every:",10° of longitude.,5° of longitude.,20° of longitude.,15° of longitude.,A,"In accordance with ICAO PANS-ATM procedures for the North Atlantic region, aircraft flying east-west tracks south of 70°N within the specified longitudinal boundaries are required to report their position every 10 degrees of longitude. This interval ensures adequate surveillance and traffic separation in an area where radar coverage may be limited."
Operational Procedures,5042,"An air traffic units may request the aircraft to report position when flying east- west north of 70°N between 10°W and 50°W, every:",20° of longitude.,10° of longitude.,15° of longitude.,5° of longitude.,A,"In polar regions, specifically north of 70°N in the specified longitudinal band, traditional reporting intervals are impractical due to the convergence of meridians. Consequently, ICAO procedures mandate that aircraft report their position at 20° intervals of longitude to maintain situational awareness without excessive communication frequency."
Operational Procedures,5043,"Which errors in """"estimates"""" minutes shall be reported by aircraft overflying the North Atlantic?",3 or more.,5 or more.,10 or more.,2 or more.,A,"In North Atlantic (NAT) airspace, procedural separation relies on precise position reporting to ensure longitudinal spacing. To maintain this safety margin, any deviation of 3 minutes or more from the previously estimated time of arrival at a significant point must be reported to the appropriate oceanic control center."
Operational Procedures,5044,The minimum lateral separation in the NAT region is:,60 NM between aircraft flying above FL285.,60 NM between aircraft operating below MNPS airspace.,90 NM between aircraft flying above FL285.,90 NM between all aircraft flying in the NAT region.,A,"Within the North Atlantic High Level Airspace (NAT HLA), the Reduced Lateral Separation Minimum (RLatSM) allows for 60 NM lateral spacing between aircraft operating between FL285 and FL420. This standard applies to tracks within the defined NAT region to increase capacity while maintaining required safety levels for RNP 4 or NAT HLA certified aircraft."
Operational Procedures,5045,Which separation will be provided if Reduced Vertical Separation Minimum (RVSM) is used when operating in MNPS airspace?,60 NM lateral and 1000 ft vertical.,90 NM lateral and 1000 ft vertical.,60 NM lateral and 500 ft vertical.,90 NM lateral and 500 ft vertical.,A,"In RVSM airspace, the vertical separation standard is reduced from 2000 feet to 1000 feet for aircraft operating between FL290 and FL410. Within MNPS (Minimum Navigation Performance Specification) airspace, the associated lateral separation standard is 60 NM, ensuring safe separation between adequately equipped aircraft."
Operational Procedures,5046,At which levels may Reduced Vertical Separation Minimum (RVSM) be used within NAT region?,Between FL290 and FL410.,Between FL275 and FL400.,Between FL245 and FL410.,Below FL290.,A,"RVSM airspace is specifically designed to reduce the vertical separation between aircraft from 2,000 feet to 1,000 feet within the specified altitude band. In the NAT region, as in most ICAO regions, this vertical separation standard applies strictly between FL290 and FL410 inclusive."
Operational Procedures,5047,Flights within NAT region shall be conducted in accordance with IFR when:,Operating at or above FL 60 or 2000 ft whichever is higher.,Flying above 3000 ft.,Operating more than 100 NM seaward from the shoreline within controlled airspace.,Operating more than 100 NM seaward from the shoreline within uncontrolled airspace.,A,"The North Atlantic (NAT) regional supplementary procedures mandate that all flights operating within the region must be conducted in accordance with IFR when at or above flight level 60 or 2,000 feet, whichever is higher. This requirement ensures standardized traffic separation and navigation safety across the oceanic and remote airspace transition zones."
Operational Procedures,5048,"During a flight to Europe, scheduled in MNPS (Minimum Navigation Performance Specification) airspace, you expect to cross the 30°W meridian at 1000 UTC , you will normally be :",in random airspace.,in a day flight route system.,in a night flight route system.,out of the organised route system.,A,"The North Atlantic Organised Track System (OTS) is established daily based on prevailing winds and is only active during specific time windows to accommodate peak traffic flows. Since the 30°W meridian crossing occurs at 1000 UTC, which is outside the standard published daytime and nighttime track windows, your flight must operate via random routes rather than the organized system."
Operational Procedures,5049,"During a flight to Europe, scheduled in MNPS (Minimum Navigation Performance Spécification) airspace, you expect to cross the 30°W meridian at 2330 UTC , you will normally be :",in random airspace,in a day flight route system,in a night flight route system,out of the organized route system,A,"The Organized Track System (OTS) in the North Atlantic is published twice daily, providing specific tracks for eastbound traffic at night and westbound traffic during the day. Because you are crossing the 30°W meridian at 2330 UTC, which is outside the peak traffic windows for the established tracks, you are required to operate within random airspace."
Operational Procedures,5050,The abbreviation MNPS means :,Minimum Navigation Performance Specification,Main Navigation Performance Specification,Maximum Navigation Performance Specification,Magnetic Navigation Performance Specification,A,The term MNPS refers to the minimum standards of navigation performance required for aircraft operating within specified oceanic or remote airspace. These specifications ensure that aircraft maintain the necessary accuracy and separation standards to operate safely in regions where radar coverage is unavailable.
Operational Procedures,5051,Minimum Navigation Performance Specification (MNPS) airspace of the North Atlantic is comprised within :,flight levels 285 and 420 from the North parallel 27 to the pole,flight levels 270 and 400 from the equator to the pole,sea level and FL660 from North parallel 27 to the pole,flight levels 280 and 475 from North parallel 27 to the pole,A,MNPS airspace is strictly defined to manage traffic density in the North Atlantic region between flight levels 285 and 420. It covers the area extending from the North Pole down to the 27th degree North parallel to ensure standardized navigation performance where radar coverage is unavailable.
