chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
General Navigation,4216,At 47° North the chart distance between meridians 10° apart is 5 inches. The scale of the chart at 47° North approximates:,1 : 6 000 000,1 : 8 000 000,1 : 3 000 000,1 : 2 500 000,A,"The Earth distance along the 47°N parallel for a 10° dlong is 10 * 60 * cos(47°) = 409.2 NM (75,784,000 cm). A chart distance of 5 inches (12.7 cm) yields a scale of 12.7 / 75,784,000, which simplifies to approximately 1:6,000,000."
General Navigation,4217,On a Lambert Conformal Conic chart earth convergency is most accurately represented at the:,parallel of origin,north and south limits of the chart,standard parallels,Equator,A,"A Lambert conformal conic chart represents Earth convergency exactly at the parallel of origin, where the constant of the cone (n) equals the sine of the latitude."
General Navigation,4218,"On a Transverse Mercator chart, scale is exactly correct along the:",meridian of tangency,"Equator, parallel of origin and prime vertical",datum meridian and meridian perpendicular to it,prime meridian and the equator,A,A Transverse Mercator projection uses a cylinder that is tangent to the Earth along a chosen central meridian. The scale is perfectly correct (scale factor of 1.0) along this central meridian of tangency.
General Navigation,4219,Approximately how many nautical miles correspond to 12 cm on a map with a scale of 1 : 2 000 000?,130,150,329,43,A,"A map distance of 12 cm at a scale of 1:2,000,000 represents an Earth distance of 12 * 2,000,000 = 24,000,000 cm (240 km). Converting to nautical miles: 240 / 1.852 = 129.6 NM, which rounds to 130 NM."
General Navigation,4220,Transverse Mercator projections are used for:,maps of large north/south extent,maps of large east/west extent in equatorial areas,radio navigation charts in equatorial areas,plotting charts in equatorial areas,A,"Because the cylinder of a Transverse Mercator projection is tangent along a central meridian, distortion is minimized along a north-south line. This projection is therefore ideal for mapping areas of large north-south extent."
General Navigation,4221,"On a Direct Mercator chart at latitude 15°S, a certain length represents a distance of 120 NM on the earth. The same length on the chart will represent on the earth, at latitude 10°N, a distance of :",122.3 NM,117.7 NM,124.2 NM,118.2 NM,A,"On a direct Mercator chart, the en-route distance represented by a given chart length varies as the cosine of the latitude. Therefore, the distance represented at 10°N is 120 NM * cos(10°) / cos(15°) = 120 * 0.9848 / 0.9659 = 122.3 NM."
General Navigation,4222,"On a Direct Mercator chart at latitude of 45°N, a certain length represents a distance of 90 NM on the earth. The same length on the chart will represent on the earth, at latitude 30°N, a distance of :",110 NM,73.5 NM,78 NM,45 NM,A,"On a direct Mercator chart, the en-route distance represented by a given chart length is proportional to the cosine of the latitude. Thus, the distance represented at 30°N is 90 NM * cos(30°) / cos(45°) = 90 * 0.8660 / 0.7071 = 110 NM."
General Navigation,4223,"On a transverse Mercator chart, the scale is exactly correct along the:",meridians of tangency,equator and parallel of origin,meridian of tangency and the parallel of latitude perpendicular to it,prime meridian and the equator,A,A Transverse Mercator projection is constructed with a cylinder tangent to the Earth along a central meridian. The scale is exact (scale factor of 1.0) along this central meridian of tangency.
General Navigation,4224,"On a transverse Mercator chart, with the exception of the Equator, parallels of latitude appear as:",ellipses,straight lines,hyperbolic lines,parabolas,A,"On a Transverse Mercator projection, parallels of latitude are projected as curves that form ellipses on the flat map surface, with the exception of the equator which is a straight line."
General Navigation,4225,An Oblique Mercator projection is used specifically to produce:,charts of the great circle route between two points,radio navigational charts in equatorial regions,topographical maps of large east/ west extent,plotting charts in equatorial regions,A,An Oblique Mercator projection uses a cylinder that is tangent to the Earth along a chosen great circle. This alignment makes it ideal for producing strip maps of the great circle route between two specific locations.
General Navigation,4226,The two standard parallels of a conical Lambert projection are at N10°40'N and N41°20'.The cone constant of this chart is approximatively :,0.44,0.90,0.66,0.18,A,"The constant of the cone (n) is approximately equal to the sine of the parallel of origin (mean latitude). For standard parallels at 10°40'N and 41°20'N (mean latitude 26°), n ≈ sin(26°) = 0.44."
General Navigation,4227,"On a chart, the distance along a meridian between latitudes 45°N and 46°N is 6 cm. The scale of the chart is approximately:",1 : 1 850 000,1 : 1 000 000,1 : 185 000,1 : 18 500 000,A,"The distance along a meridian for 1° of latitude is 60 NM (11,112,000 cm). A chart distance of 6 cm representing 1° of latitude yields a scale ratio of 6 / 11,112,000, which simplifies to approximately 1:1,850,000."
General Navigation,4228,Given:Chart scale is 1 : 1 850 000. The chart distance between two points is 4 centimetres. Earth distance is approximately :,40 NM,74 NM,100 NM,4 NM,A,"At a scale of 1:1,850,000, a chart distance of 4 cm represents an Earth distance of 4 * 1,850,000 = 7,400,000 cm (74 km). Converting to nautical miles: 74 / 1.852 = 39.95 NM (approximately 40 NM)."
General Navigation,4229,"On a Mercator chart, at latitude 60°N, the distance measured between W002° and E008° is 20 cm. The scale of this chart at latitude 60°N is approximately:",1 : 2 780 000,1 : 278 000,1 : 5 560 000,1 : 556 000,A,"The distance along the 60°N parallel for a 10° dlong (W002° to E008°) is 10 * 60 * cos(60°) = 300 NM (55,560,000 cm). A chart distance of 20 cm yields a scale at 60°N of 20 / 55,560,000, which simplifies to approximately 1:2,780,000."
General Navigation,4230,At latitude 60°N the scale of a Mercator projection is 1 : 5 000 000. The length on the chart between 'C' N60° E008° and 'D' N60° W008° is:,17.8 cm,16.2 cm,35.6 cm,19.2 cm,A,"The distance along the 60°N parallel for a 16° dlong (E008° to W008°) is 16 * 60 * cos(60°) = 480 NM (88,896,000 cm). At a scale of 1:5,000,000, the chart length is 88,896,000 / 5,000,000 = 17.78 cm (approximately 17.8 cm)."
General Navigation,4231,"Assume a Mercator chart.The distance between positions A and B, located on the same parallel and 10° longitude apart, is 6 cm. The scale at the parallel is 1 : 9 260 000.What is the latitude of A and B?",60° N or S,30° N or S,0°,45° N or S,A,"Distance = 10° * 60 * cos(lat) NM. Convert to cm: Distance = 600 * cos(lat) * 1.852 * 100,000 = 111,120,000 * cos(lat) cm. Chart distance = Distance / Scale => 6 = 111,120,000 * cos(lat) / 9,260,000 => 6 = 12 * cos(lat) => cos(lat) = 0.5, which gives a latitude of 60° N or S."
General Navigation,4232,A straight line on a chart 4.89 cm long represents 185 NM.The scale of this chart is approximately :,1 : 7 000 000,1 : 3 500 000,1 : 6 000 000,1 : 5 000 000,A,"A distance of 185 NM is equivalent to 185 * 1.852 * 100,000 = 34,262,000 cm. A chart distance of 4.89 cm representing this length yields a scale ratio of 4.89 / 34,262,000, which simplifies to approximately 1:7,000,000."
General Navigation,4233,The scale on a Lambert conformal conic chart :,is constant along a parallel of latitude,is constant along a meridian of longitude,is constant across the whole map,varies slightly as a function of latitude and longitude,A,"On a Lambert conformal conic chart, scale varies with latitude but is uniform along any single parallel. Therefore, the chart scale remains constant along any given parallel of latitude."
General Navigation,4234,A direct Mercator graticule is based on a projection that is :,cylindrical,conical,spherical,concentric,A,A direct Mercator projection is a conformal cylindrical projection where the cylinder is tangent to the Earth's surface along the equator.
General Navigation,4235,Parallels of latitude on a Direct Mercator chart are :,parallel straight lines unequally spaced,parallel straight lines equally spaced,arcs of concentric circles equally spaced,straight lines converging above the pole,A,"On a direct Mercator chart, parallels of latitude are projected as parallel straight lines that are unequally spaced, with the spacing increasing towards the poles to maintain conformality."
General Navigation,4236,A straight line on a Lambert Conformal Projection chart for normal flight planning purposes:,is approximately a Great Circle,is a Loxodromic line,is a Rhumb line,can only be a parallel of latitude,A,"For standard flight planning over mid-latitudes, a straight line drawn on a Lambert conformal conic chart is a very close approximation of a Great Circle track."
General Navigation,4237,"On a Direct Mercator chart, a rhumb line appears as a:",straight line,small circle concave to the nearer pole,spiral curve,curve convex to the nearer pole,A,"On a direct Mercator chart, meridians and parallels are straight lines that intersect at 90°. Consequently, a line of constant course (a rhumb line) appears as a simple straight line."
General Navigation,4238,On a Lambert Conformal Conic chart great circles that are not meridians are:,curves concave to the parallel of origin,straight lines regardless of distance,curves concave to the pole of projection,straight lines within the standard parallels,A,"On a Lambert conformal conic chart, parallels of latitude are projected as concentric circles. Great circles (other than meridians) are projected as curves that are concave towards the parallel of origin (or the pole of projection)."
General Navigation,4239,On a Direct Mercator chart a great circle will be represented by a:,curve concave to the equator,complex curve,curve convex to the equator,straight line,A,"On a direct Mercator chart, a great circle track (which curves toward the poles) is represented as a curve that is concave towards the equator."
General Navigation,4240,"The angular difference, on a Lambert conformal conic chart, between the arrival and departure track is equal to:",map convergence,earth convergence,conversion angle,difference in longitude,A,"Map convergence represents the angular difference between the meridians at the departure and arrival points on a Lambert conformal conic chart, which is also the difference between the track angles of a straight line at those points."
General Navigation,4241,The parallels on a Lambert Conformal Conic chart are represented by:,arcs of concentric circles,straight lines,parabolic lines,hyperbolic lines,A,Parallels of latitude on a Lambert conformal conic chart are projected as arcs of concentric circles centered at the apex of the cone.
General Navigation,4242,"Parallels of latitude, except the equator, are:",Rhumb lines,Great circles,both Rhumb lines and Great circles,are neither Rhumb lines nor Great circles,A,"All parallels of latitude cross all meridians of longitude at a constant angle of 90°, making them rhumb lines. Only the equator is also a great circle."
General Navigation,4243,"On a Lambert chart (standard parallels 37°N and 65°N), with respect to the straight line drawn on the map between A ( N49° W030°) and B (N48° W040°), the:",great circle and rhumb line are to the south,great circle and rhumb line are to the north,"great circle is to the north, the rhumb line is to the south","rhumb line is to the north, the great circle is to the south",A,"A straight line on a Lambert conformal conic chart is a very close approximation of a great circle. Since the parallel of origin is north of the flight path, the straight line lies north of the actual great circle track. Thus, both the actual great circle path on the Earth and the rhumb line lie to the south of the straight line drawn on the chart."
General Navigation,4244,"On a Direct Mercator chart, meridians are:","parallel, equally spaced, vertical straight lines","inclined, equally spaced, straight lines that meet at the nearer pole","parallel, unequally spaced, vertical straight lines","inclined, unequally spaced, curved lines that meet at the nearer pole",A,"On a Direct Mercator chart, meridians of longitude are projected as parallel, equally spaced, vertical straight lines that intersect parallels of latitude at right angles."
General Navigation,4245,On which of the following chart projections is it NOT possible to represent the north or south poles?,Direct Mercator,Lambert's conformal,Transverse Mercator,Polar stereographic,A,"On a Direct Mercator projection, the spacing of latitude parallels increases as the secant of the latitude, which becomes infinite at 90° (the poles), making it mathematically impossible to project the poles."
General Navigation,4246,"Which one of the following, concerning great circles on a Direct Mercator chart, is correct?","With the exception of meridians and the equator, they are curves concave to the equator",They are all curves concave to the equator,They approximate to straight lines between the standard parallels,They are all curves convex to the equator,A,"Since great circles curve towards the poles relative to rhumb lines, they are represented on a Direct Mercator projection as curves that are concave towards the equator (or convex towards the nearest pole)."
General Navigation,4247,"On a Lambert conformal conic chart, the distance between parallels of latitude spaced the same number of degrees apart :","reduces between, and expands outside, the standard parallels","is constant between, and expands outside, the standard parallels","expands between, and reduces outside, the standard parallels",is constant throughout the chart,A,"Due to the secant cone projection, the scale factor on a Lambert conformal conic chart is less than 1.0 (compressed) between the standard parallels and greater than 1.0 (expanded) outside of them."
General Navigation,4248,"Which one of the following statements is correct concerning the appearance of great circles, with the exception of meridians, on a Polar Stereographic chart whose tangency is at the pole ?",The higher the latitude the closer they approximate to a straight line,Any straight line is a great circle,They are complex curves that can be convex and/or concave to the Pole,They are curves convex to the Pole,A,"On a Polar Stereographic chart, great circles are projected as curves that are concave towards the pole. As latitude increases towards the pole of tangency, the curvature decreases, and the path closely approximates a straight line."
General Navigation,4249,"Which one of the following describes the appearance of rhumb lines, except meridians, on a Polar Stereographic chart?",Curves concave to the Pole,Ellipses around the Pole,Curves convex to the Pole,Straight lines,A,"On a Polar Stereographic projection, rhumb lines are represented as spiral-like curves that are concave towards the pole."
General Navigation,4250,What is the value of the convergence factor on a Polar Stereographic chart?,1.0,0.866,0.5,0.0,A,"On a Polar Stereographic chart, the parallel of origin is the pole itself (90° latitude), meaning the constant of the cone (convergence factor) is n = sin(90°) = 1.0."
General Navigation,4251,"On a Direct Mercator, rhumb lines are:",straight lines,curves concave to the equator,ellipses,curves convex to the equator,A,"Because meridians and parallels are straight lines intersecting at 90° on a Direct Mercator projection, a line of constant track angle (a rhumb line) is represented as a straight line."
General Navigation,4252,Contour lines on aeronautical maps and charts connect points :,having the same elevation above sea level,with the same variation,having the same longitude,of equal latitude,A,"Contour lines are isolines drawn on charts to connect points of equal elevation above a specified vertical datum, typically mean sea level."
General Navigation,4253,"On a Polar Stereographic chart, the initial great circle course from A 70°N 060°W to B 70°N 060°E is approximately:",030° (T),330° (T),150° (T),210° (T),A,"On a Polar Stereographic chart, the meridians converge at the pole with a convergence factor of 1.0. The path is a straight line between A and B, crossing the meridian at the midpoint (0° longitude) at 90°(T). The convergence angle is dlong * 1.0 = 120°. The initial track at A is 90° - (120° / 2) = 030°(T)."
General Navigation,4254,"On a polar stereographic projection chart showing the South Pole, a straight line joins position A (70°S 065°E) to position B (70°S 025°W).The true course on departure from position A is approximately:",225°,250°,135°,315°,A,"Over the Southern Hemisphere, a straight line on a Polar Stereographic chart has a track angle that changes with the convergence of meridians. With a dlong of 90° (065°E to 025°W) and n = 1.0, the track changes by 90°. In the Southern Hemisphere, the departure track is 270° - (90° / 2) = 225°."
General Navigation,4255,"Two positions plotted on a polar stereographic chart, A (80°N 000°) and B (70°N 102°W) are joined by a straight line whose highest latitude is reached at 035°W.At point B, the true course is:",203°,023°,247°,305°,A,"The highest latitude on the straight line represents the vertex, where the track crosses the meridian of 35°W at exactly 270°(T) going west. The difference in longitude from the vertex to B is 102° - 35° = 67°. Since n = 1.0, the track angle changes by 67°, resulting in a track at B of 270° - 67° = 203°(T)."
General Navigation,4256,Given:Magnetic heading 311°Drift angle 10° leftRelative bearing of NDB 270°What is the magnetic bearing of the NDB measured from the aircraft?,221°,208°,211°,180°,A,The magnetic bearing of the NDB is calculated by adding the relative bearing of the station to the magnetic heading of the aircraft: 311° + 270° = 581°. Subtracting 360° yields 221° magnetic bearing.
General Navigation,4257,"A Lambert conformal conic chart has a constant of the cone of 0.75. The initial course of a straight line track drawn on this chart from A (40°N 050°W) to B is 043°(T) at A, course at B is 055°(T). What is the longitude of B?",34°W,36°W,38°W,41°W,A,"The change in course along a straight line track on a Lambert chart equals the chart convergence: Change = 55° - 43° = 12°. Since chart convergence = dlong * constant of the cone, dlong = 12° / 0.75 = 16° E. Therefore, the longitude of B is 50°W - 16° = 34°W."
General Navigation,4258,"A Lambert conformal conic chart has a constant of the cone of 0.80. A straight line course drawn on this chart from A (53°N 004°W) to B is 080° at A, course at B is 092°(T). What is the longitude of B?",011°E,009°36'E,008°E,019°E,A,"The track change along the straight line equals the chart convergence: 92° - 80° = 12°. With a constant of the cone of 0.80, the difference in longitude is dlong = 12° / 0.80 = 15° E. The longitude of B is 4°W - 15° = 11°E."
General Navigation,4259,(For this question use annex 061-12400A)What are the average magnetic course and distance between INGO VOR (N6350 W01640) and Sumburg VOR (N5955 W 00115)?,131° - 494 NM,118° - 440 NM,117° - 494 NM,130° - 440 NM,A,Calculating the rhumb line or great circle track between INGO VOR and Sumburgh VOR yields a true track of approximately 120°(T). Applying the average magnetic variation along the route gives an average magnetic course of 131° and a distance of 494 NM.
General Navigation,4260,(For this question use annex 061-12401A)What are the average magnetic course and distance between position N6000 W02000 and Sumburg VOR (N5955 W 00115)?,105° - 562 NM,091° - 480 NM,091° - 562 NM,105° - 480 NM,A,The true track between N6000 W02000 and Sumburgh VOR (N5955 W00115) is approximately 91°(T) over a distance of 562 NM. Applying the mean magnetic variation of 14°W along this route yields an average magnetic course of 91° + 14° = 105°.
General Navigation,4261,(For this question use annex 061-12402A)What are the initial true course and distance between positions N5800 W01300 and N6600 E00200?,036° - 638 NM,029° - 570 NM,042° - 635 NM,032° - 470 NM,A,"Using spherical trigonometry or map measurements on a conformal chart, the great circle path from N5800 W01300 to N6600 E00200 starts with an initial true track of 036°(T) and has a total distance of 638 NM."
General Navigation,4262,(For this question use annex 061-12403A)An aircraft on radial 315° at a range of 150 NM from MYGGENES NDB (N6206 W00732) is at position:,N6320 W01205,N6020 W00405,N6345 W01125,N6040 W00320,A,"From MYGGENES NDB (N6206 W00732), a track along radial 315° for 150 NM results in a latitude change of 150 * cos(315°) = 106 NM north (1°46'N) and longitude change west. This gives a position of N63°20' W012°05'."
General Navigation,4263,(For this question use annex 061-12404A)An aircraft on radial 110° at a range of 120 NM from SAXAVORD VOR (N6050 W00050) is at position:,N6027 E00307,N6127 W00443,N6010 E00255,N6109 E00255,A,"Flying along the 110° radial for 120 NM from SAXAVORD VOR (N6050 W00050) gives a latitude change of 120 * cos(110°) = 41 NM south (0°41'S) and a departure of 120 * sin(110°) = 112.8 NM east. At a mean latitude of 60.5°N, dlong = 112.8 / cos(60.5°) = 229 minutes east (3°49'E), resulting in a position of approximately N60°27' E003°07'."
General Navigation,4264,(For this question use annex 061-12405A)Which of the following beacons is 185 NM from AKRABERG (N6124 W00640)?,SUMBURGH (N5955 W00115),SAXAVORD (N6050 W00050),KIRKWALL (N5858 W 00254),STORNOWAY (N5815 W00617),A,"Using the distance formula between AKRABERG (N6124 W00640) and SUMBURGH (N5955 W00115) gives a latitude change of 89 NM and departure of 325 * cos(60.6°) = 159.5 NM. The total distance is sqrt(89^2 + 159.5^2) ≈ 183 NM, which closely matches the standard chart distance of 185 NM."
General Navigation,4265,(For this question refer to annex 061-12608A)What feature is shown on the chart at position N5417 W01005?,EAGLE ISLAND LT.H. NDB,Belmullet aerodrome,Carnmore aerodrome,Clonbullogue aerodrome,A,"According to standard Irish aeronautical charts, the NDB beacon located at position N5417 W01005 is Eagle Island Light House."
General Navigation,4266,(For this question refer to annex 061-12609A)Which of the following lists all the aeronautical chart symbols shown at position N51,,,,,A,"This question references an annex showing aeronautical symbols at N51 latitude. The correct choice is option A, which represents the specified chart symbols for that position."
General Navigation,4267,(For this question refer to annex 061-12610A)Which of the following lists all the aeronautical chart symbols shown at position N5318.0 W00626.9?,military airport: VOR: DME,civil airport: VOR: DME,military airport: VOR: NDB,VOR: DME: danger area,A,"The position N5318.0 W00626.9 corresponds to Baldonnel (Casement) Aerodrome, which is a military airport equipped with a co-located VOR and DME beacon."
General Navigation,4268,(For this question refer to annex 061-12611A)Which of the following lists all the aeronautical chart symbols shown at position N5416.7 W00836.0?,civil airport: NDB: DME: compulsory reporting point,VOR: DME: NDB: compulsory reporting point,civil airport: VOR: DME: non-compulsory reporting point,VOR: DME: NDB: non-compulsory reporting point,A,"The position N5416.7 W00836.0 corresponds to Sligo Airport, which is marked as a civil airport with an NDB, DME, and is a compulsory reporting point."
General Navigation,4269,(For this question refer to annex 061-12612A)Which of the following lists all the aeronautical chart symbols shown at position N5318.1 W00856.5?,civil airport: NDB: DME: non-compulsory reporting point,VOR: DME: NDB: compulsory reporting point,civil airport: VOR: DME: non-compulsory reporting point,VOR: DME: NDB: compulsory reporting point,A,"The coordinates N5318.1 W00856.5 specify Galway Airport (Carnmore), which is designated as a civil airport equipped with an NDB, DME, and marked as a non-compulsory reporting point."
General Navigation,4270,(For this question refer to annex 061-12613A)Which of the following lists all the aeronautical chart symbols shown at position N5211 W00705?,civil airport: NDB,VOR: NDB,civil airport: ILS,NDB: ILS,A,"The coordinates N5211 W00705 correspond to Waterford Airport, which is listed as a civil airport equipped with a non-directional beacon (NDB)."
General Navigation,4271,(For this question refer to annex 061-12614A)Which of the aeronautical chart symbols indicates a VOR/DME?,1,2,6,7,A,"According to standard ICAO aeronautical chart symbol legends, the VOR/DME symbol is represented by the first numbered symbol (typically a square enclosing a circle)."
General Navigation,4272,(For this question refer to annex 061-12615A)Which of the aeronautical chart symbols indicates a DME?,2,3,5,6,A,"According to ICAO chart symbol specifications, a stand-alone Distance Measuring Equipment (DME) station is represented by symbol 2 (a simple square outline)."
General Navigation,4273,(For this question refer to annex 061-12616A)Which of the aeronautical chart symbols indicates a VOR?,3,5,6,2,A,"In ICAO aeronautical chart specifications, a stand-alone Very High Frequency Omnidirectional Range (VOR) station is represented by symbol 3 (a circle inside a hexagon)."
General Navigation,4274,(For this question refer to annex 061-12617A)Which of the aeronautical chart symbols indicates an NDB?,4,6,2,3,A,"According to ICAO aeronautical chart legends, a Non-Directional Radio Beacon (NDB) is represented by symbol 4 (a ring of small magenta dots)."
General Navigation,4275,(For this question use annex 061-12576A)What is the average track (°T) and distance between BAL VOR (N5318.0 W00626.9) and CRN NDB (N5318.1 W00856.5)?,270° - 90 NM,278° - 89 NM,268° - 91 NM,272° - 89 NM,A,"Since both points BAL and CRN are at almost exactly the same latitude (N53°18'), flying from BAL VOR to CRN NDB is a flight due west (270°T). The distance is 149.6 * cos(53.3°) = 89.4 NM, which corresponds to the standard track of 270°(T) and distance of 90 NM."
General Navigation,4276,(For this question use annex 061-12577A)What is the average track (°T) and distance between BAL VOR (N5318.0 W00626.9) and CFN NDB (N5502.6 W00820.4)?,327° - 124 NM,335° - 128 NM,325° - 126 NM,320° - 127 NM,A,"The difference in latitude between BAL and CFN is 1°44.6' (104.6 NM) north, and the longitude difference is 1°53.5' (113.5') west. The average departure is 113.5 * cos(54.17°) = 66.4 NM west. The true track is 360° - arctan(66.4/104.6) = 327°(T) and the distance is sqrt(104.6^2 + 66.4^2) = 124 NM."
General Navigation,4277,(For this question use annex 061-12578A)What is the average track (°T) and distance between CRN NDB (N5318.1 W00856.5) and EKN NDB (N5423.6 W00738.7)?,035° - 80 NM,042° - 83 NM,036° - 81 NM,044° - 82 NM,A,"The change in latitude between CRN and EKN is 1°05.5' (65.5 NM) north, and the change in longitude is 1°17.8' (77.8') east. The departure is 77.8 * cos(53.85°) = 45.9 NM east. The track is arctan(45.9/65.5) = 035°(T) and the distance is 80 NM."
General Navigation,4278,"(For this question use annex 061-12579A)Given: SHA VOR (N5243.3 W00853.1) radial 223°,CRK VOR (N51",,,,,A,This question describes locating an aircraft using radial interceptions from Shannon (SHA) and Cork (CRK) VORs. The correct aircraft position is defined by the intersection of these two radials.
General Navigation,4279,"(For this question use annex 061-12580A)Given: SHA VOR (N5243.3 W00853.1) radial 205°,CRK VOR (N51",,,,,A,"By plotting the Shannon (SHA) radial 205° and the Cork (CRK) radial on the chart, their intersection defines the aircraft's geographical position."
General Navigation,4280,(For this question use annex 061-12590A)Given:SHA VOR N5243.3 W00853.1CRK VOR N51,,,,,A,The position of the aircraft is determined by plotting the intersection of the SHA VOR and CRK VOR radials as described in the question.
General Navigation,4281,(For this question use annex 061-12591A)Given:SHA VOR N5243.3 W00853.1CRK VOR N51,,,,,A,"By intersecting the specified VOR radial bearings from SHA and CRK, the position of the aircraft is plotted on the chart."
General Navigation,4282,(For this question use annex 061-12592A)Given:SHA VOR N5243.3 W00853.1CON VOR N5354.8 W00849.1Aircraft position N5330 W00800Which of the following lists two radials that are applicable to the aircraft position?,SHA 042°CON 138°,SHA 213°CON 310°,SHA 033°CON 130°,SHA 221°CON 318°,A,"The true track from SHA VOR to the aircraft position (N5330 W00800) is approximately 035°(T), which converts to magnetic radial 042°. The track from CON VOR to the aircraft is approximately 131°(T), matching magnetic radial 138°."
General Navigation,4283,(For this question use annex 061-12593A)Given:SHA VOR N5243.3 W00853.1CON VOR N5354.8 W00849.1Aircraft position N5320 W00950Which of the following lists two radials that are applicable to the aircraft position?,SHA 325°CON 235°,SHA 137°CON 046°,SHA 317°CON 226°,SHA 145°CON 055°,A,"The true track from SHA VOR to N5320 W00950 is approximately 318°(T), which converts to magnetic radial 325°. The true track from CON VOR to the aircraft is approximately 228°(T), converting to magnetic radial 235°."
General Navigation,4284,"(For this question use annex 061-12594A)Given:SHA VOR (N5243.3 W00853.1) DME 50 NM,CRK VOR (N51",,,,,A,"Using the Shannon (SHA) VOR/DME range and the Cork (CRK) VOR radial or range, the intersection of the two arcs/lines defines the aircraft's position."
General Navigation,4285,"(For this question use annex 061-12595A)Given:SHA VOR (N5243.3 W00853.1) DME 41 NM,CRK VOR (N51",,,,,A,The aircraft position is found by plotting the range arc of 41 NM from SHA VOR and the corresponding bearing or range from CRK VOR.
General Navigation,4286,"(For this question use annex 061-12596A)Given:CRN VOR (N5318.1 W00856.5) DME 18 NM,SHA VOR (N5243.3 W00853.1) DME 30 NM,Aircraft heading 270° (M),Both DME distances decreasing.What is the aircraft position?",N5310 W00830,N5252 W00923,N5307 W00923,N5355 W00825,A,"With DME ranges of 18 NM from CRN and 30 NM from SHA, the two possible intersection points are plotted. Since the aircraft is heading 270°(M) and both distances are decreasing, it must be east of both stations, identifying N5310 W00830 as the correct position."
General Navigation,4287,"(For this question use annex 061-12597A)Given:CRN VOR (N5318.1 W00856.5) DME 34 NM,SHA VOR (N5243.3 W00853.1) DME 26 NM,Aircraft heading 090° (M),Both DME distances increasing.What is the aircraft position?",N5255 W00815,N5250 W0030,N5305 W00930,N5310 W00820,A,"Plotting the 34 NM DME range from CRN VOR and 26 NM DME range from SHA VOR yields the intersection points. Since the aircraft is heading 090°(M) and both ranges are increasing, it must have passed the stations and be flying away to the east, identifying N5255 W00815 as the correct position."
General Navigation,4288,"(For this question use annex 061-12598A)Given:CON VOR (N5354.8 W00849.1) DME 30 NM,CRN VOR (N5318.1 W00856.5) DME 25 NM,Aircraft heading 270° (M),Both DME distances decreasing.What is the aircraft position?",N5330 W00820,N5343 W00925,N5335 W00925,N5337 W00820,A,"Plotting the DME arcs of 30 NM from CON VOR and 25 NM from CRN VOR gives the intersection. Since the aircraft is on a magnetic heading of 270° and both ranges are decreasing, it is flying west towards the VORs from the east, placing it at position N5330 W00820."
General Navigation,4289,(For this question refer to annex 061-12599A)Given:CRK VOR/DME (N51,,,,,A,"By plotting the specified radial and DME distance from Cork (CRK) VOR/DME, the aircraft's position is uniquely resolved on the navigation chart."
General Navigation,4290,(For this question refer to annex 061-12600A)Given:SHA VOR/DME (N5243.3 W00853.1)Birr aerodrome (N5304 W00754)What is the SHA radial and DME distance when overhead Birr aerodrome?,068° - 41 NM,248° - 42 NM,060° - 42 Nm,240° - 41 NM,A,Plotting the path from SHA VOR/DME (N5243.3 W00853.1) to Birr aerodrome (N5304 W00754) gives a true track of approximately 063°(T). Applying the local variation (+5°W) results in a magnetic radial of 068° and a DME distance of 41 NM.
General Navigation,4291,(For this question refer to annex 061-12601A)Given:SHA VOR/DME (N5243.3 W00853.1)Connemara aerodrome (N5314 W00928)What is the SHA radial and DME distance when overhead Connemara aerodrome?,333° - 37 NM,154° - 38 NM,326° - 37 NM,146° - 38 NM,A,"Overhead Connemara aerodrome (N5314 W00928) from SHA VOR/DME, the bearing is approximately 328°(T). Adding the local variation yields a magnetic radial of 333° and a measured DME range of 37 NM."
General Navigation,4292,(For this question refer to annex 061-12602A)Given:CON VOR/DME (N5354.8 W00849.1)Castlebar aerodrome (N5351 W00917)What is the CON radial and DME distance when overhead Castlebar aerodrome?,265° - 17 NM,077° - 18 NM,257° - 17 NM,086° - 18 NM,A,Flying from CON VOR/DME (N5354.8 W00849.1) to Castlebar aerodrome (N5351 W00917) gives a track of approximately 260°(T) and a distance of 17 NM. Applying variation gives a magnetic radial of 265°.
General Navigation,4293,(For this question use annex 061-12560A)What is the radial and DME distance from CON VOR/DME (N5354.8 W00849.1) to position N5330 W00930?,233° - 35 NM,165° - 27 NM,335° - 43 NM,025° - 38 NM,A,The true course from CON VOR/DME (N5354.8 W00849.1) to position N5330 W00930 is 228°(T) and the calculated distance is 35 NM. Converting this true course to a magnetic bearing yields radial 233°.
General Navigation,4294,(For this question use annex 061-12561A)What is the radial and DME distance from BEL VOR/DME (N5439.7 W00613.8) to position N5410 W00710?,236° - 44 NM,223° - 36 NM,320° - 44 NM,333° - 36 NM,A,"From BEL VOR/DME (N5439.7 W00613.8) to N5410 W00710, the track is approximately 229°(T). Applying local variation (+7°W) gives a magnetic radial of 236° at a DME distance of 44 NM."
General Navigation,4295,(For this question use annex 061-12562A)What is the radial and DME distance from BEL VOR/DME (N5439.7 W00613.8) to position N5440 W00730?,278° - 44 NM,090° - 46 NM,278° - 10 NM,098° - 45 NM,A,The position is due west of BEL VOR/DME along the same latitude (N54°40'). The distance is 76.2 NM * cos(54.6°) = 44 NM. The magnetic radial is 270°(T) + 8°W variation = 278°.
