chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
AGK,604,During a normal pressurised climb after take-off:,cabin pressure decreases more slowly than atmospheric pressure,the pressurisation system is inoperative until an altitude of 10 000 feet is reached,the cabin differential pressure is maintained constant,absolute cabin pressure increases to compensate for the fall in pressure outside the aircraft,A,"During a normal climb after takeoff, the automatic pressurization system commands the cabin to climb (pressure to decrease) at a comfortable rate, typically around 300 to 500 feet per minute. Because the aircraft is climbing at a much faster rate, the ambient atmospheric pressure drops much more rapidly than the cabin pressure."
AGK,605,"(For this question use annex 021-786A)In a pressurized aircraft whose cabin altitude is 8000 ft, a crack in a cabin window makes it necessary to reduce the differential pressure to 5 psi.The flight level to be maintained in order to keep the same cabin altitude is:",FL 230,FL 340,FL 280,FL 180,A,"To reduce the differential pressure (ΔP) to 5 psi while maintaining a cabin altitude of 8000 ft (which has a standard absolute pressure of roughly 10.9 psi), the ambient outside air pressure must be 10.9 - 5.0 = 5.9 psi. According to the standard atmosphere table, a pressure of 5.9 psi corresponds to an altitude of approximately 23,000 feet (FL230)."
AGK,606,The purpose of cabin air flow control valves in a pressurization system is to :,Maintain a constant and sufficient mass air flow to ventilate the cabin and minimise cabin pressure surges.,regulate cabin pressure to the selected altitude.,discharge cabin air to atmosphere if cabin pressure rises above the selected altitude.,regulate cabin pressure at the maximum cabin pressure differential.,A,"In a continuous-flow pressurization system, the air conditioning packs supply air to the cabin via mass flow control valves. These valves ensure a constant, regulated mass of fresh air enters the cabin for ventilation and pressurization, regardless of altitude or engine power setting."
AGK,607,"Assuming cabin differential pressure has attained the required value in normal flight conditions, if flight altitude is maintained:",a constant mass air flow is permitted through the cabin.,the outflow valves will move to the fully open position.,the pressurisation system ceases to function until leakage reduces the pressure.,the outflow valves will move to the fully closed position.,A,"During stable cruise flight, a constant mass of conditioned air is continuously pumped into the cabin by the packs. The outflow valve modulates to discharge exactly the same mass of air overboard, maintaining a constant cabin pressure and a continuous draft-free ventilation cycle."
AGK,608,Cabin pressure is controlled by :,delivering a substantially constant flow of air into the cabin and controlling the outflow.,controlling the flow of air into the cabin with a constant outflow.,the cabin air re-circulation system.,the cabin air mass flow control inlet valve(s).,A,"The fundamental principle of aircraft pressurization involves pumping a continuous, regulated volume of conditioned air into the sealed cabin and precisely controlling the rate at which that air is allowed to escape through the outflow valves."
AGK,609,"During level flight at a constant cabin pressure altitude (which could be decreased, even at this flight level), the cabin outflow valves are:",Partially open.,fully closed until the cabin climbs to a selected altitude.,At the pre-set position for take-off.,Fully closed until the cabin descends to a selected altitude.,A,"To maintain a constant cabin pressure altitude while receiving a continuous supply of air from the air conditioning packs, the outflow valves must remain partially open. They continuously modulate their position to balance the inflow and outflow of air exactly."
AGK,610,The purpose of a ditching control is to:,close the outflow valve(s).,achieve rapid depressurisation.,open the outflow valve(s).,direct pressurisation air to the flotation bags.,A,"In the event of a planned water landing (ditching), the flight crew activates the ditching control switch. This overrides the automatic pressurization controller and forces all outflow valves and other lower fuselage vents to fully close, preventing water from rapidly flooding into the cabin."
AGK,611,The cabin pressure is regulated by the:,Outflow valve.,Air cycle machine.,Air conditioning pack.,Cabin inlet airflow valve.,A,"While the air conditioning packs supply the air, the actual cabin pressure is dynamically regulated by the outflow valve. By opening and closing in response to the cabin pressure controller, the outflow valve manages the exhaust rate of the air to maintain the desired cabin altitude."
AGK,612,The pressurization of the cabin is controlled by :,The cabin outflow valve.,The cabin inlet airflow.,The engine's RPM.,The engine's bleed valves.,A,"The primary component responsible for actively controlling the cabin's internal pressure is the outflow valve. It acts as a variable exhaust nozzle, opening to decrease cabin pressure (increase cabin altitude) or closing to increase cabin pressure (decrease cabin altitude)."
AGK,613,Cabin differential pressure means the pressure difference between:,cabin pressure and ambient air pressure.,cockpit and passenger cabin.,cabin pressure and ambient air pressure at MSL.,actual cabin pressure and selected pressure.,A,Cabin differential pressure is the numerical difference between the absolute air pressure inside the sealed aircraft cabin and the absolute ambient atmospheric pressure outside the aircraft. It represents the structural outward force acting on the fuselage skin.
AGK,614,Under normal conditions (JAR 25) the cabin pressure altitude is not allowed to exceed:,8000 ft,4000 ft,6000 ft,10000 ft,A,"Under normal operating conditions, aviation certification standards (like JAR/CS 25) mandate that the cabin pressure altitude must not exceed 8,000 feet at the maximum operating altitude of the aircraft. This limit ensures a sufficient partial pressure of oxygen to prevent hypoxia in passengers and crew without needing supplemental oxygen."
AGK,615,Cabin altitude means the:,cabin pressure expressed as altitude.,difference in height between the cabin floor and ceiling.,flight level the aircraft is flying at.,flight level altitude at maximum differential pressure.,A,"""Cabin altitude"" is a standard aviation term used to describe the absolute pressure inside the pressurized cabin, expressed in terms of the equivalent altitude in the International Standard Atmosphere (ISA). For example, a cabin altitude of 6,000 feet means the pressure inside is equal to the atmospheric pressure found at 6,000 feet above sea level."
AGK,616,A warning device alerts the crew in case of an excessive cabin altitude. This warning must be triggered on reaching the following altitude:,10000 ft (approx. 3000 m),14000 ft (approx. 4200 m),8000 ft (approx. 2400 m),12000 ft (approx. 3600 m),A,"To protect the occupants from insidious hypoxia if pressurization fails or degrades, regulations require an unmistakable warning system. This high cabin altitude warning (usually an aural horn and master caution) must automatically trigger when the cabin pressure altitude climbs to approximately 10,000 feet."
AGK,617,"On a modern large pressurized transport aircraft, the maximum cabin differential pressure is approximately:",7 - 9 psi,3 - 5 psi,13 - 15 psi,22 psi,A,"For modern large transport aircraft flying at high altitudes (e.g., FL350 to FL410), the maximum cabin differential pressure (the pressure difference between the inside and outside of the fuselage) is typically designed to be between 7 and 9 psi. This allows maintaining a comfortable cabin altitude of 8,000 feet or less while operating at high cruising levels."
AGK,618,On most modern airliners the cabin pressure is controlled by regulating the:,Airflow leaving the cabin.,Airflow entering the cabin.,RPM of the engine.,Bleed air valve.,A,"Modern airliners control cabin pressurization through a continuous flow system. Conditioned air is pumped into the cabin at a relatively constant rate, and the cabin pressure is precisely controlled by regulating how fast this air is allowed to exhaust overboard via the electrically or pneumatically operated outflow valves."
AGK,619,"If the maximum operating altitude of an airplane is limited by the pressurized cabin, this limitation is due to the maximum:",Positive cabin differential pressure at maximum cabin altitude.,Negative differential pressure at maximum cabin altitude.,Positive cabin differential pressure at maximum operating ceiling.,Negative cabin differential pressure at maximum operating ceiling.,A,"The structural strength of the fuselage determines the maximum allowable positive differential pressure (ΔP). If an aircraft climbs too high, maintaining the required maximum cabin altitude (e.g., 8,000 ft) would cause the ΔP to exceed structural limits, thus limiting the aircraft's maximum operating ceiling."
AGK,620,"The """"cabin differential pressure"""" is:",cabin pressure minus ambient pressure.,approximately 5 psi at maximum.,approximately 15 psi at maximum.,the pressure differential between the air entering and leaving the cabin.,A,Cabin differential pressure (ΔP) is mathematically defined as the absolute air pressure inside the cabin minus the absolute ambient air pressure outside the aircraft. It represents the net outward force pushing against every square inch of the fuselage skin.
AGK,621,The cabin rate of descent is:,a cabin pressure increase.,always the same as the airplane's rate of descent.,a cabin pressure decrease.,is not possible at constant airplane altitudes.,A,"When the cabin altitude is ""descending,"" the air pressure inside the cabin is actually increasing (returning closer to sea-level pressure). This is achieved by closing the outflow valves slightly, allowing the incoming conditioned air to compress and build pressure within the sealed fuselage."
AGK,622,The maximum differential pressure of a transonic transport category airplane is approximately:,9.0 psi,3.5 psi,13.5 psi,15.5 psi,A,"Transonic transport airplanes (like the Boeing 777 or Airbus A330) cruise at high altitudes (up to 43,000 feet). To maintain a comfortable and safe cabin altitude (usually 8,000 feet or less) at these flight levels, their fuselages are engineered to withstand a maximum differential pressure of approximately 9.0 psi."
AGK,623,"An aircraft with a pressurized cabin is settled at its cruise level.During the flight, a malfunction of the pressure controller is detected by the crew and the cabin rate of climb indicator reads -200ft/min.Given that :DELTA P: Differential pressureZc: Cabin altitude","DELTA P will rise up to its maximum value, thus causing the safety relief valves to open.",A descent must be initiated to prevent the oxygen masks dropping when Zc reaches 14000ft.,The aircraft has to climb to a higher flight level in order to reduce Zc to its initial value.,The crew has to intermittently cut off the incoming air flow in order to maintain a zero Zc.,A,"If the cabin is ""descending"" (-200 ft/min) while the aircraft remains in level flight, the internal cabin pressure is steadily increasing. Consequently, the differential pressure (ΔP) will continuously rise until it hits the structural limit, forcing the independent overpressure safety relief valves to open and vent the excess pressure."
AGK,624,"An aircraft with a pressurized cabin flies at level 310.Following a malfunction of the pressure controller, the outflow valve runs to the open position. Given :VZc: Cabin rate of climb indicationZc: Cabin pressure altitudeDELTA P: Differential pressureThis will result in a:",VZc increaseZc increaseDELTA P decrease,VZc decreaseZc increaseDELTA P decrease,VZc increaseZc increaseDELTA P increase,VZc decreaseZc decreaseDELTA P increase,A,"If the outflow valve fails in the open position, the pressurized air rapidly escapes the cabin. This causes the cabin altitude (Zc) to climb (increase), resulting in a high positive cabin rate of climb (VZc increase), and since the internal pressure drops toward the outside ambient pressure, the differential pressure (ΔP) decreases."
AGK,625,"In a manually operated system, the cabin altitude rate of change is normally controlled by :",a rate of change selector.,the difference between the altitude selected on the cabin pressure controller and the aeroplane altitude.,the difference between the barometric pressure selected on the cabin pressure controller and ambient barometric pressure.,the duct relief valve when operating at the maximum cabin differential pressure.,A,"In a pressurization system operated in manual or standby mode, the pilot can adjust the rate at which the cabin altitude changes using a dedicated rate control knob or toggle. This allows the crew to manually manage the outflow valves to prevent rapid pressure fluctuations and ear discomfort."
AGK,626,"The term """"pressure cabin"""" applies when an aeroplane :",has the means to maintain cabin pressure higher than ambient pressure.,is only pressurised in the area of the control cabin.,has the ability to maintain a constant cabin differential pressure at all flight altitudes.,has the ability to maintain a constant cabin altitude at all flight altitudes.,A,"An aircraft is considered to have a ""pressure cabin"" when it is equipped with a sealed fuselage structure, an air supply system, and pressure regulating valves. These components work together to artificially maintain the internal air pressure at a significantly higher level than the thin ambient air outside."
AGK,627,"Under normal flight conditions, cabin pressure is controlled by :",regulating the discharge of air through the outflow valve(s).,pressurisation duct relief valve(s).,engine rpm.,inward relief valve(s).,A,"The fundamental principle of cabin pressurization is continuous mass flow. Conditioned air is constantly pumped into the cabin by the engine bleeds and packs, while the actual pressure level is fine-tuned and controlled solely by modulating the opening of the outflow valve(s) to regulate the discharge rate."
AGK,628,"Assuming cabin differential pressure has attained the required value in normal flight conditions, if flight altitude is maintained :",a constant mass air flow is permitted through the cabin.,the pressurisation system ceases to function until leakage reduces the pressure.,the outflow valves will move to the fully open position.,the pressurisation system must be controlled manually.,A,"Once the aircraft is stabilized in cruise and the cabin has reached its target pressure, the system enters a state of equilibrium. The outflow valves modulate to ensure that the mass of air entering from the air conditioning packs exactly matches the mass of air being discharged overboard, maintaining constant ventilation and pressure."
AGK,629,"Assuming cabin pressure decreases, the cabin rate of climb indicator should indicate :",a rate of climb.,a rate of descent of approximately 300 feet per minutes.,zero.,a rate of descent dependent upon the cabin differential pressure.,A,"The relationship between pressure and altitude is inverse. Therefore, if the absolute air pressure inside the cabin decreases, the equivalent cabin altitude is increasing. The cabin rate of climb indicator will correctly register this pressure drop as a ""rate of climb."""
AGK,630,"Assume that during cruise flight with airconditioning packs ON, the outflow valve(s) would close. The result would be that:",the pressure differential would go to the maximum value,the cabin pressure would become equal to the ambient outside air pressure,the air supply would automatically be stopped,the skin of the cabin would be overstressed,A,"If the air conditioning packs are actively pumping high-pressure air into the cabin and the outflow valves are erroneously driven fully closed, the air has no way to escape. The internal cabin pressure will build rapidly until the differential pressure reaches its structural limit, triggering the mechanical safety relief valves to blow open."
AGK,631,A cabin pressure controller maintains a pre-set cabin altitude by regulating the :,position of the outflow valve(s).,mass air flow into the cabin.,position of the inward relief valve.,position of the duct relief valve(s).,A,"The automatic cabin pressure controller is the ""brain"" of the pressurization system. It compares the actual cabin pressure against the selected altitude and schedules, and sends electrical signals to the actuator motors on the outflow valve(s), continuously adjusting their position to maintain the target pressure."
AGK,632,If the pressure in the cabin tends to become lower than the outside ambient air pressure the :,negative pressure relief valve will open.,negative pressure relief valve will close,outflow valve open completely.,air cycle machine will stop.,A,"Aircraft fuselages are incredibly strong against outward pressure but very weak against inward crushing forces. If a rapid descent causes the outside atmospheric pressure to exceed the inside cabin pressure, specialized negative pressure relief valves automatically swing open inward to immediately equalize the pressure and prevent structural collapse."
AGK,633,The pneumatic ice protection system is mainly used for:,wings.,pitot tubes.,propellers.,engine intakes.,A,"Pneumatic ice protection systems, commonly known as ""de-ice boots,"" consist of inflatable rubber tubes attached to leading edges. They are primarily used on the aerodynamic lifting surfaces, such as the wings and horizontal/vertical stabilizers of turboprop aircraft, to physically break off accumulated ice."
AGK,634,"With regard to the pneumatic mechanical devices which afford protection against the formation of ice, the only correct statement is:",The pneumatic mechanical device can only be used as a de-icing device.,The pneumatic mechanical device is used a lot on modern aircraft as it is inexpensive and easy to maintain.,The pneumatic mechanical device can only be used as an anti-icing device.,The inflatable de-ice boots of the pneumatic mechanical device are arranged perpendicular to the leading edges.,A,"Pneumatic boots are strictly ""de-icing"" devices, meaning they are designed to remove ice that has already formed. They cannot be used as ""anti-icing"" systems (which prevent ice from forming in the first place) because they require a certain thickness of ice to build up before the inflating tubes can effectively crack and shed it."
AGK,635,A pneumatic de-ice system should be operated ..,"When there is approximately 1,5 cm of ice on leading edges.",When entering areas with icing conditions.,When there are approximately 5 cm of ice on leading edges,Only at take-off and during approach.,A,"For pneumatic boots to work efficiently, a solid layer of ice (typically 1/4 to 1/2 inch, or about 1.5 cm) must accumulate first. If the boots are inflated too early, they may simply stretch the thin ice or create a void under it (""ice bridging""), rendering subsequent inflations useless."
AGK,636,"Concerning the sequential pneumatic impulses used in certain leading edge de- icing devices, one can affirm that :1 - They prevent ice formation.2 - They are triggered from the flight deck after icing has become visible.3 - A cycle lasts more than ten seconds.4 - There are more than ten cycles per second.The combination which regroups all the correct statements is :",03-Fev,04-Fev,03-Jan,04-Jan,A,"Pneumatic de-icing boots are operated in sequential cycles (e.g., inboard wings, then outboard wings, then tail) to minimize aerodynamic disruption. The system is manually triggered by the crew only after a visible layer of ice has accrued, and a full inflation/deflation sequence typically takes more than ten seconds to complete."
AGK,637,The pneumatic system accumulator is useful :,to eliminate the fluid pressure variations.,to eliminate the fluid flow variations.,to offset for the starting of some devices.,in emergency cases.,A,"A pneumatic accumulator acts as a temporary reservoir of compressed air. Its primary function in a pneumatic system is to provide an immediate, high-volume surge of air to offset the sudden pressure drop that occurs when high-demand pneumatic devices (like thrust reversers or large valves) are initially actuated."
AGK,638,"In the pneumatic supply system of a modern transport aircraft, the air pressure is regulated. This pressure regulation occurs just before the manifold by the :",low pressure bleed air valve,high pressure bleed air valve,fan bleed air valve,intermediate pressure check-valve,A,"In modern transport aircraft, bleed air is extracted from different engine compressor stages. Before entering the common pneumatic manifold, the high-pressure, high-temperature air from the HP compressor stage is regulated by the High Pressure (HP) Bleed Air Valve to ensure the manifold pressure remains within safe operational limits."
AGK,639,In the air cycle system the air is cooled down by expansion:,in the turbine.,in a pressure relief valve.,of Freon in a heat exchanger.,of Freon in the turbine.,A,"In an air cycle machine (ACM), the most significant temperature drop occurs during the expansion phase. As the compressed and pre-cooled air passes across the expansion turbine, it performs mechanical work (driving the compressor), causing a rapid, massive drop in both its pressure and temperature."
AGK,640,Main cabin temperature is:,"controlled automatically, or by flight crew selection.",controlled by individual passenger.,not controllable at the maximum cabin differential pressure.,Only controllable at maximum cabin differential pressure.,A,"The temperature of the main passenger cabin is managed by the environmental control system (ECS). It can be maintained automatically by temperature controllers targeting a pre-set value, or it can be manually selected and overridden by the flight crew from the cockpit overhead panel."
AGK,641,"Environmental system: in the air refrigeration unit, the water separation unit is placed:",after the cooling turbine.,before the heat exchangers.,before the cooling turbine.,just after the heat exchangers.,A,"Because the expansion turbine drastically drops the air temperature, often below the dew point, the moisture in the air condenses into liquid water droplets. To prevent this water from entering the cabin as fog or freezing in the ducts, a centrifugal water separator is strategically placed immediately after the cooling turbine outlet."
AGK,642,"The air-conditioning pack of a present-day aircraft consists of several components: these include two heat exchangers, the primary exchanger (P) and the secondary exchanger (S).The functions of these heat exchangers are as follows:",P: precools the engine bleed airS: reduces the temperature of the air from the primary exchanger or from the pack's compressor.,"P: warms up engine bleed airS: recirculates the cabin air, reducing its temperature.",P: warms up engine bleed airS: increases the temperature of air originating from the compressor of the pack.,P: pre-cools the engine bleed airS: increases the temperature of the air used for air- conditioning of cargo compartment (animals).,A,"In a bootstrap air conditioning pack, the Primary Heat Exchanger (P) initially pre-cools the hot engine bleed air using ambient ram air. The Secondary Heat Exchanger (S) then further reduces the temperature of the air that has been subsequently compressed and heated by the ACM's compressor, before it enters the expansion turbine."
AGK,643,"""""Conditioned"""" air is air that has:",been controled in respect of temperature and pressure.,oxygen content regulated to a preset value.,oxygen content increased.,oxygen content reduced.,A,"""Conditioned"" air refers to the air output by the aircraft's environmental control system (ECS). Before being delivered to the passenger cabin, this raw engine bleed air must be precisely controlled and regulated in terms of its temperature, pressure, and moisture content to ensure occupant safety and comfort."
AGK,644,"The term """"cabin pressure"""" applies when an aeroplane:",has the means to maintain the cabin pressure at a higher level than the ambient pressure.,is only pressurized in the area of the control cabin.,has the ability to maintain constant any cabin differential pressure.,has the ability to maintain a constant cabin altitude at all flight altitudes.,A,"An aircraft operates a ""pressure cabin"" when its structure and systems are designed to seal the occupants inside and artificially maintain the internal atmospheric pressure at a significantly higher, more breathable level than the thin, low-pressure air outside at cruising altitudes."
AGK,645,"When air is compressed for pressurization purposes, the percentage oxygen content is:",unaffected.,decreased.,increased.,dependent on the degree of pressurisation.,A,"The process of compressing air for pressurization only increases its density and pressure; it does not alter its chemical composition. The percentage of oxygen in the compressed bleed air remains at approximately 21%, exactly the same as the ambient atmosphere outside."
AGK,646,"The term """"bootstrap"""", when used to identify a cabin air conditioning and pressurisation system, refers to the:",cold air unit (air cycle machine) arrangement.,source of the charge air.,means by which pressurisation is controlled.,charge air across the inter-cooler heat exchanger.,A,"In aviation air conditioning, the term ""bootstrap"" refers to a specific thermodynamic cycle used in the Air Cycle Machine (ACM). It describes the arrangement where the expansion turbine directly drives the compressor on a common shaft, effectively using the energy of the expanding air to ""pull itself up by its bootstraps."""
AGK,647,In a bootstrap cooling system the supply air is first:,"compressed, then goes through a heat exchanger, and across an expansion turbine.","passed across an expansion turbine, then compressed and passed through a heat exchanger.","passed across an expansion turbine, then directly to the heat exchanger.","compressed, then passed across an expansion turbine through a heat exchanger.",A,"In a bootstrap system, the air leaving the primary heat exchanger is first routed into the ACM's compressor to raise its pressure and temperature. It is then cooled again in a secondary heat exchanger before finally expanding across the turbine, resulting in a dramatic temperature drop."
AGK,648,"In a cabin air conditioning system, equipped with a bootstrap, the mass air flow is routed via the:",secondary heat exchanger outlet to the turbine inlet of the cold air unit.,secondary heat exchanger outlet to the compressor inlet of the cold air unit.,turbine outlet of the cold air unit to the primary heat exchanger inlet.,compressor outlet of the cold air unit to the primary heat exchanger inlet.,A,"Following the bootstrap cycle path, after the air is compressed by the ACM compressor, it is very hot. It is routed through the secondary heat exchanger for cooling, and from the outlet of that heat exchanger, it is directed straight into the inlet of the expansion turbine for the final cooling stage."
AGK,649,Engine bleed air used for air conditioning and pressurization in turbo-jet aeroplanes is usually taken from the:,compressor section.,fan section.,turbine section.,by-pass ducting.,A,"The pneumatic air required for air conditioning, pressurization, and anti-icing is extracted as ""bleed air"" directly from the compressor section of the turbojet or turbofan engines. This air is tapped off before it reaches the combustion chamber, ensuring it is hot, highly pressurized, and free of exhaust gases."
AGK,650,What is the purpose of the pack cooling fans in the air conditioning system?,Supplying the heat exchangers with cooling air during slow flights and ground operation.,Supplying the heat exchangers with cooling air during cruise flight.,Supplying the Passenger Service Unit (PSU) with fresh air.,Cooling of the APU compartment.,A,"While the aircraft is in cruise, high-speed ram air naturally flows through the pack heat exchangers. However, during ground operations or slow flight, there is insufficient ram effect, so an electrically or pneumatically driven cooling fan activates to pull ambient air through the heat exchangers to prevent system overheating."
AGK,651,The cabin air for modern airplanes is usually supplied by:,main engine compressors.,piston compressors.,roots type compressors.,single radial compressors.,A,"In almost all modern commercial jetliners, the massive volume of pressurized air required to sustain a breathable cabin environment at high altitudes is supplied by tapping high-pressure ""bleed air"" directly from the main engine compressor stages."
AGK,652,Cabin air for modern aircraft is usually taken from:,the low pressure compressor and from the high pressure compressor if necessary.,the second fan stage.,the low pressure compressor.,the high pressure compressor.,A,"To maximize engine efficiency, bleed air is normally extracted from a Low Pressure (LP) compressor stage. However, during low engine thrust settings (like idle or descent) where LP pressure is insufficient, a valve automatically opens to tap air from a High Pressure (HP) stage to maintain system requirements."
AGK,653,In an aircraft air conditioning system the air cannot be treated for:,humidity.,purity.,pressure.,temperature.,A,"Aircraft air conditioning systems efficiently regulate the pressure, temperature, and humidity (via water separators) of the incoming bleed air. However, they lack sophisticated chemical filtration to treat the air for absolute ""purity"" (e.g., removing toxic engine oil fumes or complex chemical contaminants if the bleed air source becomes polluted)."
AGK,654,"In a bootstrap system, the purpose of the heat exchangers is to:",cool bleed air and compressor air from the turbo refrigerator.,allow a homogeneous temperature by mixing air flows from various air conditioning groups in operation.,cool bleed air.,allow a steady compressor outlet temperature.,A,"The heat exchangers in a bootstrap pack use outside ambient ram air as a heat sink. Their essential purpose is to dump heat overboard, cooling the initial hot engine bleed air (primary exchanger) and then cooling the air that was further heated by the ACM compressor (secondary exchanger)."
AGK,655,The turbine in a cold air unit (air cycle machine):,"drives the compressor in the unit, creating a temperature drop in the conditioning air.",drives the compressor which provides pressurisation.,increases the pressure of the air supply to the cabin.,drives the compressor in the unit and causes a pressure increase in the conditioning air.,A,"The expansion turbine in an Air Cycle Machine (ACM) serves two critical, interconnected purposes. As the high-pressure air expands across the turbine blades, it rapidly loses heat (temperature drop), and the mechanical energy extracted from this expansion is used to physically drive the compressor mounted on the same shaft."
AGK,656,"In large modern aircraft, in the air conditioning system, reduction of air temperature and pressure is achieved by:",an expansion turbine.,a compressor.,a condenser.,an evaporator.,A,"In a conventional large aircraft air conditioning pack, the final and most dramatic reduction in both the pressure and the temperature of the conditioned air is achieved thermodynamically as the air performs work by expanding across the blades of the expansion turbine."
AGK,657,"In a """"bootstrap"""" cooling system, the charge air is first compressed in the cold air unit to:",ensure an adequate pressure and temperature drop across the cooling turbine.,increase the cabin air supply pressure when the charge pressure is too low.,ensure an adequate charge air flow across the inter-cooler heat exchanger.,maintain a constant cabin mass air flow.,A,"The ""bootstrap"" compressor stage deliberately increases the pressure of the air before it reaches the turbine. This artificially high pressure ensures that when the air finally expands across the turbine, it undergoes a massive expansion ratio, resulting in the deep temperature drop necessary to cool the cabin."
AGK,658,A turbo-fan cold air unit will:,cause a pressure drop as well as an associated temperature drop in the charge air.,not affect the charge air pressure.,increase charge air pressure whilst causing hte temperature to drop in the heat exchanger.,decrease charge air pressure whilst causing hte temperature to rise in the heat exchanger.,A,"The core function of the expansion turbine within an Air Cycle Machine (ACM) is to extract energy from the incoming high-pressure bleed air. This extraction of mechanical work causes the air to undergo a rapid, simultaneous drop in both its pressure and its temperature."
AGK,659,The cabin heating supply in a heavy jet transport aircraft is obtained from :,hot air coming from the engine's compressors.,hot air coming from the engine's turbines.,a fuel heater system.,an electrical heater system.,A,"Heavy jet transports do not use separate electrical heaters or fuel burners for primary cabin heating. Instead, they utilize the intensely hot, high-pressure bleed air extracted directly from the engine compressors, mixing this hot air with cooled air from the packs to achieve the desired cabin temperature."
AGK,660,The pack cooling fan provides:,cooling air to the primary and secondary heat exchanger during slow flight and ground operation.,cooling air to the pre-cooler.,air to the eyeball outlets at the Passenger Service Unit (PSU).,cooling air to the primary and secondary heat exchanger during cruise.,A,"Ram air doors provide cooling air to the pack heat exchangers during high-speed flight. However, when the aircraft is stationary on the ground or flying very slowly, the dedicated pack cooling fan creates an artificial draft to draw ambient cooling air across the primary and secondary heat exchangers."
AGK,661,The water separator of an air-conditioning unit is located at the cooling unit :,outlet and uses a centrifugal process.,inlet and uses a centrifugal process.,outlet and uses an evaporation process.,inlet and uses an evaporation process.,A,"The expansion turbine cools the air so rapidly that its moisture condenses into free water droplets. To remove this water before it enters the cabin, a water separator is positioned immediately at the turbine outlet. It uses internal swirl vanes to spin the air, centrifugally slinging the heavier water droplets outward into a drain."
AGK,662,"The term """"Bootstrap"""", when used to identify a cabin air conditioning and pressurisation system, refers to the :",cold air unit (air cycle machine) arrangement.,source of the charge air.,means by which pressurisation is controlled.,charge air across the inter-cooler heat exchanger.,A,"The engineering term ""bootstrap"" specifically identifies the mechanical arrangement within the Air Cycle Machine (ACM) where the expansion turbine and the compressor are linked by a common shaft. The turbine powers the compressor, which in turn pressurizes the air feeding the turbine, a self-sustaining thermodynamic loop."
AGK,663,In a bootstrap cooling system the supply air is first :,"compressed, passed through a secondary heat exchanger, and then across an expansion turbine.","passed across an expansion turbine, then compressed and passed through a secondary heat exchanger.","passed across an expansion turbine, then directly to the heat exchanger.",used to increase the cabin air supply pressure when the charge pressure is too low.,A,"In the classic bootstrap cycle, air from the primary heat exchanger enters the ACM compressor where its pressure and temperature rise. This hot, compressed air must then pass through the secondary heat exchanger to dump its heat before it finally flows across the expansion turbine for its ultimate temperature drop."
AGK,664,The function of an air cycle machine is to :,cool the bleed air.,decrease the pressure of the bleed air.,remove the water from the bleed air.,pump the conditioned air into the cabin.,A,"The primary function of an Air Cycle Machine (ACM), often referred to as a ""pack,"" is to drastically cool the extremely hot, high-pressure bleed air extracted from the engines. It does this by passing the air through heat exchangers and an expansion turbine before the air is conditioned and sent to the cabin."
AGK,665,"""""Conditioned"""" air is air that has :",been controlled in respect of temperature and pressure.,had any moisture removed from it.,had the oxygen content increased.,had the oxygen content reduced.,A,"Raw engine bleed air is completely unsuitable for human comfort. Once it passes through the environmental control system and is precisely regulated for a safe pressure, optimal temperature, and appropriate humidity, it is officially considered ""conditioned"" air."
AGK,666,"In flight, the most commonly used anti-icing method for the wings of modern commercial aircraft fitted with turbo-jet units is:",Thermal (use of hot air).,Physical/chemical (glycol-based liquid).,Electrical (electrical resistances).,Mechanical (pneumatic source which acts by deforming the profiles of the leading edge).,A,"On most modern, turbo-jet powered commercial airliners, the immense heat required to keep the wing leading edges free of ice is supplied by a thermal anti-icing system. This system ducts hot, high-pressure bleed air directly from the engine compressors to the inner surface of the leading edges."
AGK,667,"Concerning electrically powered ice protection devices, the only true statement is:","on modern aeroplanes, electrically powered thermal devices are used to prevent icing on small surfaces (pitot-static, windshield...).","on modern aeroplanes, electrical power supply being available in excess, this system is very often used for large surfaces de-icing.","on modern aeroplanes, electrically powered thermal devices are very efficient, therefore they only need little energy.","on modern aeroplanes, electrically powered thermal devices are used as de-icing devices for pitot-tubes, static ports, windshield...",A,"Electrical heating requires significant power, making it inefficient for large areas like wing leading edges on large aircraft. Therefore, it is strictly used to provide intense, localized anti-icing for small, critical components such as pitot tubes, static ports, angle-of-attack vanes, and cockpit windshields."
AGK,668,The elements specifically protected against icing on transport aircraft are:1) engine air intake and pod.2) front glass shield.3) radome.4) pitot tubes and waste water exhaust masts.5) leading edge of wing.6) cabin windows.7) trailing edge of wings.8) electronic equipment compartment.The combination regrouping all the correct statements is :,"1, 2, 4, 5","1, 4, 5, 7","1, 2, 5, 6","1, 2, 3, 8",A,"Crucial areas requiring dedicated ice protection include engine intakes (to prevent ice ingestion and flameouts), windshields (for visibility), pitot-static probes (for reliable airspeed/altitude data), and wing leading edges (to maintain aerodynamic lift and prevent stalls)."
AGK,669,The ice protection system currently used for the most modern jet aeroplanes is the,Hot air system.,Pneumatic system with expandable boots.,Liquid de-icing system.,Electrical de-icing system.,A,"The abundance of hot, high-pressure bleed air generated by modern turbofan engines makes thermal anti-icing the most practical and reliable method. This hot air system is universally used to heat engine cowls and wing leading edges on almost all large jet transports."
