chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Radio Navigation,4677,What is the maximum distance between VOR and DME/TACAN ground installations if they are to have the same morse code identifier?,600 m,2000 m,60 m,300 m,A,"For a VOR and DME to be considered co-located and share the same identifier, the distance between their antennas must not exceed 600 meters (approximately 2,000 feet)."
Radio Navigation,4678,A DME in tracking mode subsequently experiences a reduction in signal strength will switch the equipment in the first instance to:,memory mode,search mode,standby mode,signal controlled search,A,"If the DME signal is temporarily lost (e.g. during a turn or due to shadowing), the receiver enters memory mode for approximately 8 to 15 seconds. During this time, the display continues to show the estimated distance based on the last known groundspeed."
Radio Navigation,4679,"Of what use, if any, is a military TACAN station to civil aviation ?",It can provide DME distance,It is of no use to civil aviation,It can provide a DME distance and magnetic bearing,It can provide a magnetic bearing,A,"A military TACAN (Tactical Air Navigation) station transmits both azimuth and distance information in the UHF band. While civil aircraft cannot decode the TACAN azimuth signals, they can utilize the DME component of the TACAN station."
Radio Navigation,4680,"A DME that has difficulty obtaining a """"lock-on"""":(NOTE: PRF = pulse recurrence frequency, PPS = pulses per second)",stays in search mode but reduces PRF to max. 60 PPS after 15000 pulse pairs have been transmitted,stays in search mode without a reduction in PRF,stays in search mode but reduces PRF to max. 60 PPS after 100 seconds,alternates search mode with periods of memory mode lasting 10 seconds,A,"To prevent overloading the ground transponder (beacon saturation), an airborne DME interrogator will reduce its Pulse Recurrence Frequency (PRF) from search mode (typically 150 PPS) to a maximum of 60 PPS after transmitting 15,000 pulse pairs without obtaining a lock-on."
Radio Navigation,4681,DME channels utilise frequencies of approximately:,1000 MHz,300 MHz,110 MHz,600 MHz,A,"DME operates in the UHF band, using frequencies around 1000 MHz (specifically from 962 MHz to 1213 MHz)."
Radio Navigation,4682,A VOR and DME are co-located.You want to identify the DME by listening to the callsign.Having heard the same callsign 4 times in 30 seconds the:,DME callsign is the one with the higher pitch that was broadcast only once,"DME callsign was not transmitted, the distance information is sufficient proof of correct operation",DME callsign is the one with the lower pitch that was broadcast several times,VOR and DME callsigns were the same and broadcast with the same pitch,A,"When a VOR and DME are co-located, they share the same Morse code identifier. The VOR identifier is transmitted at a pitch of 1020 Hz three times every 30 seconds, while the DME identifier is transmitted at a higher pitch of 3000 Hz once every 30 seconds (so 4 transmissions total in 30 seconds, with the DME being the single high-pitched tone)."
Radio Navigation,4683,The amplitude modulation and the colour of an outer marker (OM) is:,"400 Hz, blue","3000 Hz, blue","1300 Hz, blue","400 Hz, amber",A,The Outer Marker (OM) of an ILS is modulated at a frequency of 400 Hz (which produces a low-pitched tone of dashes) and is indicated by a flashing blue light on the marker beacon receiver display.
Radio Navigation,4684,A Category 1 Instrument Landing System (ILS) ground installation provides accurate guidance from coverage limit down to:,200 feet above the runway threshold,50 feet above ILS reference point,runway surface,200 feet above the inner marker,A,A Category I (Cat I) Instrument Landing System (ILS) is designed to provide guidance down to a decision height of not less than 200 feet above the runway threshold.
Radio Navigation,4685,The reason why pre take-off holding areas are sometimes further from the active runway when ILS Category 2 and 3 landing procedures are in progress than during good weather operations is:,aircraft manoeuvring near the runway may disturb guidance signals,heavy precipitation may disturb guidance signals,to increase distance from the runway during offset approach operations,to increase aircraft separation in very reduced visibility conditions,A,"To prevent critical interference with the ILS localizer and glidepath signals, holding areas are set further back from the runway (Cat II/III holding points) when low visibility procedures are in force to ensure aircraft do not block or reflect the antenna signals."
Radio Navigation,4686,"An aircraft tracking to intercept the Instrument Landing System (ILS) localiser inbound on the approach side, outside the published ILS coverage angle:",may receive false course indications,will not normally receive signals,will receive signals without identification coding,can expect signals to give correct indications,A,"When intercepting the localizer at wide angles or beyond the protected service volume, the receiver may detect false course indications caused by side lobes or signal reflections from ground structures."
Radio Navigation,4687,The MIDDLE MARKER of an Instrument Landing System (ILS) facility is identified audibly and visually by a series of:,alternate dots and dashes and an amber light flashing,two dashes per second and a blue light flashing,dots and a white light flashing,dashes and an amber light flashing,A,"The Middle Marker (MM) of an ILS is positioned approximately 0.5 to 0.8 NM from the runway threshold, transmitting a 75 MHz signal modulated at 1300 Hz. This results in an audible Morse signal of alternating dots and dashes and a flashing amber light in the cockpit."
Radio Navigation,4688,The OUTER MARKER of an Instrument Landing System (ILS) facility transmits on a frequency of:,75 MHz and is modulated by morse at two dashes per second,200 MHz and is modulated by alternate dot/dash in morse,75 MHz and is modulated by alternate dot/dash in morse,300 MHz and is modulated by morse at two dashes per second,A,"The Outer Marker (OM) of an ILS is located at a frequency of 75 MHz, modulated at 400 Hz. It produces a low-pitched Morse code of two dashes per second, accompanied by a flashing blue marker light."
Radio Navigation,4689,What approximate rate of descent is required in order to maintain a 3° glide path at a groundspeed of 120 kt?,600 FT/MIN,550 FT/MIN,800 FT/MIN,950 FT/MIN,A,"To maintain a 3° glide slope, the required rate of descent (ROD) is calculated using the formula: ROD = Groundspeed * 5. For standard aircraft tracking, a typical 120 kt groundspeed requires an ROD of 600 ft/min."
Radio Navigation,4690,"The outer marker of an ILS with a 3° glide slope is located 4.6 NM from the threshold. Assuming a glide slope height of 50 FT above the threshold, the approximate height of an aircraft passing the outer marker is:",1450 FT,1400 FT,1350 FT,1300 FT,A,"For a 3° glidepath, the altitude (H) in feet at a distance (D) in NM is approximately H = D * 300 + runway elevation. For a marker located 4.6 NM from the threshold, the height is approximately 4.6 * 318 ≈ 1460 ft (standard EASA calculation is 1,450 ft)."
Radio Navigation,4691,What is the approximate angular coverage of reliable navigation information for a 3° ILS glide path out to a distance of 10 NM?,1.35° above the horizontal to 5.25° above the horizontal and 8° each side of the localiser centreline,0.45° above the horizontal to 1.75° above the glide path and 8° each side of the localiser centreline,0.7° above and below the glide path and 2.5° each side of the localiser centreline,3° above and below the glide path and 10° each side of the localiser centreline,A,"The standard Microwave Landing System (MLS) elevation transmitter provides reliable guidance within an angular coverage range from 0.9° up to 15° above the horizontal, while the EASA syllabus standard glidepath coverage is 1.35° to 5.25° above the horizontal."
Radio Navigation,4692,ILS is subject to false glide paths resulting from:,multiple lobes of radiation patterns in the vertical plane,spurious signals reflected by nearby obstacles,back-scattering of antennas,ground returns ahead of the antennas,A,"Because the ground acts as a reflector, the ILS glidepath antenna radiates multiple lobes in the vertical plane. This creates false, reversed-sensing glidepaths at higher angles, typically starting at twice the normal glidepath angle (e.g., 6° for a 3° glidepath)."
Radio Navigation,4693,"What is the colour sequence when passing over an Outer, Middle and Inner Marker beacon?",blue - amber - white,amber - white - green,white - amber - blue,blue - green - white,A,"During a standard ILS approach, the sequence of marker beacons crossed is Outer Marker (blue light), Middle Marker (amber light), and finally Inner Marker (white light, if installed)."
Radio Navigation,4694,An aircraft carrying out an ILS approach is receiving more 90 Hz than 150 Hz modulation notes from both the localiser and glidepath transmitters. The ILS indication will show:,Fly right and fly down,Fly left and fly down,Fly right and fly up,Fly left and fly up,A,"The ILS localizer uses 90 Hz modulation on the left side of the centerline and 150 Hz on the right side. The glidepath uses 90 Hz above the path and 150 Hz below. If receiving more 90 Hz than 150 Hz, the aircraft is to the left and above the path, requiring the pilot to fly right and fly down."
Radio Navigation,4695,An aircraft carrying out a 3° glidepath ILS approach experiences a reduction in groundspeed from 150 kt at the outer marker to 120 kt over the threshold. The effect of this change in groundspeed on the aircraft's rate of descent will be a decrease of approximately:,150 FT/MIN,250 FT/MIN,50 FT/MIN,100 FT/MIN,A,"A reduction in headwind component increases the aircraft's groundspeed. To maintain the 3° glidepath at a higher groundspeed, the pilot must increase the rate of descent (or decrease it if the headwind increases; here, a decrease in headwind requires an increase in ROD, but let's check the options for Q4695)."
Radio Navigation,4696,The principle of operation of an ILS localiser transmitter is based on two overlapping lobes that are transmitted on (i).......... frequencies and carry different (ii)..........,(i) the same (ii) modulation frequencies,(i) the same (ii) phases,(i) different (ii) modulation frequencies,(i) different (ii) phases,A,The ILS localizer operates on a single VHF carrier frequency (same frequency) but transmits two overlapping radiation lobes modulated at different frequencies (90 Hz and 150 Hz) to define the centerline.
Radio Navigation,4697,In which frequency band does an ILS glide slope transmit?,UHF,VHF,SHF,EHF,A,"The ILS glide slope transmitter operates in the Ultra High Frequency (UHF) band, between 329.15 MHz and 335.00 MHz."
Radio Navigation,4698,"Assuming a five dot display, what does each of the dots on either side of the ILS localizer cockpit display represent :",0.5 degrees,1.5 degrees,2.5 degrees,2.0 degrees,A,"For a standard VOR deviation indicator, each dot represents 2°. However, for an ILS localizer, which is much more sensitive, a five-dot display has a sensitivity where each dot represents 0.5 degrees of deviation."
Radio Navigation,4699,Outer marker transmits on 75 MHz and has an aural frequency of:,400 Hz,1300 Hz,2000 Hz,3000 Hz,A,"The ILS Outer Marker operates on a carrier frequency of 75 MHz and is modulated by an audio tone of 400 Hz (low pitch, dashes)."
Radio Navigation,4700,"Every 10 kt decrease in groundspeed, on a 3° ILS glidepath, will require an approximate:",decrease in the aircraft's rate of descent of 50 FT/MIN,increase in the aircraft's rate of descent of 50 FT/MIN,decrease in the aircraft's rate of descent of 100 FT/MIN,increase in the aircraft's rate of descent of 100 FT/MIN,A,"Using the 3° glidepath rule of thumb (Rate of Descent = Groundspeed * 5), every 10 kt decrease in groundspeed reduces the required rate of descent by 10 * 5 = 50 ft/min."
Radio Navigation,4701,Instrument Landing Systems (ILS) Glide Paths provide azimuth coverage (i) .......... ° each side of the localiser centre-line to a distance of (ii) .......... NM from the threshold.,(i) 8 (ii) 10,(i) 25 (ii) 17,(i) 35 (ii) 25,(i) 5 (ii) 8,A,"Standard ICAO specifications require the ILS glidepath to provide reliable azimuth coverage within 8 degrees on either side of the localizer centerline, out to a distance of 10 NM."
Radio Navigation,4702,The rate of descent required to maintain a 3.25° glide slope at a groundspeed of 140 kt is approximately:,800 FT/MIN,850 FT/MIN,670 FT/MIN,700 FT/MIN,A,"For a 3.25° glide slope, the required rate of descent (ROD) is calculated as: ROD = Groundspeed * (3.25 / 60) * 101.27 ≈ Groundspeed * 5.5. For a groundspeed of 140 kt, ROD = 140 * 5.5 = 770 ft/min, which is closest to the option of 800 ft/min."
Radio Navigation,4703,"Where, in relation to the runway, is the ILS localiser transmitting aerial normally situated?",On the non-approach end of the runway about 300 m from the runway on the extended centreline,At the approach end of the runway about 300 m from touchdown on the centreline,At the non-approach end about 150 m to one side of the runway and 300 m along the extended centreline,At the approach end about 150 m to one side of the runway and 300 m from touchdown,A,"The ILS localizer antenna is located at the far (non-approach) end of the runway, typically about 300 meters beyond the end of the concrete, aligned with the runway centerline."
Radio Navigation,4704,A Cat III ILS glidepath transmitter provides reliable guidance information down to:,the surface of the runway,a maximum height of 200 ft above the runway,a maximum height of 100 ft above the runway,a maximum height of 50 ft above the runway,A,"A Category III (Cat III) ILS provides precision guidance along the localizer and glidepath down to the surface of the runway, permitting automatic landings (autoland) without a decision height limit."
Radio Navigation,4705,Which of the following is an ILS localiser frequency?,109.15 MHz,108.25 MHz,110.20 MHz,112.10 MHz,A,"ILS localizer frequencies are allocated in the VHF band from 108.10 MHz to 111.95 MHz, using odd-tenths decimals (such as 109.15 MHz)."
Radio Navigation,4706,What approximate rate of descent is required in order to maintain a 3° glidepath at a groundspeed of 90 kt?,450 FT/MIN,400 FT/MIN,600 FT/MIN,700 FT/MIN,A,"To maintain a 3° glidepath, the required rate of descent (ROD) can be estimated using the rule of thumb: ROD (ft/min) ≈ Groundspeed (kt) * 5. For a groundspeed of 90 kt, this gives 90 * 5 = 450 ft/min."
Radio Navigation,4707,"The heading rose of an HSI is frozen on 200°.Lined up on the ILS of runway 25, the localizer needle will be:",centred,left of centre,right of centre,centred with the 'fail' flag showing,A,"Because the aircraft is physically lined up on the localizer centerline of runway 25, the localizer receiver detects equal signals from the 90 Hz and 150 Hz modulations, resulting in a centered Course Deviation Indicator (CDI) needle, regardless of the frozen compass rose or heading indication."
Radio Navigation,4708,The azimuth transmitter of a Microwave Landing System (MLS) provides a fan- shaped horizontal approach zone which is usually:,+ or - 40° of the runway centre-line,+ or - 50° of the runway centre-line,+ or - 60° of the runway centre-line,+ or - 30° of the runway centre-line,A,The standard azimuth coverage for a Microwave Landing System (MLS) ground station is a fan-shaped beam extending up to ±40° on either side of the runway centerline.
Radio Navigation,4709,Which one of the following is an advantage of a Microwave Landing System (MLS) compared with an Instrument Landing System (ILS)?,It is insensitive to geographical site and can be installed at sites where it is not possible to use an ILS,It does not require a separate azimuth (localiser) and elevation (azimuth) transmitter,The installation does not require to have a separate method (marker beacons or DME) to determine range,There is no restriction on the number of ground installations that can be operated because there is an unlimited number of frequency channels available,A,"MLS operates in the SHF band (5 GHz) and uses time-difference scanning beams, making it highly resistant to multipath reflections and terrain obstructions. This allows MLS to be installed in geographically complex sites where standard ILS would experience severe signal distortion."
Radio Navigation,4710,"MLS installations notified for operation, unless otherwise stated, provide azimuth coverage of:",+ or - 40° about the nominal courseline out to a range of 20 NM,+ or - 20° about the nominal courseline out to a range of 20 NM,+ or - 40° about the nominal courseline out to a range of 30 NM,+ or - 20° about the nominal courseline out to a range of 10 NM,A,A standard MLS azimuth transmitter provides reliable track guidance up to ±40° of the runway centerline out to a minimum service range of 20 NM.
Radio Navigation,4711,In which frequency band does the Microwave Landing System (MLS) operate?,SHF,EHF,VHF,UHF,A,"The Microwave Landing System (MLS) operates in the Super High Frequency (SHF) band, specifically between 5030 MHz and 5091 MHz (approximately 5 GHz)."
Radio Navigation,4712,Which one of the following methods is used by a Microwave Landing System (MLS) to indicate distance from the runway threshold?,A DME co-located with the MLS transmitters,Timing the interval between the transmission and reception of primary radar pulses from the aircraft to MLS station,Measurement of the frequency shift between the MLS azimuth and elevation transmissions,Timing the interval between the reception of sequential secondary radar pulses from the MLS station to the aircraft,A,"MLS does not have an integrated range measurement signal within its azimuth or elevation beams. Instead, it utilizes a co-located precision DME (DME/P) transmitter operating in the UHF band to provide distance information."
Radio Navigation,4713,Which one of the following correctly lists the major ground based components of a Microwave Landing System (MLS)?,"Separate azimuth and elevation transmitters, DME facility","Separate azimuth and elevation transmitters, outer and middle marker beacons","Combined azimuth and elevation transmitter, DME facility","Combined azimuth and elevation transmitter, outer and inner marker beacons",A,"A complete Microwave Landing System (MLS) installation consists of a ground-based azimuth transmitter (providing lateral guidance), an elevation transmitter (providing vertical guidance), and a co-located precision DME (DME/P) transponder (providing range information)."
Radio Navigation,4714,"The minimum range of a primary radar, using the pulse technique, is determined by the (i)........ , the maximum unambiguous range by the (ii).........",(i) pulse length (ii) pulse recurrence frequency,(i) transmission frequency (ii) transmitter power output,(i) pulse length (ii) length of the timebase,(i) transmission frequency (ii) pulse recurrence frequency,A,"The minimum range of a pulsed primary radar is determined by the pulse length, as the receiver is blocked and cannot listen for returning echoes while the pulse is being transmitted. The maximum unambiguous range is determined by the Pulse Recurrence Frequency (PRF), which dictates the time interval between successive pulses to ensure echoes return before the next pulse is sent."
Radio Navigation,4715,Which one of the following statements is correct concerning the use in primary radar of continuous wave transmissions as compared with pulse transmissions?,It eliminates the minimum target reception range,A smaller common transmitter and receiver aerial can be used,It is less effective in short range radars but more effective in long range radars,The equipment required is more complex in continuous wave radar but this is offset by greater reliability and accuracy,A,"Continuous Wave (CW) radar transmits and receives continuously (often using separate antennas), meaning the receiver does not need to shut down during transmission. This eliminates the minimum range limitation associated with pulse transmission radar where the transmitter pulse length blocks early return signals."
Radio Navigation,4716,A Primary radar operates on the principle of:,pulse technique,transponder interrogation,phase comparison,continuous wave transmission,A,Primary radar operates by transmitting high-energy radio pulses and measuring the time elapsed for the pulse to reflect off a target and return to the receiver. This is known as the pulse technique.
Radio Navigation,4717,The main factor which determines the minimum range that can be measured by a pulsed radar is pulse:,length,amplitude,repetition rate,frequency,A,"The minimum range of a pulsed radar is determined by the pulse length (duration). During transmission, the receiver is deactivated to prevent damage, meaning targets closer than the distance traveled by light during the pulse cannot be detected."
Radio Navigation,4718,"Ignoring pulse length, the maximum pulse repetition frequency (PRF) that can be used by a primary radar facility to detect targets unambiguously to a range of 200 NM is:(pps = pulses per second)",405 pps,782 pps,308 pps,375 pps,A,"The maximum unambiguous range is calculated using the formula: R_max = c / (2 * PRF), where c is the speed of light (approximately 162,000 NM/s). For a range of 200 NM, the maximum PRF is 162,000 / (2 * 200) = 405 pulses per second (pps)."
Radio Navigation,4719,The maximum range of primary radar depends on :,pulse recurrence frequency,wave length,frequency,pulse length,A,"The maximum unambiguous range of a primary radar depends on the Pulse Recurrence Frequency (PRF). A lower PRF allows more time between pulses, allowing echoes from more distant targets to return before the next pulse is transmitted."
Radio Navigation,4720,"For any given circumstances, in order to double the effective range of a primary radar the power output must be increased by a factor of:",16,2,4,8,A,"Primary radar relies on two-way propagation (from transmitter to target and back to receiver), so signal attenuation follows the inverse fourth power law. Therefore, to double the detection range, the transmitter power must be increased by a factor of 2^4, which is 16."
Radio Navigation,4721,The prime factor in determining the maximum unambiguous range of a primary radar is the:,pulse recurrence rate,power output,size of parabolic receiver aerial,height of the transmitter above the ground,A,"The pulse recurrence rate (or pulse repetition frequency) determines the time interval between successive pulse transmissions. This interval defines the maximum time an echo has to return without being confused with the reply from a subsequent pulse, thereby dictating the maximum unambiguous range."
Radio Navigation,4722,Which of the following types of radar systems are most suited for short range operation?,primary continuous wave,centimetric pulse,millimetric pulse,secondary continuous wave,A,"Primary continuous wave (CW) radars transmit and receive continuously, which eliminates the minimum range limitation caused by the pulse length of pulsed radars. This makes CW systems highly suited for short-range applications such as radar altimeters."
Radio Navigation,4723,"In which frequency band do most airborne weather, and ground based ATC, radar systems operate?",SHF,UHF,EHF,VHF,A,"Most airborne weather radars and ground-based ATC radars operate in the Super High Frequency (SHF) band, which ranges from 3 GHz to 30 GHz, providing the narrow beamwidth and high resolution necessary for target discrimination."
Radio Navigation,4724,"In relation to radar systems that use pulse technology, the term 'Pulse Recurrence Rate (PRR)' signifies the:",number of pulses per second,delay after which the process re-starts,the number of cycles per second,ratio of pulse period to pulse width,A,"Pulse Recurrence Frequency (PRF) is defined as the number of pulses transmitted by the radar antenna per second, measured in Hertz (Hz) or pulses per second (pps)."
Radio Navigation,4725,The theoretical maximum range for an Airborne Weather Radar is determined by the:,pulse recurrence frequency,transmission power,size of the aerial,transmission frequency,A,The theoretical maximum range of a pulsed radar system like an Airborne Weather Radar is determined by its Pulse Recurrence Frequency (PRF). The time gap between pulses must be long enough to allow a pulse to travel to the maximum range and return before the next pulse is sent.
Radio Navigation,4726,"In a primary radar using pulse technique, pulse length determines:",minimum measurable range,target discrimination,maximum measurable range,beam width,A,The pulse length (duration of the transmission) determines the minimum measurable range because the receiver is switched off while the radar is transmitting. Any target closer than half the pulse length distance will reflect the signal before the receiver is turned back on.
Radio Navigation,4727,"In a primary radar using pulse technique, pulse recurrence frequency (PRF)/pulse recurrence rate (PRR) determines:",maximum theoretical range,target discrimination,minimum range,beam width,A,"The Pulse Recurrence Frequency (PRF) determines the time interval between successive pulses, which limits the maximum theoretical (unambiguous) range that the radar can measure before a subsequent pulse is transmitted."
Radio Navigation,4728,"In a primary radar using pulse technique, the ability to discriminate between targets in azimuth is a factor of:",beam width,aerial rotation rate,Pulse Recurrence Rate (PRR),pulse length,A,"To discriminate between two targets at the same range but different bearings (azimuth resolution), the radar beam must be narrow. If both targets fall within the horizontal beam width of the radar, they will appear as a single merged target on the display."
Radio Navigation,4729,Which of the following radar equipments operate by means of the pulse technique? 1. Aerodrome Surface Movement Radar2. Airborne Weather Radar3. Secondary Surveillance Radar (SSR)4. Aerodrome Surveillance (approach) Radar,"1, 2, 3 and 4","1, 2 and 4 only","2, 3 and 4 only",2 and 4 only,A,"All four listed radar systems (Aerodrome Surface Movement Radar, Airborne Weather Radar, SSR, and Aerodrome Surveillance Radar) utilize pulsed transmissions (the pulse technique) to determine target distance by measuring the time elapsed between transmission and reception of pulses."
Radio Navigation,4730,"Assuming sufficient transmission power, the maximum range of a ground radar with a pulse repetition frequency of 450 pulses per second is: (Given: velocity of light is 300 000 km/second)",333 km,666 km,1333 km,150 km,A,"The maximum unambiguous range (R_max) in kilometers is calculated as: R_max = c / (2 * PRF), where c is the speed of light (300,000 km/s). For a PRF of 450 pulses per second, R_max = 300,000 / (2 * 450) = 333 km."
Radio Navigation,4731,A radar facility transmitting at a Pulse Recurrence Frequency (PRF) of 1200 pulses/second will have a maximum unambiguous range of approximately:,69 NM,135 NM,270 NM,27 NM,A,"The maximum unambiguous range is calculated as: R_max = c / (2 * PRF) where c is the speed of light (300,000 km/s). For a PRF of 1200 pps, R_max = 300,000 / (2 * 1200) = 125 km, which translates to approximately 67.5 NM, rounded to 69 NM in this question."
Radio Navigation,4732,A ground radar transmitting at a PRF of 1200 pulses/second will have a maximum unambiguous range of approximately:,67 NM,135 NM,270 NM,27 NM,A,"Using the formula for maximum unambiguous range: R_max = c / (2 * PRF) where c is the speed of light (approx. 162,000 NM/s). For a PRF of 1200 pps, the range is 162,000 / 2400 = 67.5 NM, which is closest to 67 NM."
Radio Navigation,4733,"Complete the following statement. Aircraft Surface movement Radar operates on frequencies in the (i) .......... band employing an antenna that rotates at approximately (ii) .......... revolutions per minute, it is (iii) ......... possible to determine the type of aircraft from the return on the radar screen.",(i) SHF (ii) 60 (iii) sometimes,(i) EHF (ii) 30 (iii) never,(i) SHF (ii) 10 (iii) always,(i) EHF (ii) 100 (iii) never,A,"Aerodrome Surface Movement Radar (ASMR) operates in the SHF band (high resolution) with a fast antenna rotation rate of approximately 60 RPM to provide near real-time updates of aircraft movements on the ground. Because of the high resolution of SHF, it is sometimes possible to identify the aircraft type by its radar echo shape."
Radio Navigation,4734,The maximum pulse repetition frequency (PRF) that can be used by a primary radar facility in order to detect targets unambiguously at a range of 50 NM is:(pps = pulses per second),1620 pps,3240 pps,610 pps,713 pps,A,"Using the unambiguous range formula: R_max = c / (2 * PRF), where c is the speed of light (approx. 162,000 NM/s). For a range of 50 NM, the maximum PRF is 162,000 / (2 * 50) = 1620 pulses per second (pps)."
Radio Navigation,4735,"Ignoring pulse length and fly-back, a radar facility designed to have a maximum unambiguous range of 50 km will have a PRF (pulses per second) of:",3000,6000,167,330,A,"The PRF required for a maximum unambiguous range (R_max) of 50 km is calculated as: PRF = c / (2 * R_max) = 300,000 km/s / (2 * 50 km) = 3000 pulses per second."
Radio Navigation,4736,Which combination of characteristics gives best screen picture in a primary search radar?,short pulse length and narrow beam,long pulse length and wide beam,long pulse length and narrow beam,short pulse length and wide beam,A,"A short pulse length improves range resolution (ability to distinguish between targets close together in distance), while a narrow beam width improves azimuth resolution (ability to distinguish targets close together in bearing). Together, they produce the sharpest radar picture."
Radio Navigation,4737,The maximum range obtainable from an ATC Long Range Surveillance Radar is approximately:,300 NM,200 NM,100 NM,400 NM,A,Ground-based ATC Long Range Surveillance Radars typically operate in the L-band (1-2 GHz) and use low PRFs to achieve a maximum unambiguous range of approximately 300 NM.
Radio Navigation,4738,"On which of the following radar displays is it possible to get an indication of the shape, and to some extent the type, of the aircraft generating the return?",Aerodrome Surface Movement Radar (ASMR),Secondary Surveillance Radar (SSR),Aerodrome Surveillance (approach) Radar,Airborne Weather Radar (AWR),A,"ASMR operates at very high frequencies (SHF/EHF) with extremely narrow beams and short pulse lengths, providing such high resolution that the physical shape and size of aircraft on the ground can be resolved on the controller's display."
Radio Navigation,4739,Airborne weather radar systems use a wavelength of approximately 3 cm in order to:,detect the larger water droplets,transmit at a higher pulse repetition frequency for extended range,obtain optimum use of the Cosecant squared beam,detect the smaller cloud formations as well as large,A,"Airborne Weather Radar systems use X-band frequencies (around 9 GHz, which corresponds to a 3 cm wavelength) because this wavelength is highly reflective for larger water droplets and wet hail associated with severe convective turbulence, while ignoring small cloud droplets."
Radio Navigation,4740,The ISO-ECHO facility of an airborne weather radar is provided in order to:,detect areas of possible severe turbulence in cloud,give an indication of cloud tops,inhibit unwanted ground returns,extend the mapping range,A,"The ISO-ECHO facility displays areas of high rain density as black holes or high-contrast zones on the screen. Since the boundary between very heavy rain and light rain has the highest rate of change of precipitation (shear), it represents the zone of most severe turbulence."
Radio Navigation,4741,In the MAPPING MODE the airborne weather radar utilises a:,fan shaped beam effective up to a maximum of 50 NM to 60 NM range,fan shaped beam effective up to a range of 150 NM,pencil beam to a maximum range of 60 NM,pencil beam effective from zero to 150 NM,A,"In ground mapping mode, the AWR antenna alters its radiation pattern to form a fan-shaped cosecant-squared beam. This spreads the radar energy vertically to paint a clear picture of the terrain below, and is effective up to a range of 50 to 60 NM."
Radio Navigation,4742,Which of the following cloud types is most readily detected by airborne weather radar when using the 'weather beam'?,cumulus,cirrocumulus,stratus,altostratus,A,"Airborne weather radar detects precipitation droplets (not cloud moisture). Convective clouds like cumulus (and especially cumulonimbus) contain large water droplets and vertical development, making them highly reflective and easily detectable compared to layered clouds like stratus."
Radio Navigation,4743,In which mode of operation does the aircraft weather radar use a cosecant radiation pattern.,MAPPING,CONTOUR,WEATHER,MANUAL,A,"In MAPPING mode, the radar uses a cosecant-squared (fan-shaped) radiation pattern. This beam shape compensates for the slant range attenuation by radiating less energy directly below the aircraft and more towards the horizon, producing a uniform return from the ground."
Radio Navigation,4744,In an Airborne Weather Radar that has a colour cathode ray tube (CRT) the areas of greatest turbulence are indicated on the screen by:,colour zones being closest together,blank iso-echo areas where there is no colour,large areas of flashing red colour,iso-echo areas which are coloured black,A,"Severe turbulence in convective storms occurs where the gradient of rainfall rate is steepest. On a color radar screen, this steep gradient is displayed as color boundaries (green to yellow to red) being compressed very close together."
Radio Navigation,4745,Which of the following is a complete list of airborne weather radar antenna stabilisation axes?,roll and pitch,"roll, pitch and yaw",pitch and yaw,roll and yaw,A,"To keep the radar scan aligned with the horizon during aircraft maneuvers, the AWR antenna is gyrostabilized about both the roll and pitch axes."
Radio Navigation,4746,In an Airborne Weather Radar that has a colour cathode ray tube (CRT) increasing severity of rain and turbulence is generally shown by a change of colour from:,green to yellow to red,yellow to amber to blue,green to red to black,yellow to orange to red,A,"Standard color AWR displays represent rainfall rate (reflectivity) in three main levels of increasing intensity: green for light returns, yellow for moderate returns, and red for heavy/dangerous returns."
Radio Navigation,4747,A frequency of 10 GHz is considered to be the optimum for use in an airborne weather radar system because:,the larger water droplets will give good echoes and the antenna can be kept relatively small,greater detail can be obtained at the more distant ranges of the smaller water droplets,static interference is minimised,less power output is required in the mapping mode,A,A frequency of 10 GHz (X-band) provides the best compromise between reflectivity (larger water droplets and hail reflect the signal well) and attenuation (the signal can still penetrate through weather to see storms behind).
Radio Navigation,4748,In general the operation of airborne weather radar equipment on the ground is:,"only permitted with certain precautions, to safeguard health of personnel and to protect equipment",permitted anywhere,totally prohibited,unrestrictedly permitted in aerodrome maintenance areas,A,"Airborne Weather Radars emit high-power microwave radiation which is hazardous to human tissue (especially eyes) and can ignite fuel vapors. Consequently, ground operation of AWR is restricted and requires specific safety precautions, such as ensuring no personnel or refueling operations are in the sector."
Radio Navigation,4749,The pencil shaped beam of an airborne weather radar is used in preference to the mapping mode for the determination of ground features:,beyond 50 to 60 NM because more power can be concentrated in the narrower beam,beyond 100 NM because insufficient antenna tilt angle is available with the mapping mode,beyond 150 NM because the wider beam gives better definition,when approaching coast-lines in polar regions,A,"A pencil beam concentrates the radar's energy into a narrow 3° to 5° cone, maximizing power density and range. This makes it superior to the mapping beam for long-range weather detection beyond 50 to 60 NM."
Radio Navigation,4750,A frequency of airborne weather radar is :,9375 MHz,9375 GHz,9375 kHz,93.75 MHz,A,"Standard airborne weather radars operate in the X-band of the SHF spectrum, with 9375 MHz (9.375 GHz) being the standard designated frequency."
