chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer
Flight Planning,2175,"(For this question use annex 033-9721A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Give the name and frequency of the Flight Information Service for an aeroplane in position (47°59'N, 010°14'E).",MÜNCHEN INFORMATION 126.95 MHz,MÜNCHEN INFORMATION 120.65 MHz,FRANKFURT INFORMATION 128.95 MHz,MEMMINGEN INFORMATION 122.1 MHz,A
Flight Planning,2176,"(For this question use annex 033-9726A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Give the frequency of STUTTGART ATIS.",126.125 MHz,135.775 MHz,112.250 MHZ,126.125 kHz,A
Flight Planning,2177,"((For this question use annex 033-9727A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Give the frequency of ZÜRICH VOLMET.",127.20 MHz,127.20 kHz,128.525 MHz,118.10 MHz,A
Flight Planning,2178,"(For this question use annex 033-9728A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Which navigation aid is located in position 48°55'N, 009°20'E ?",VOR/DME,NDB,TACAN,VOR,A
Flight Planning,2179,"(For this question use annex 033-9729A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Which navigation aid is located in position 48°23'N, 008°39'E?",VOR,NDB,VOR/DME,VORTAC,A
Flight Planning,2180,"(For this question use annex 033-9730A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Which navigation aid is located in position 48°30'N, 007°34'E?",VOR/DME,NDB,VOR,TACAN,A
Flight Planning,2181,"A repetitive flight plan (RPL) is filed for a scheduled flight: Paris-Orly to Angouleme, Paris Orly as alternate. Following heavy snow falls, Angouleme airport will be closed at the expected time of arrival. The airline decides before departure to plan a re-routing of thatflight to Limoges.",The RPL must be cancelled for that day and a specific flight plan has to be filed.,"The airline's """"Operations """" Department has to tansmit a change in the RPL at the ATC office, at least half an hour before the planned time of departure.",It is not possible to plan another destination and the fIight has to be simply cancelled that day (scheduled flight and not chartered).,The pilot-in-command must advise ATC of his intention to divert to Limoges at least 15 minutes before the planned time of arrival.,A
Flight Planning,2182,"A """"current flight plan"""" is a :",filed flight plan with amendments and clearance included.,filed flight plan.,flight plan with the correct time of departure.,flight plan in the course of which radio communication should be practised between aeroplane and ATC.,A
Flight Planning,2183,Which of the following statements regarding filing a flight plan is correct?,In case of flow control the flight plan should be filed at least three hours in advance of the time of departure.,Any flight plan should be filed at least 10 minutes before departure.,A flight plan should be filed when a national FIR boundary will be crossed.,A flying college can file repetitive flight plan for VFR flights.,A
Flight Planning,2184,"In an ATS flight plan, Item 15 (route), a cruising pressure altitude of 32000 feet would be entered as :",F320,FL320,S3200,32000,A
Flight Planning,2185,"When an ATS flight plan is submitted for a flight outside designated ATS routes, points included in Item 15 (route) should not normally be at intervals of more than :",30 minutes flying time or 370 km,20 minutes flying time or 150 km,15 minutes flying time or 100 km,1 hour flying time or 500 km,A
Flight Planning,2186,"In the ATS flight plan Item 15, a cruising speed of 470 knots will be entered as :",N0470,KN470,0470K,N470,A
Flight Planning,2187,"In the ATS flight plan Item 13, in a flight plan submitted before departure, the departure time entered is the :",estimated off-block time,estimated time over the first point en route,estimated take-off time,allocated slot time,A
Flight Planning,2188,"In the ATS flight plan Item 15 (Cruising speed), when not expressed as a Mach number, cruising speed is expressed as :",TAS,IAS,CAS,Groundspeed,A
Flight Planning,2189,"For a repetitive flight plan (RPL) to be used, flights must take place on a regular basis on at least :",10 occasions,20 occasions,30 occasions,50 occasions,A
Flight Planning,2190,"In the ATS flight plan Item 10 (equipment), the letter to indicate the carriage of a serviceable transponder - mode A (4 digits-4096 codes) and mode C, is :",C,B,A,P,A
Flight Planning,2191,"(For this question use annex 033-11261A)Prior to an IFR flight, when filling in the ICAO flight plan, the time information which should be entered in box 13: """"Time"""" is:",estimated off-block time.,planned take-off time.,planned engine start time.,the time of flight plan filing.,A
Flight Planning,2192,"(For this question use annex 033-11262A)Prior to an IFR flight, when filling in the ICAO flight plan, the time information which should be entered in box 16: """"Total estimated time"""" is the time elapsed from:",take-off until reaching the IAF (Initial Approach Fix) of the destination aerodrome.,taxi-out prior to take-off until taxiing completion after landing.,take-off until landing.,taxiing until the IAF (Initial Approach Fix) of the destination aerodrome.,A
Flight Planning,2193,"(For this question use annex 033-12275A)In the ATS flight plan Item 10, """"standard equipment"""" is considered to be :","VHF RTF, ADF, VOR and ILS","VHF RTF, ADF, VOR and transponder","VHF RTF, VOR, ILS and transponder","VHF RTF, VOR, ILS and transponder",A
Flight Planning,2194,"(For this question use annex 033-12276A)In the ATS flight plan Item 15, for a flight along a designated route, where the departure aerodrome is not on or connected to that route :","the letters """"DCT"""" should be entered, followed by the point of joining the ATS route",it is necessary only to give the first reporting point on that route,"the words """"as cleared"""" should be entered",it is not necessary to indicate the point of joining that route as it will be obvious to the ATS unit.,A
Flight Planning,2195,"(For this question use annex 033-12277A)In the event that SELCAL, is prescribed by an appropriate authority, in which section of the ATS flight plan will the SELCAL code be entered ?",OTHER INFORMATION,EQUIPMENT,ROUTE,AIRCRAFT IDENTIFICATION,A
Flight Planning,2196,An aircraft has a maximum certificated take-off mass of 137000 kg but is operating at take-off mass 135000 kg. In Item 9 of the ATS flight plan its wake turbulence category is :,"heavy """"H""""","heavy/medium """"H/M""""","medium """"M""""","medium plus """"M+""""",A
Flight Planning,2197,"For the purposes of Item 9 (Wake turbulence category) of the ATS flight plan, an aircraft with a maximum certificated take-off mass of 62000 kg is :","medium """"M""""","heavy """"H""""","light """"L""""","unclassified """"U""""",A
Flight Planning,2198,"(For this question use annex 033-12280A)When completing Item 9 of the ATS flight plan, if there is no appropriate aircraft designator, the following should be entered :","""""ZZZZ"""" followed by an entry in Item 18","""""XXXX"""" followed by an entry in Item 18",the most descriptive abbreviation,"""""NONE""""",A
Flight Planning,2199,"(For this question use annex 033-12281A)Item 9 of the ATS flight plan includes """"NUMBER AND TYPE OF AIRCRAFT"""". In this case """"NUMBER"""" means :",the number of aircraft flying in a group,the registration number of the aircraft,the number of aircraft which will separately be using a repetitive flight plan (RPL),the ICAO type designator number as set out in ICAO Doc 8643,A
Flight Planning,2200,"When completing an ATS flight plan, an elapsed time (Item 16) of 1 hour 55 minutes should be entered as :",155,1H55,115M,115,A
Flight Planning,2201,"When completing an ATS flight plan for a European destination, clock times are to be expressed in :",UTC,Local mean time,local standard time,Central European Time,A
Flight Planning,2202,"In the ATS flight plan, for a non-scheduled flight which of the following letters schould be entered in Item 8 (Type of Flight) :",N,N/S,G,X,A
Flight Planning,2203,"(For this question use annex 033-12285A)In the ATS flight plan item 7, for a radio equipped aircraft, the identifier must always :",be the RTF callsign to be used,include the aircraft registration marking,include the operating agency designator,include an indication of the aircraft type,A
Flight Planning,2204,"In the ATS flight plan item 15, it is necessary to enter any point at which a change of cruising speed takes place. For this purpose a """"change of speed"""" is defined as :",5% TAS or 0.01 Mach or more,10 % TAS or 0.05 Mach or more,20 km per hour or 0.1 Mach or more,20 knots or 0.05 Mach or more,A
Flight Planning,2205,"In the ATS flight plan item 15, when entering a route for which standard departure (SID) and standard arrival (STAR) procedures exist :",both should be entered in the ATS plan where appropriate,SIDs should be entered but not STARs,STARS should be entered but not SIDs,neither SID nor STAR should be entered,A
Flight Planning,2206,"(For this question use annex 033-12289A)In the ATS flight plan Item 19, emergency and survival equipment carried on the flight should be indicated by :",crossing out the box relevant to any equipment not carried,circling the relevant box,placing a tick in the relevant box,"listing the items carried on the """"REMARKS"""" line",A
Flight Planning,2207,"When completing an ATS flight plan for a flight commencing under IFR but possibly changing to VFR, the letters entered in Item 8 (FLIGHT RULES) would be :",Y,N/S,G,X,A
Flight Planning,2208,"In the ATS flight plan Item 19, if the number of passengers to be carried is not known when the plan is ready for filing :","""""TBN"""" (to be notified) may be entered in the relevant box",the plan should be filed with the relevant box blank,an estimate may be entered but that number may not subsequently be exceeded,the plan may not be filed until the information is available,A
Flight Planning,2209,"In an ATS flight plan Item 15, in order to define a position as a bearing and distance from a VOR, the group of figures should consist of :","VOR ident, magnetic bearing and distance in nautical miles","VOR ident, true bearing and distance in kilometres","VOR ident, magnetic bearing and distance in kilometres","full name of VOR, true bearing and distance in kilometres",A
Flight Planning,2210,An aircraft plans to depart London at 1000 UTC and arrive at Munich (EDDM) at 1215 UTC. In the ATS flight plan Item 16 (destination/EET) should be entered with :,EDDM 0215,EDDM 1415,EDDM 1215,EDDM 2H15,A
Flight Planning,2211,"In an ATS flight plan Item 15 (route), in terms of latitude and longitude, a significant point at 41°35' north 4°15' east should be entered as :",4135N00415E,41°35' N 04° 15'E,N04135E0415,N4135 E00415,A
Flight Planning,2212,"An aeroplane is flying from an airport to another.In cruise, the calibrated airspeed is I50 kt, true airspeed 180 kt, average groundspeed 210 kt, the speed box on the filed flight plan shall be filled as follows:",N0180,K0210,K0180,K0150,A
Flight Planning,2213,"On a flight plan you are required to indicate in the box marked """"speed"""" the planned speed for the first part of the cruise or for the entire cruise.This speed is:",The true airspeed,The equivalent airspeed,The indicated airspeed,The estimated ground speed,A
Flight Planning,2214,"In the appropriate box of a flight plan form, concerning equipment, the letter to be used to indicate that the aircraft is equipped with a mode A 4096 codes transponder with altitude reporting capability is :",C,P,S,A,A
Flight Planning,2215,"In the appropriate box of a flight plan form, corresponding to the estimated time of departure, the time indicated is that at which the aircraft intends to :",go off blocks,take-off,start-up,pass the departure beacon,A
Flight Planning,2216,"When a pilot fills in a flight plan, he must indicate the wake turbulence category. This category is a function of which mass?",maximum certified take-off mass,estimated take-off mass,maximum certified landing mass,actual take-off mass,A
Flight Planning,2217,"If your destination airport has no ICAO indicator, in the appropriate box of your flight plan, you write:",ZZZZ,AAAA,XXXX,////,A
Flight Planning,2218,The cruising speed to write in the appropriate box of a flight plan is:,true air speed,indicated air speed,ground speed,calibrated air speed,A
Flight Planning,2219,"In the appropriate box of a flight plan, for endurance, one must indicate the time corresponding to:",the total usable fuel on board,the required fuel for the flight,the required fuel for the flight plus the alternate and 45 minutes,the total usable fuel on board minus reserve fuel,A
Flight Planning,2220,The maximum permissible take-off mass of an aircraft for the L wake turbulence category on a flight plan is:,7 000 kg,2 700 kg,5 700 kg,10 000 kg,A
Flight Planning,2221,"Given: Maximum allowable take-off mass 64 400 kg, maximum landing mass 56200 kg, maximum zero fuel mass 53 000 kg, dry operating mass 35 500 kg, estimated load 14 500 kg, estimated trip fuel 4 900 kg, minimum take-off fuel 7 400 kg.Find: maximum additional load",3 000 kg,4 000 kg,7 000 kg,5 600 kg,A
Flight Planning,2222,The navigation plan reads:Trip fuel: 100 kgFlight time: 1h35minTaxi fuel: 3 kgBlock fuel: 181 kgThe endurance on the ICAO flight plan should read:,2h 49min,1h 35min,2h 04min,2h 52min,A
Flight Planning,2223,The navigation plan reads:Trip fuel: 136 kgFlight time: 2h45minCalculated reserve fuel: 30% of trip fuelFuel in tank is minimum (no extra fuel on board)Taxi fuel: 3 kgThe endurance on the ICAO flight plan should read:,3h34min,2h45min,2h49min,3h38min,A
Flight Planning,2224,How many hours in advance of departure time should a flight plan be filed in the case of flights into areas subject to air traffic flow management (ATFM)?,3:00 hours.,1:00 hour.,0:30 hours.,0:10 hours.,A
Flight Planning,2225,You have a flight plan IFR from Amsterdam to London. In the flight plan it is noted that you will deviate from the ATS route passing the FIR boundary Amsterdam/London. The airway clearance reads: Cleared to London via flight planned route.Which of the following statements is correct?,The route according to the flight plan is accepted.,The filed deviation is not accepted.,You will get a separate clearance for the deviation.,It is not allowed to file such a flight plan.,A
Flight Planning,2226,The planned departure time from the parking area is 1815 UTCThe estimated take- off time is 1825 UTCThe IFR flight plan must be filed with ATC at the latest at:,1715 UTC,1725 UTC,1745 UTC,1755 UTC,A
Flight Planning,2227,"It is possible, in flight, to:1 - file an IFR flight plan2 - modify an active IFR or VFR flight plan3 - cancel an active VFR flight plan4 - close an active VFR flight planWhich of the following combinations contains all of the correct statements?",1 - 2 - 3 - 4,2001-02-04,1 - 2 - 3,2 - 3 - 4,A
Flight Planning,2228,"For a flight plan filed before the flight, the indicated time of departure is:",the estimated off-block time,the time at which the flight plan is filed.,the time of take-off.,the time overhead the first reporting point after take-off.,A
Flight Planning,2229,From the options given below select those flights which require flight plan notification:I - Any Public Transport flight.2 - Any IFR flight3 - Any flight which is to be carried out in regions which are designated to ease the provision of the Alerting Service or the operations of Search and Rescue.4 - Any cross-border flights5 - Any flight which involves overflying water,2+4,1+5,1+2+3,3+4+5,A
Flight Planning,2230,"If a pilot lands at an aerodrome other than the destination aerodrome specified in the flight plan, he must ensure that the ATS unit at the destination aerodrome is informed within a certain number of minutes of his planned ETA at destination. This number of minutes is:",30,15,10,45,A
Flight Planning,2231,"When an ATS flight plan has been submitted for a controlled flight, the flight plan should be amended or cancelled in the event of the off-block time being delayed by :",30 minutes or more,45 minutes or more,60 minutes or more,90 minutes or more,A
Flight Planning,2232,"During an IFR flight TAS and time appear to deviate from the data in the flight plan. The minimum deviations, that should be reported to ATC in order to conform to PANS-RAC, are:",TAS 5% and time 3 minutes.,TAS 3% and time 3 minutes.,TAS 5 kt and time 5 minutes.,TAS 10 kt and time 2 minutes.,A
Flight Planning,2233,An aeroplane is on an IFR flight. The flight is to be changed from IFR to VFR. Is it possible?,"Yes, the pilot in command must inform ATC using the phrase """"cancelling my IFR flight"""".","No, you have to remain IFR in accordance to the filed flight plan.","No, only ATC can order you to do this.","Yes, but only with permission from ATC.",A
Flight Planning,2234,"An executive pilot is to carry out a flight to a French aerodrome, spend the night there and return the next day. Where will he find the information concerning parking and landing fees ?",in the FAL section of the French Aeronautical Information Publication (AIP),in the AGA chapter of the French Aeronautical Information Publication (AIP),in the GEN chapter of the French Aeronautical Information Publication (AIP),"by telephoning the aerodrome's local chamber of commerce, this type of information not being published",A
Flight Planning,2235,"(For this question use annex 033-9722A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Flying from SAULGAU airport (48°02'N, 009°31'E) to ALTENSTADT airport (47°50'N, 010°53'E). Find magnetic course and the distance.","Magnetic course 102°, distance 56 NM","Magnetic course 282°, distance 56 NM","Magnetic course 102°, distance 82 NM","Magnetic course 078°, distance 82 NM",A
Flight Planning,2236,"(For this question use annex 033-9723A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Flying from ERBACH airport (48°21'N, 009°55'E) to POLTRINGEN airport (48°33'N, 008°57'E). Find magnetic course and the distance.","Magnetic course 287°, distance 41 NM","Magnetic course 252°, distance 41 NM","Magnetic course 108°, distance 60 NM","Magnetic course 287°, distance 60 NM",A
Flight Planning,2237,"(For this question use annex 033-9724A, AERONAUTICAL CHART ICAO 1:500 000 STUTTGART (NO 47/6) or Route Manual VFR+GPS chart ED-6)Flying from Position SIGMARINGEN (48°05'N, 009°13'E) to BIBERACH airport (48°07'N, 009°46'E). Find magnetic course and the distance.","Magnetic course 086°, distance 22 NM","Magnetic course 093°, distance 41 NM","Magnetic course 267°, distance 22 NM","Magnetic course 086°, distance 32 NM",A
Flight Planning,2238,"(For this question use annex 033-12353A or Route Manual chart 5 AT(HI))On airway PTS P from Vigra (62°334N 006°02'E), the initial great circle grid course is :",344,353,347,350,A
Flight Planning,2239,"(For this question use annex 033-12354A or Route Manual chart NAP)On a direct great circle course from Shannon (52°43' N 008°53'W) to Gander (48°54'N054°32'W), the (a) average true course, and(b) distance, are :",(a) 262°(b) 1720 NM,a) 281°(b) 2730 NM,a) 244°(b) 1520 NM,a) 281°(b) 1877 NM,A
Flight Planning,2240,(For this question use annex 033-12355A or Route Manual chart 5 AT(HI))The initial great circle true course from Keflavik (64°00'N 022°36' W) to Vigra (62°33'N 006°02'E) measures 084°. On a polar enroute chart where the grid is aligned with the 000° meridian the initial grid course will be :,106°,080°,096°,066°,A
Flight Planning,2241,(For this question use annex 033-12356A or Route Manual chart 5 AT(HI))The initial great circle course from position A (80°00'N 170°00'E) to position B (75°00'N 011°E) is 177° (G). The final grid course at position B will be :,177° (G),194° (G),172° (G),353° (G),A
Flight Planning,2242,A descent is planned from 7500 ft MSL so as to arrive at 1000 ft MSL 6 NM from a VORTAC.With a GS of 156 kts and a rate of descent of 800 ft/min. The distance from the VORTAC when descent is started is :,"27,1 NM","15,0 NM","11,7 NM","30,2 NM",A
Flight Planning,2243,A sector distance is 450 NM long. The TAS is 460 kt. The wind component is 50 kt tailwind. What is the still air distance?,406 Nautical Air Miles (NAM),499 Nautical Air Miles (NAM),414 Nautical Air Miles (NAM),511 Nautical Air Miles (NAM),A
Flight Planning,2244,The still air distance in the climb is 189 Nautical Air Miles (NAM) and time 30 minutes. What ground distance would be covered in a 30 kt head wind?,174 NM,203 NM,188 NM,193 NM,A
Flight Planning,2245,(For this question use annex 033-3327A or Flight Planning Manual MEP 1 Figure 3.2)A flight is to be made in a multi engine piston aeroplane (MEP1). The cruising level will be 11000ft. The outside air temperature at FL is -15 ° C. The usable fuel is 123 US gallons. The power is set to economic cruise. Find the range in NM with 45 min reserve fuel at 45 % power.,752 NM,852 NM,610 NM,602 NM,A
Flight Planning,2246,(For this question use annex 033-4735A or Flight Planning Manual SEP 1 Figure 2.5)Given:FL 75Lean mixtureFull throttle2300 RPMTake-off fuel: 444 lbsTake-off from MSLFind:Endurance in hours.,5:12,5:20,4:42,5:23,A
Flight Planning,2247,"(For this question use annex 033-9732A or Flight Planning Manual SEP1 Figure 2.2 Table 2.2.2)A flight has to be made with the single engine sample aeroplane. For the fuel calculation allow 10 lbs fuel for start up and taxi, 3 minutes and 1 gallon of additional fuel to allow for the climb, 10 minutes and no fuel correction for the descent.Planned flight time (overhead to overhead) is 03 hours and 12 minutes.Reserve fuel 30% of the trip fuel.Power setting is 25 in.HG (or full throttle), 2100 RPM, 20°C lean.Flight level is 70 and the OAT 11°C.The minimum block fuel is:",283 lbs,268 lbs,252 lbs,215 lbs,A
Flight Planning,2248,"(For this question use annex 033-9733A or Flight Planning Manual SEP1 Figure 2.2 Table 2.2.3)A flight has to be made with the single engine sample aeroplane. For the fuel calculation allow 10 lbs fuel for start up and taxi, 3 minutes and 1 gallon of additional fuel to allow for the climb, 10 minutes and no fuel correction for the descent.Planned flight time (overhead to overhead) is 02 hours and 37 minutes.Reserve fuel 30% of the trip fuel.Power setting is 23 in.HG (or full throttle), 2300 RPM, 20°C lean.Flight level is 50 and the OAT -5°C.The minimum block fuel is:",265 lbs,208 lbs,270 lbs,250 lbs,A
Flight Planning,2249,"(For this question use annex 033-9704A or Flight Planning Manual MRJT 1 Figure 4.5.4 )Planning an IFR-flight from Paris to London for the twin jet aeroplane. Given: Estimated Landing Mass 49700 kg, FL 280, W/V 280°/40 kt, Average True Course 320°, Procedure for descent .74 M/250 KIAS Determine the distance from the top of descent to London (elevation 80 ft).",76 NM,87 NM,97 NM,65 NM,A
Flight Planning,2250,"(For this question use annex 033-9705A or Flight Planning Manual MRJT 1 Figure 4.5.4 )Planning an IFR-flight from Paris to London for the twin jet aeroplane. Given: Estimated Landing Mass 49700 kg, FL 280, W/V 280°/40 kt, Average True Course 320°, Procedure for descent .74 M/250 KIAS Determine the time from the top of descent to London (elevation 80 ft).",19 min,10 min,17 min,8 min,A
Flight Planning,2251,"(For this question use annex 033-9706A or Flight Planning Manual MRJT 1 Figure 4.5.4 )Planning an IFR-flight from Paris to London for the twin jet aeroplane. Given: Estimated Landing Mass 49700 kg, FL 280, W/V 280°/40 kt, Average True Course 320°, Procedure for descent .74 M/250 KIAS Determine the fuel consumption from the top of descent to London (elevation 80 ft).",273 kg,263 kg,210 kg,320 kg,A
Flight Planning,2252,(For this question use annex 033-12320A )Which best describes the significant cloud forecast for the area east of Tunis (36°N010°E) ?,5 to 7 oktas CU and AC base below FL100 tops FL180,3 to 4 oktas CU and AC base below FL100 tops FL180,5 to 7 oktas CU and AC base FL100 tops FL180,3 to 4 oktas CU and AC base FL100 tops FL160,A
Flight Planning,2253,"(For this question use annex.033-12321A )Which best describes the maximum intensity of icing, if any, at FL160 in the vicinity of BERLIN (53° N013°E) ?",moderate,severe,light,nil,A
Flight Planning,2254,"(For this question use annex 033-12322A )Which describes the intensity of icing, if any, at FL 150 in the vicinity of TOULOUSE (44° N 01°E) ?",moderate or severe,moderate,light,nil,A
Flight Planning,2255,(For this question use annex 033-12323A )The surface system over VIENNA (48°N016°E) is a,cold front moving east,warm front moving north,stationary occlued front,cold front moving west,A
Flight Planning,2256,(For this question use annex 033-12324A )In the vicinity of SHANNON (52° N009°W) the tropopause is at about FL,360,350,300,270,A
Flight Planning,2257,(For this question use annex 033-12325A )Which best describes the significant cloud forecast over TOULOUSE (44°N001°E) ?,"broken AC/CU base below FL100 tops FL150, embedded isolated CB base below FL100 tops FL270",well separated CB base FL100 tops to FL 270,"isolated CB embedded in layer cloud, surface to FL270",5 to 7 oktas CU and AC base below FL100 tops to FL270,A
Flight Planning,2258,"(For this question use annex 033-12326A )Which describes the maximum intensity of turbulence, if any, forecast for FL260 over TOULOUSE (44°N001°E) ?",severe,moderate,light,nil,A
Flight Planning,2259,(For this question use annex 033-12327A )The maximum wind velocity (°/kt) immediately north of TUNIS (36°N010°E) is,190/95,280/110,250/85,180/105,A
Flight Planning,2260,"(For this question use annex 033-12328A )Over LONDON (51°N000°E/W), the lowest FL listed which is unaffected by CAT is:",230,270,310,360,A
Flight Planning,2261,(For this question use annex 033-11193A)What is the mean temperature deviation (°C) from the ISA over 50°N 010°W ?,-2,2,9,13,A
Flight Planning,2262,"(For this question use annex 033-11202A)Which of the following flight levels, if any, is forecast to be clear of significant cloud, icing and CAT along the marked route from SHANNON (53°N 10°W) to BERLIN (53°N 13°E) ?",FL250,FL 210,FL290,None,A
Flight Planning,2263,"(For this question use annex 033-11181A)Which describes the worst hazard, if any, that could be associated with the type of feature at 38°N 015°E ?",Engine flame out and windscreen damage,Severe attenuation in the HF R/T band,Reduced visibility,There is no hazard,A
Flight Planning,2264,(For this question use annex 033-11182A)The surface weather system over England (53°N 002°W) is,an occluded front moving east,a depression moving north,a warm front moving southeast,a cold front moving east,A
Flight Planning,2265,(For this question use annex 033-11183A)In the vicinity of PARIS (49°N 003°E) the tropopause is at about,FL400,FL340,FL350,FL380,A
Flight Planning,2266,"(For this question use annex 033-11184A)Which describes the maximum intensity of icing, if any, at FL180 in the vicinity of CASABLANCA (33°N 008°W) ?",Severe,Moderate,Light,Nil,A
Flight Planning,2267,"(For this question use annex 033-11185A)Which best describes the significant cloud, if any, forecast for the area southwest of BODO (67°N 014°E)","5 to 7 oktas CU and CB base below FL100, tops FL180","5 to 7 oktas CU and CB base FL100, tops FL180","3 to 7 oktas CU and CB base below FL100, tops FL180",Nil,A
Flight Planning,2268,"(For this question use annex 033-11186A)Which best describes be maximum intensity of icing, if any, at FL150 in the vicinity of BUCHAREST (45°N 026°E) ?",Moderate,Light,Severe,Nil,A
Flight Planning,2269,"(For this question use annex 033-11187A)Which best describes the maximum intensity of CAT, if any, forecast for FL330 over BENGHAZI (32°N 020°E) ?",Nil,Light,Moderate,Severe,A
Flight Planning,2270,(For this question use annex 033-12314A )The W/V (°/kt) at 50°N015°W is:,290/75,310/85,310/75,100/75,A
Flight Planning,2271,(For this question use annex 033-12315A)What mean temperature (°C) is likely on a true course of 270° from 025° E to 010°E at 45°N ?,-50,-48,-52,-54,A
Flight Planning,2272,(For this question use annex 033-12316A )The W/V (°/kt) at 40°N 020°W is,310/40,334/40,135/40,155/40,A
Flight Planning,2273,(For this question use annex 033-12317A )What is the temperature deviation (°C) from ISA over 50° N 010°E ?,-10,-55,2,10,A
Flight Planning,2274,(For this question use annex 033-12318A)The W/V (°/kt) at 60° N015° W is,300/60,300/70,320/60,115/60,A
Flight Planning,2275,(For this question use annex 033-12319A)The approximate mean wind component (kt) along true course 180° from 50°N to 40°N at 005° W is,tail wind 55 kt,tail wind 40 kt,tail wind 70 kt,headwind 55 kt,A
Flight Planning,2276,(For this question use annex 033-11191A)The wind direction and velocity (°/kt) at 60°N 015°W is,290/155,320/155,110/155,290/185,A
Flight Planning,2277,(For this question use annex 033-11192A)The approximate mean wind component (kt) at Mach 0.78 along true course 270° at 50°N from 000° to 010°W is,40 kt headwind component,55 kt headwind component,35 kt tailwind component,25 kt tailwind component,A
Flight Planning,2278,(For this question use annex 033-11194A)The wind direction and velocity (°/kt) at 40°N 040°E is,330/75,330/85,150/75,300/75,A
Flight Planning,2279,(For this question use annex 033-11201A)What mean temperature (°C) is likely on a course of 360° (T) from 40°N to 50°N at 040°E ?,-47,-46,-49,-50,A
Flight Planning,2280,(For this question use annex 033-11188A)The maximum wind velocity (°/kt) shown in the vicinity of MUNICH (48°N 012°E) is :,300/140,300/100,300/160,290/110,A
Flight Planning,2281,(For this question use annex 033-11189A)The wind velocity over ITALY is,a maximum of 110 kt at FL380,130 kt at FL380 maximum velocity not shown on chart,a maximum of 160 kt at FL 380,110 kt at FL380 maximum velocity not shown on chart,A
Flight Planning,2282,(For this question use annex 033-11190A)The wind direction and velocity (°/kt) at 50°N 040°E is:,020/70,350/70,200/70,020/80,A
Flight Planning,2283,(For this question use annex 033-12329A )What lowest cloud conditions (oktas/ft) are forecast for JOHANNESBURG/JAN SMUTS at 0300 UTC?,5 to 7 at 400,3 to 4 at 800,5 to 7 at 800,3 to 4 at 400,A
Flight Planning,2284,(For this question use annex 033-12330A )The forecast period covered by the PARIS/CHARLES-DE-GAULLE TAFs totals (hours),27,9,18,20,A
Flight Planning,2285,(For this question use annex 033-12331A )The lowest cloud conditions (oktas/ft) at BORDEAUX/MERIGNAC at 1330 UTC were,1 to 2 at 3000,1 to 4 at 3000,3 to 4 at 2000,3 to 4 at 800,A
Flight Planning,2286,(For this question use annex 033-12332A)The surface wind velocity (°/kt) at PARIS/CHARLES-DE-GAULLE at 1330 UTC was,270/04,300/05,270/08,180/12,A
Flight Planning,2287,"(For this question use annex 033-12333A )Which best describes the weather, if any, at LYON/SATOLAS at 1330 UTC ?",light rain associated with thunderstorms,frequent rain showers,fog,nil,A
Flight Planning,2288,(For this question use annex 033-11195A)What lowest cloud conditions (oktas/ft) are forecast for 1900 UTC at HAMBURG (EDDH) ?,5 to 7 at 500,3 to 4 at 500,5 to 7 at 1200,5 to 7 at 2000,A
Flight Planning,2289,(For this question use annex 033-11196A)What minimum visibility (m) is forecast for 0600 UTC at LONDON LHR (EGLL) ?,1500,2200,5000,10,A
Flight Planning,2290,(For this question use annex 033-11197A)Which affects the visibility forecast for 0000 UTC at LAHORE (OPLA) ?,Smoke,Dust,Haze,Mist,A
Flight Planning,2291,"(For this question use annex 033-11198A)What is the earliest time (UTC), if any, that thunderstorms are forecast for DOHA (OTBD) ?",1000,800,600,Nil forecast,A
Flight Planning,2292,A METAR reads : SA1430 35002KY 7000 SKC 21/03 QI024 =Which of the following information is contained in this METAR ?,temperature/dewpoint,runway in use,day/month,period of validity,A
Flight Planning,2293,"(For this question use annex 033-12334A )What is the earliest time (UTC), if any, that thunderstorms are forecast for TUNIS/CARTHAGE ?",1800,1300,800,nil,A
Flight Planning,2294,"(For this question use annex 033-12335A )Which is the heaviest type of precipitation, if any, forecast for BORDEAUX/MERIGNAC at 1000 UTC ?",light rain,rain showers,heavy rain associated with thunderstorms,nil,A
Flight Planning,2295,(For this question use annex 033-12336A )What maximum surface windspeed (kt) is forecast for BORDEAUX/MERIGNAC at 1600 UTC ?,30,25,10,5,A
