chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
IFR Communications,5898,What do the spoken words '' PAN PAN MEDICAL '' mean ?,The message which follows concerns a protected medical transport operated by aircraft assigned exclusively to medical transportation,The aircraft has a sick passenger on board and requests priority to land,The aircraft has an urgent need of medical care upon landing at destination airport,The phrase/signal is inadmissible in radiotelephony,A,'PAN PAN MEDICAL' is the specific urgency signal indicating that the message concerns a protected medical transport operating under international conventions.
IFR Communications,5899,A message concerning a protected medical transport operated by aircraft assigned exclusively to medical transportation shall be preceded by the signal:,PAN PAN MEDICAL,MEDICAL TRANSPORT,PROTECTED TRANSPORT,PAN PAN TRANSPORT,A,"Under radiotelephony rules, messages regarding protected medical transport must be prefixed with 'PAN PAN MEDICAL' to assert priority."
IFR Communications,5900,The frequency 121.500 MHz is designated as:,An international emergency frequency,A frequency for air-to-air communication,A regional UHF frequency,An airline operation frequency,A,"121.5 MHz is the international VHF emergency frequency, monitored by aircraft and ground stations worldwide to capture distress and urgency messages."
IFR Communications,5901,An aircraft squawking 7700 indicates to the ground station that:,The aircraft is in distress,The aircraft is being hijacked,The aircraft's transceiver is unserviceable,There is a sick passenger on board,A,Squawk code 7700 is the international transponder code used to alert ATC that the aircraft is experiencing a distress or emergency situation.
IFR Communications,5902,A signal sent by radiotelephony consisting of the spoken word MAYDAY MAYDAY MAYDAY means:,Imminent danger threatens the aircraft and immediate assistance is required,"The aircraft has a very urgent message to transmit concerning the safety of a ship, aircraft or vehicle",The aircraft has a message to transmit concerning adverse weather conditions along its route of flight,The aircraft is forced to perform a fuel dumping procedure,A,"The word 'MAYDAY' is the international distress signal, indicating that the aircraft is threatened by grave and imminent danger and requires immediate assistance."
IFR Communications,5903,The distress signal and the distress message to be sent by an aircraft in distress be on:,The air-ground frequency in use at the time,The emergency frequency in any case,The regional guard frequency,The FIS frequency designated for the airspace concerned,A,"Distress transmissions should first be made on the active frequency in use at the time of the emergency, and if no contact is established, then on 121.5 MHz."
IFR Communications,5904,"When an aircraft station receives the call """"ALL STATIONS Stephenville RADAR, stop transmitting MAYDAY"""" it is requested :",Not to interfere with the distress communication.,To continue normal communication on the frequency in use.,To assist Stephenville RADAR in handling the distress traffic.,To leave the frequency in use.,A,The command 'stop transmitting' or 'impose silence' (known historically as 'SEELONCE') instructs all stations on the frequency to cease transmissions and not interfere with the distress traffic.
IFR Communications,5905,"When an aircraft station receives the call """"ALL STATIONS Stephenville RADAR, distress traffic ended"""" it is requested :",To resume normal communication with Stephenville RADAR.,To impose silence to other stations in its vicinity.,Acknowledge receipt of this message.,Discontinue communication with Stephenville RADAR.,A,"When distress traffic has finished, the controlling station broadcasts 'distress traffic ended' (traditionally 'SEELONCE FEENEE') to restore normal communications."
IFR Communications,5906,Which of the following messages shall a station in control of distress use to impose silence ?,"Stop transmitting, MAYDAY","Stop transmitting, DISTRESS","Stop transmitting, EMERGENCY","All stations in this frequency, MAYDAY traffic",A,"A station in control of distress traffic uses the phrase 'Stop transmitting, MAYDAY' to impose silence on the frequency, indicating that only distress communications are permitted."
IFR Communications,5907,The distress communication and silence conditions shall be terminated by transmitting a message. Which words shall this message include ?,Distress traffic ended,Emergency communication finished,MAYDAY traffic ended,"Disregard distress communication, OUT",A,The formal termination of distress traffic and the cancellation of radio silence is declared using the words 'distress traffic ended' (historically referred to as 'SEELONCE FEENEE').
IFR Communications,5908,"When an aircraft is no longer in distress, it shall transmit a message cancelling the distress condition. Which words shall this message include ?",... cancel distress,"... MAYDAY, resuming normal operations",... MAYDAY cancelled,... distress condition terminated,A,"When the distress condition is resolved, the aircraft must transmit a message stating its identification and containing the words 'cancel distress' to clear the emergency status."
IFR Communications,5909,Radio silence can be imposed by an aeronautical station in case of :,Distress traffic.,Urgency communication.,Overload of the frequency.,Technical difficulties.,A,"Under ICAO radiotelephony procedures, an aeronautical station can impose radio silence on all stations when it is necessary to prevent interference with active distress traffic."
IFR Communications,5910,"A signal sent by radiotelephony consisting of the spoken words PAN PAN, PAN PAN, PAN PAN means:","The aircraft has a very urgent message to transmit concerning the safety of a ship, aircraft or other vehicle, but immediate assistance is not required",Imminent danger threatens the aircraft and immediate assistance is required,The aircraft is diverting from the route cleared because of a thunderstorm and asks for immediate reclearance,An aircraft on final approach is starting the missed approach procedure,A,"'PAN PAN' is the international urgency signal. It indicates that the station has a highly urgent transmission concerning safety, but the aircraft or vehicle is not in immediate danger and does not require immediate assistance."
IFR Communications,5911,On hearing an urgency message a pilot shall:,Monitor the frequency to ensure assistance if required,Acknowledge the message immediately,Impose radio silence on the frequency in use,"Change the frequency, because radio silence will be imposed on the frequency in use",A,"Upon hearing an urgency message, other pilots must not transmit on the frequency to avoid interference, and should monitor the channel to offer assistance if they are in a position to help."
IFR Communications,5912,Which of the following statements is correct ?,"The urgency communications have priority over all the other communications, except distress",The urgency communications have priority over all the other communications,There is no difference regarding priority between distress communications and urgency communications,ATC clearances have the same priority as urgency communications,A,"Under standard message priorities, urgency communications (preceded by PAN PAN) have priority over all other transmissions except distress (preceded by MAYDAY) communications."
IFR Communications,5913,The urgency message to be sent by an aircraft reporting an urgency condition shall contain at least the following elements/details :,"Aircraft call sign, nature of the urgency condition, pilot's intention, present position, level and heading","Aircraft call sign, destination airport, ETA at destination, route of flight","Name of the station addressed, present position, assistance required","Aircraft identification, aerodrome of departure, level and heading",A,"A complete urgency message must include the aircraft identification, the nature of the urgency, the pilot's intentions, and the current position, altitude/flight level, and heading."
IFR Communications,5914,When transmitting runway visual range (RVR) for runway 16 ATC will use the following phrase:,"RVR runway 16 touchdown ... metres, mid-point ... metres, stop end ... metres",The values of the transmissometer are: ... metres and ... metres,RVR at the beginning of runway 16 is ... metres,RVR runway 16 ... metres diagonal ... metres diagonal ... metres,A,"Runway Visual Range (RVR) reports for a runway are given for three specific positions: touchdown zone, mid-point, and stop-end, measured in meters."
IFR Communications,5915,"What does """"Friction coefficient 45"""" in a runway report mean:",Braking action good,Braking action medium,Braking action poor,Braking action not measurable,A,"A friction coefficient of 0.40 or higher (reported as a whole number, e.g., 45 representing 0.45) corresponds to a 'good' braking action."
IFR Communications,5916,"What does """"Friction coefficient 20"""" in a runway report mean:",Braking action poor,Braking action medium,Braking action good,Braking action unreliable,A,"A friction coefficient of 0.25 or below (reported as a whole number, e.g., 20 representing 0.20) corresponds to a 'poor' braking action."
IFR Communications,5917,"Under what runway conditions is the braking action reported to be """"Unreliable"""":",Runway covered with wet snow and slush,Runway covered with ice,Runway covered with dry snow,Runway conditions normal,A,"Braking action measurements become unreliable when the runway is covered with wet snow, slush, or standing water, as the measuring equipment cannot provide consistent friction readings."
IFR Communications,5918,"If you are requested to """"Report flight conditions"""", what does that mean:",Indicate whether you are flying in IMC or in VMC,"Indicate weather conditions as wind, visibility, temperature",Indicate if visibility is sufficient for landing,Indicate whether you are flying IFR or VFR,A,The instruction 'Report flight conditions' is a request for the pilot to state whether the flight is currently operating under Visual Meteorological Conditions (VMC) or Instrument Meteorological Conditions (IMC).
