chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Principles of Flight,5371,The stall speed in a 60° banked turn increases by the following factor:,1.41,1.07,1.30,2.00,A,"The stalling speed in a turn increases with the square root of the load factor (n). In a 60° banked turn, the load factor is n = 1 / cos(60°) = 2. Therefore, the stall speed increases by the factor of square root of 2, which is approximately 1.41."
Principles of Flight,5372,"In a turn, the load factor n and the stalling speed VS will be:","n greater than 1, VS higher than in straight and level flight.","n smaller than 1, VS lower than in straight and level flight.","n greater than 1, VS lower than in straight and level flight.","n smaller than 1, VS higher than in straight and level flight.",A,"In a coordinated bank turn, the lift must support both weight and centrifugal force, meaning the load factor (n) is greater than 1. This requires a higher lift coefficient or speed, increasing the stalling speed (VS)."
Principles of Flight,5373,A jet aeroplane cruises buffet free at high constant altitude in significant turbulence. Which type of stall can occur if this aeroplane decelerates?,Accelerated stall.,Low speed stall.,Shock stall.,Deep stall.,A,"In cruise flight at high altitudes, the speed range is restricted. If the aircraft decelerates, it reaches the minimum speed boundary where a low speed stall (high angle of attack stall) will occur."
Principles of Flight,5374,Which of the following situations leads to a decreasing stall speed (IAS)?,decreasing weight.,increasing altitude.,increasing air density.,increasing load factor.,A,"Stalling speed (IAS) is calculated as the square root of (2 * Weight) / (rho0 * S * CLmax). Thus, decreasing the aircraft's weight directly reduces the stalling speed."
Principles of Flight,5375,Two identical aeroplanes A and B are flying horizontal steady turns. Further data are:A:W= 1500 kgBank= 20°TAS= 130 ktB:W= 1500 kgBank= 20°TAS= 200 ktWhich of the following statements is correct?,The rate of turn A is larger than the rate of turn B.,The load factor A is larger than the load factor B.,The turn radius A is larger than the turn radius B.,The lift coefficient A is smaller than the lift coefficient B.,A,"The rate of turn is given by ROT = g * tan(theta) / V. Since both aircraft have the same bank angle (20°), but aircraft A has a lower TAS (130 kt) than B (200 kt), the rate of turn of A is larger than that of B."
Principles of Flight,5376,Increase of wing loading will:,increase the stall speeds.,decrease the minimum gliding angle.,increase CLmax.,decrease take off speeds.,A,"Wing loading is defined as weight divided by wing area (W/S). An increase in wing loading means the wing must generate more lift per unit area, which increases the stalling speed."
Principles of Flight,5377,The stall speed :,increases with an increased weight,decreases with an increased weight,does not depend on weight,increases with the length of the wingspan,A,"The stalling speed is directly proportional to the square root of the aircraft's weight. As weight increases, the required lift increases, which increases the stall speed."
Principles of Flight,5378,"When a pilot makes a turn in horizontal flight, the stall speed :",increases with the square root of load factor,increases with flap extension,decreases with increasing bank angle,increases with the load factor squared,A,"During a coordinated turn, the load factor (n) increases as 1 / cos(bank angle). The stalling speed increases in proportion to the square root of the load factor: VS_turn = VS * sqrt(n)."
Principles of Flight,5379,An aeroplane has a stall speed of 78 KCAS at its gross weight of 6850 Ibs. What is the stall speed when the weight is 5000 Ibs ?,67 KCAS,91 KCAS,78 KCAS,57 KCAS,A,"Stall speed varies with the square root of the weight ratio: VS2 = VS1 * sqrt(W2 / W1). Therefore, VS2 = 78 * sqrt(5000 / 6850) = 78 * sqrt(0.73) = 78 * 0.854 = 66.6 KCAS, which rounds to 67 KCAS."
Principles of Flight,5380,"An aeroplane has a stall speed of 100 kt at a load factor n=1. In a turn with a load factor of n=2, the stall speed is:",141 kt,282 kt,70 kt,200 kt,A,"The stalling speed in a turn is given by the formula: VS_turn = VS * sqrt(n). For a base stall speed of 100 kt and a load factor of n = 2, the new stall speed is 100 * sqrt(2) = 141 kt."
Principles of Flight,5381,The following factors increase stall speed :,"an increase in load factor, a forward c.g. shift, decrease in thrust.","a higher weight, selecting a higher flap setting, a forward c .g. shift.","increasing bank angle, increasing thrust, slat extension.","a lower weight, decreasing bank angle, a smaller flapsetting.",A,"Stall speed increases with factors that increase the required lift or reduce the maximum lift coefficient. These include an increase in the load factor, a forward CG shift (which requires a larger downward tail load), and a decrease in engine thrust."
Principles of Flight,5382,The wing of an aeroplane will never stall at low subsonic speeds as long as....,the angle of attack is smaller than the value at which the stall occurs.,the IAS exceeds the power-on stall speed.,the CAS exceeds the power-on stall speed.,there is a nose-down attitude.,A,"A wing will never stall as long as the angle of attack remains below the critical (stalling) angle of attack, regardless of airspeed or pitch attitude."
Principles of Flight,5383,"The stall speed increases, when: (all other factors of importance being constant)",pulling up from a dive.,weight decreases.,minor altitude changes occur e.g. 0-10.000 ft.,spoilers are selected from OUT to IN.,A,Pulling up from a dive increases the load factor (n > 1) because the wing must generate lift to curve the flight path upwards. This increase in load factor increases the stalling speed.
Principles of Flight,5384,By what approximate percentage will the stall speed increase in a horizontal coordinated turn with a bank angle of 45° ?,19%,31%,41%,52%,A,"In a 45° banked turn, the load factor is n = 1 / cos(45°) = 1.41. The stalling speed increases by a factor of sqrt(1.41) ≈ 1.19, representing a 19% increase in stall speed."
Principles of Flight,5385,"An aeroplane has a stalling speed of 100 kt in a steady level flight. When the aeroplane is flying a level turn with a load factor of 1.5, the stalling speed is:",122 kt.,141 kt.,82 kt.,150 kt.,A,"The stalling speed at a load factor of n is calculated as: VS_turn = VS * sqrt(n). For VS = 100 kt and n = 1.5, the stalling speed is 100 * sqrt(1.5) = 100 * 1.224 = 122 kt."
Principles of Flight,5386,The stalling speed in IAS will change according to the following factors:,"May increase with altitude, especially high altitude, will increase during icing conditions and will increase when the c.g. moves forward","May increase when the c.g. moves forward, with higher altitude and due to the slip stream from a propellor on an engine located forward of the wing","Will increase in a turn, higher temperature and will increase when the c.g. moves aft","Will increase with increased load factor, more flaps and increased bank angle in a turn",A,"The indicated stalling speed (IAS) increases at high altitudes due to compressibility effects, increases with ice accumulation (which disrupts the wing profile), and increases with a forward CG position (requiring more tail downforce)."
Principles of Flight,5387,The stalling speed in IAS will change according to the following factors:,"Increase during turn, increased mass and forward c.g. location","Decrease in a forward c.g. location, higher altitude and due to the slip stream from a propeller on an engine located forward of the wing","Increase with increased load factor, icing conditions and an aft c.g. location","Increase with increased load factor, more flaps but will not increase due to the bank angle in a turn",A,"The stalling speed increases when the load factor increases (such as in a turn), when weight increases, and when the CG is shifted forward (requiring more wing lift to offset tail downforce)."
Principles of Flight,5388,The stalling speed in IAS will change according to the following factors:,May increase during turbulence and will always increase when banking in a turn,"Will increase during turn, increased mass and an aft c.g. location","Will decrease with a forward c.g. location, lower altitude and due to the slip stream from a propeller on an engine located forward of the wing","Will increase with increased load factor, icing conditions and more flaps",A,The indicated stalling speed increases under turbulent conditions (which cause temporary load factor spikes) and always increases when banking in a turn due to the increased load factor required to maintain altitude.
Principles of Flight,5389,A boundary layer fence on a swept wing will:,improve the low speed characteristics.,improve the high speed characteristics.,increase the critical Mach Number.,improve the lift coefficient of the trailing edge flap.,A,"On a swept wing, boundary layer fences block the spanwise flow of air towards the wingtips. This prevents the boundary layer from thickening at the tips, delay tip stall, and improves low-speed handling characteristics."
Principles of Flight,5390,Which of the following are used as stall warning devices?,Stick shaker and stallstrip .,Stick shaker and angle of attack indicator.,Angle of attack indicator and speed indicator.,Angle of attack sensor and stallstrip.,A,Stick shakers (which vibrate the control column) and stall strips (which trigger early localized flow separation to buffet the tail or sensor) are standard devices used to provide stall warnings to the pilot.
Principles of Flight,5391,The vane of a stall warning system with a flapper switch is activated by the change of the:,stagnation point.,centre of pressure.,centre of gravity.,point of lowest pressure.,A,"A flapper switch stall warning sensor is located at the leading edge. As the angle of attack increases, the stagnation point moves downwards, causing the local airflow to push the flapper switch upwards and activate the warning."
Principles of Flight,5392,The normal stall recovery procedure for a light single engined aeroplane is:,"full power and stick roll-neutral nose-down, correcting for angle of bank with rudder.","full power and stick roll-neutral nose-down, correction for angle of bank with stick.",idle power and stick roll-neutral nose-down and no other corrections.,"idle power and stick neutral, waiting for the natural nose-down tendency.",A,"The standard stall recovery procedure for a light single-engine aeroplane is to reduce the angle of attack by moving the control stick forward, applying full power to minimize altitude loss, and keeping the wings level using the rudder."
Principles of Flight,5393,"Compared with stalling airspeed (VS) in a given configuration, the airspeed at which stick shaker will be triggered is:",greater than VS.,1.20 VS.,1.30 VS.,1.12 VS.,A,"To provide a safety margin before the actual stall, the stick shaker is calibrated to trigger at a speed slightly greater than the stalling speed (typically at least 5% to 10% above VS, with 1.12 VS or 12% margin being common)."
Principles of Flight,5394,The sensor of a stall warning system can be activated by a change in the location of the,stagnation point.,centre of lift.,transition region.,centre of gravity.,A,"Stall warning sensors (like flapper switches or angle of attack vanes) detect changes in the local airflow direction, which is directly related to the movement of the stagnation point along the leading edge as the angle of attack increases."
Principles of Flight,5395,"On a swept wing aeroplane at low airspeed, the """"pitch up"""" phenomenon:",is caused by wingtip stall.,"never occurs, since a swept wing is a """"remedy"""" to pitch up.",is caused by extension of trailing edge lift augmentation devices.,is caused by boundary layer fences mounted on the wings.,A,"On swept-back wings, spanwise flow causes the boundary layer to migrate outwards, leading to premature boundary layer separation and stalling at the wingtips. Since the wingtips are behind the CG, losing lift at the tips shifts the lift center forward, causing a pitch-up."
Principles of Flight,5396,Low speed pitch up is caused by the:,spanwise flow on a swept back wing.,spanwise flow on a swept forward wing.,wing tip vortex.,Mach trim system.,A,"Swept-back wings promote spanwise flow towards the tips, causing the tips to stall first at high angles of attack. Since the swept tips are located aft of the center of gravity, tip stall causes a loss of lift behind the CG, resulting in a nose-up pitch-up."
Principles of Flight,5397,The most important problem of ice accretion on an aeroplane during flight is:,reduction in CLmax.,increase in weight.,increase in drag.,blocking of control surfaces.,A,"Ice accumulation on a wing severely distorts the aerofoil shape. This disruption of the boundary layer causes premature flow separation, which significantly reduces the maximum lift coefficient (CLmax) and increases drag."
Principles of Flight,5398,The effects of very heavy rain (tropical rain) on the aerodynamic characteristics of an aeroplane are:,decrease of CLmax and increase of drag.,decrease of CLmax and decrease of drag.,increase of CLmax and increase of drag.,increase of CLmax and decrease of drag.,A,"Very heavy rain disrupts the boundary layer and deforms the wing profile due to water film formation, leading to a decrease in the maximum lift coefficient (CLmax) and a significant increase in aerodynamic drag."
Principles of Flight,5399,Which of the following statements about stall speed is correct ?,Decreasing the angle of sweep of the wing will decrease the stall speed.,Increasing the angle of sweep of the wing will decrease the stall speed.,Use of a T-tail will decrease the stall speed..,Increasing the anhedral of the wing will decrease the stall speed.,A,"Reducing the sweep angle of a wing (making it straighter) increases the effective camber and lift curve slope in the direction of flight, which increases the maximum lift coefficient and decreases the stalling speed."
Principles of Flight,5400,Which of the following statements about the spin is correct?,During spin recovery the ailerons should be kept in the neutral position.,An aeroplane is prone to spin when the stall starts at the wing root.,"In the spin, airspeed continuously increases.",Every aeroplane should be designed such that it can never enter a spin.,A,"During spin recovery, the primary controls used are the rudder (applied opposite to the direction of spin) and elevator (forward to break the stall). The ailerons should be held neutral to avoid aggravating the autorotation."
Principles of Flight,5401,During an erect spin recovery:,the ailerons are held in the neutral position.,"the control stick is moved side ways, against the angle of bank.","the control stick is moved side ways, in the direction of the angle of bank.",the control stick is pulled to the most aft position.,A,"In an erect spin recovery, the pilot must apply full opposite rudder to stop the rotation and push the control stick forward to unstall the wings. The ailerons must be held in the neutral position to prevent asymmetric drag/roll inputs."
Principles of Flight,5402,Which combination of design features is known to be responsible for deep stall?,Swept back wings and a T-tail.,Straight wings and a T-tail.,Swept back wings and wing mounted engines.,Straight wings and aft fuselage mounted engines,A,"A deep stall (or super stall) is a stable stall condition where a swept-back wing stalls and its turbulent wake flows directly over a high T-tail horizontal stabilizer, rendering the elevator control completely ineffective for recovery."
Principles of Flight,5403,"A strongly swept back wing stalls. If the wake of the wing contacts the horizontal tail, the effect on the stall behaviour can be:",nose up tendency and/or lack of elevator response.,nose down tendency.,increase sensitivity of elevator inputs.,tendency to increase speed after initial stall.,A,"If a swept wing stalls and the turbulent airflow wake blankents the horizontal stabilizer (as in a T-tail configuration), it leads to a lack of elevator authority and a nose-up pitching moment, preventing recovery."
Principles of Flight,5404,The function of the stick pusher is:,to activate and push the stick forward at or beyond a certain value of angle of attack.,to activate and push the stick forward prior to stick shaker.,to vibrate the controls.,"to pull the stick, to avoid a high speed stall.",A,"A stick pusher is an active safety system designed to automatically push the control column forward when the angle of attack exceeds a predefined limit, forcefully reducing the angle of attack to prevent a deep stall."
Principles of Flight,5405,Stick pushers must be installed in aeroplanes with dangerous stall characteristics. Dangerous stall characteristics include:,Excessive wing drop and deep stall.,pitch down and yaw.,pitch down and minor wing drop.,pitch down and increase in speed.,A,"A stick pusher is mandatory on aircraft with dangerous stall characteristics, such as an uncontrollable wing drop or a susceptibility to a stable deep stall (super stall) where elevator authority is lost."
Principles of Flight,5406,Which type of stall has the largest associated angle of attack?,Deep stall.,Shock stall.,Accelerated stall.,Low speed stall.,A,A deep stall (super stall) occurs at an extremely high angle of attack where the aircraft remains locked in a stable stall condition with the horizontal stabilizer engulfed in the wing's wake.
Principles of Flight,5407,Which aeroplane design has the highest probability of a super stall?,A T-tail.,A canard wing.,Swept wings.,A low horizontal tail.,A,"An aircraft with swept-back wings and a high T-tail has the highest probability of entering a super stall (deep stall), because the stalled wing's wake flows directly over the horizontal stabilizer at high angles of attack."
Principles of Flight,5408,The pitch up effect of an aeroplane with swept wing in a stall is due to the,wing tip stalling first.,aft movement of the centre of gravity.,forward movement of the centre of gravity.,wing root stalling first.,A,"At high angles of attack, a swept-back wing stalls at the tips first due to spanwise boundary layer migration. Because the wingtips are behind the center of gravity, tip stall causes a loss of lift aft of the CG, resulting in a strong pitch-up moment."
Principles of Flight,5409,One disadvantage of the swept back wing is it's stalling characteristics. At the stall :,"tip stall will occur first, which produces a pitch-up moment.","wing root stall will occur first, which produces a rolling moment","tip stall will occur first, which produces a nose-down moment","leading edge stall will occur first, which produces a nose-down moment",A,"A swept-back wing stalls at the wingtips first because of spanwise boundary layer migration. Since the wingtips are located aft of the center of gravity, tip stall causes a loss of lift behind the CG, resulting in a nose-up pitching moment."
Principles of Flight,5410,Trailing edge flap extension will:,decrease the critical angle of attack and increase the value of CLmax.,increase the critical angle of attack and increase the value of CLmax.,decrease the critical angle of attack and decrease the value of CLmax.,increase the critical angle of attack and decrease the value of CLmax.,A,"Extending trailing edge flaps increases the wing camber, which significantly increases the maximum lift coefficient (CLmax) but shifts the flow separation point forward, decreasing the critical (stalling) angle of attack."
Principles of Flight,5411,Which of the following series of configurations has an increasing critical angle of attack ?,"flaps only extended, clean wing, slats only extended.","clean wing, flaps only extended, slats only extended.","slats only extended, clean wing, flaps only extended.","slats only extended, flaps only extended, clean wing.",A,"Extending trailing edge flaps reduces the critical angle of attack (first configuration). Clean wing has a standard critical angle of attack (second configuration). Extending leading edge slats delays flow separation, which increases the critical angle of attack (third configuration)."
Principles of Flight,5412,An aeroplane with swept back wings is equipped with slats and/or leading edge (L.E.) flaps. One possible efficient way to arrange the leading edge devices on the wings is:,Wing roots: L.E. flapsWing tips: slats,Wing roots: slatsWing tips: L.E. flaps,Wing roots: slatsWing tips: no devices,Wing roots: L.E. flapsWing tips: no devices,A,"To prevent tip stall and the associated pitch-up moment on a swept wing, the outboard section must stall last. This is achieved by installing slats (which delay stall) on the wingtips and leading edge flaps on the wing roots."
Principles of Flight,5413,"An aeroplane has the following flap settings : 0°, 15°, 30° and 45°. Slats can be selected too. Which of the above selections will produce the greatest negative influence on the CL/CD ratio?",Flaps from 30° to 45°.,The slats.,Flaps from 0° to 15°.,Flaps from 15° to 30°.,A,Extending trailing edge flaps from 30° to 45° increases aerodynamic drag significantly while producing very little additional lift. This large drag penalty causes the greatest decrease in the lift-to-drag (CL/CD) ratio.
Principles of Flight,5414,After take-off the slats (when installed) are always retracted later than the flaps. Why ?,Because SLATS EXTENDED gives a large decrease in stall speed with relatively less drag.,Because SLATS EXTENDED provides a better view from the cockpit than FLAPS EXTENDED.,Because VMCA with SLATS EXTENDED is more favourable compared to the FLAPS EXTENDED situation.,Because FLAPS EXTENDED gives a large decrease in stall speed with relatively less drag.,A,"Slats increase the critical angle of attack and decrease the stall speed with a very low drag penalty. Therefore, they are kept extended longer during takeoff and climb to provide a wide safety margin above the stall speed."
Principles of Flight,5415,Which statement is correct?,"Extension of flaps causes a reduction of the stall speed, the maximum glide distance also reduces.","Extension of flaps will increase (CL/CD)max, causing the minimum rate of descent to decrease.","Extension of flaps has no influence on the minimum rate of descent, as only the TAS has to be taken into account.","Spoiler extension decreases the stall speed and the minimum rate of descent, but increases the minimum descent angle.",A,"Deploying flaps increases lift and drag, which reduces the stalling speed. However, because the drag increases much more than the lift, the maximum lift-to-drag ratio decreases, reducing the maximum glide distance."
Principles of Flight,5416,The trailing edge flaps when extended :,worsen the best angle of glide,increase the zero lift angle of attack,significantly increase the angle of attack for maximum lift,significantly lower the drag,A,"Deflecting trailing edge flaps increases the wing's drag much more than its lift, which significantly reduces the maximum lift-to-drag (L/D) ratio and degrades the best angle of glide (makes it steeper)."
Principles of Flight,5417,"When the trailing edge flaps are deflected in level flight, the change in pitch moment will be:",nose down.,nose up.,zero.,dependent on c.g. location.,A,"Extending trailing edge flaps shifts the lift distribution aft, creating a strong pitch-down (nose-down) moment that the pilot must counteract with nose-up elevator deflection."
Principles of Flight,5418,"Extension of FOWLER type trailing edge lift augmentation devices, will produce:",a nose-down pitching moment.,no pitching moment.,a nose-up pitching moment.,a force which reduces drag.,A,Fowler flaps translate aft to increase wing area and then deflect downwards to increase camber. This rearward shift of the lift vector creates a strong nose-down pitching moment.
Principles of Flight,5419,"On a wing fitted with a """"fowler"""" type trailing edge flap, the """"Full extended"""" position will produce:",an increase in wing area and camber.,an unaffected wing area and increase in camber.,"an unaffected CD, at a given angle of attack.",an increase in wing area only.,A,"Fowler flaps are unique because they slide aft before deflecting downwards. When fully extended, they increase both the total wing area and the camber of the wing profile."
Principles of Flight,5420,"When flaps are extended in a straight and level flight at constant IAS, the lift coefficient will eventually :",remain the same.,increase.,decrease.,first increase and then decrease.,A,"In straight and level flight, lift must always equal the aircraft's weight (Lift = CL * q * S). If flaps are extended and airspeed (IAS) remains constant, the dynamic pressure is constant. Since weight is constant, the lift coefficient (CL) must eventually return to its original value after the transient transition."
Principles of Flight,5421,When flaps are deployed at constant angle of attack the lift coefficient will:,increase.,decrease.,remain the same.,vary as the square of IAS.,A,"At a constant angle of attack, deploying trailing edge flaps increases the wing camber, which shifts the lift curve upwards and increases the lift coefficient (CL)."
Principles of Flight,5422,What is the most effective flap system?,Fowler flap.,Split flap.,Plain flap.,Single slotted flap.,A,"Fowler flaps are the most effective flap system because they slide aft to increase the wing surface area and then deflect downwards to increase camber, providing the largest increase in CLmax."
Principles of Flight,5423,"Deploying a Fowler flap, the flap will:","move aft, then turn down.","turn down, then move aft.",just move aft.,just turn down.,A,"When deployed, a Fowler flap slides aft on tracks to increase the wing chord and surface area, and then rotates downwards to increase wing camber."
Principles of Flight,5424,A slotted flap will increase the CLmax by:,increasing the camber of the aerofoil and improving the boundary layer.,decreasing the skin friction.,increasing only the camber of the aerofoil.,increasing the critical angle of attack.,A,"A slotted flap allows high-pressure air from the lower surface to flow through a slot to the upper surface, which energizes the boundary layer, prevents flow separation, and increases CLmax."
Principles of Flight,5425,"In order to maintain straight and level flight at a constant airspeed, whilst the flaps are being retracted, the angle of attack will:",increase.,decrease.,remain constant.,increase or decrease depending on type of flap.,A,"Retracting flaps decreases the wing camber, which reduces lift. To generate the same lift to maintain level flight at a constant speed, the pilot must increase the wing's angle of attack."
Principles of Flight,5426,Flap selection at constant IAS in straight and level flight will increase the :,maximum lift coefficient (CLmax) and the drag.,lift coefficient and the drag.,stall speed.,lift and the drag.,A,"Selecting flaps in level flight at a constant airspeed increases the wing's maximum lift coefficient (CLmax) due to increased camber, but also increases the drag coefficient and total drag."
Principles of Flight,5427,During flap down selection in a continuous straight and level flight at constant IAS and weight:,the centre of pressure moves aft.,the lift coefficient and the drag coefficient increase.,the stall speed increases.,the total boundary layer becomes laminar.,A,"Deploying flaps increases the wing's camber and shifts the lift distribution aft, which moves the center of pressure aft and increases both the lift and drag coefficients."
Principles of Flight,5428,(For this question use annex 081-6269A)Which type of flap is shown in the picture?,Fowler flap,Double slotted flap,Plain flap,Split flap,A,"The diagram depicts a Fowler flap, which is characterized by moving aft on tracks to increase wing area before deflecting downward to increase camber."
Principles of Flight,5429,(For this question use annex 081-6270A)Which type of flap is shown in the picture?,Split flap,Single slotted flap,Fowler flap,Plain flap,A,"The diagram shows a split flap, where only the lower surface of the trailing edge deflects downwards while the upper surface remains flush with the wing profile."
Principles of Flight,5430,A plain flap will increase CLmax by,increasing the camber of the aerofoil.,increasing angle of attack.,boundary layer control.,centre of lift movement.,A,"A plain flap deflections rotates the trailing edge of the wing downwards, which directly increases the camber of the wing profile and thereby increases CLmax."
Principles of Flight,5431,During the retraction of the flaps at a constant angle of attack the aeroplane starts to (all other factors of importance being constant),sink suddenly.,bank.,climb.,yaw.,A,"Retracting flaps at a constant angle of attack causes a sudden loss of lift. Without pilot correction, the aircraft will begin to sink rapidly."
Principles of Flight,5432,During the extension of the flaps at a constant angle of attack the aeroplane starts to (all other factors of importance being constant),climb.,bank.,sink suddenly.,yaw.,A,"Deploying flaps at a constant angle of attack increases the camber and lift coefficient, causing the aircraft to climb immediately."
Principles of Flight,5433,Compared with the flap up configuration the maximum angle of attack for the flaps down configuration is,smaller.,larger.,unchanged.,smaller or larger depending on flap deflection.,A,"Deploying flaps increases wing camber, which shifts the lift curve to the left and causes flow separation to occur earlier, resulting in a smaller maximum angle of attack."
Principles of Flight,5434,Deflection of leading edge flaps will:,increase critical angle of attack.,decrease CLmax.,decrease drag.,not affect critical angle of attack.,A,"Leading edge flaps increase the camber of the leading edge, which smooths the airflow at high angles of attack, delays flow separation, and increases the critical angle of attack."
Principles of Flight,5435,Slat extension will:,increase critical angle of attack.,reduce tip vortices.,create gaps between leading edge and engine nacelles.,decrease the energy in the boundary layer on the upperside of the wing.,A,"Slats extend forward and downward to form a slot that channels high-energy air over the upper surface, delaying boundary layer separation and increasing the critical angle of attack."
Principles of Flight,5436,Which of the following statements about the difference between Krueger flaps and slats is correct?,"Deploying a slat will form a slot, deploying a Krueger flap does not.","Deploying a Krueger flap will form a slot, deploying a slat does not.","Deploying a slat will increase critical angle of attack, deploying a Krueger flap does not.","Deploying a Krueger flap will increase critical angle of attack, deploying a slat does not.",A,"Slats slide forward and downward on tracks to form a high-energy slot with the wing leading edge, whereas Krueger flaps rotate out from the under-surface of the leading edge and do not form a slot."
Principles of Flight,5437,What is the purpose of an auto-slat system ?,extend automatically when a certain value of angle of atttack is exceeded.,provide automatically slat IN selection after take-off.,"ensures that the slats are always extended when the ground/flight system is in the """"ground"""" position.",assist the ailerons during rolling.,A,"An auto-slat system is designed to automatically extend the slats when the aircraft's angle of attack exceeds a certain threshold, providing stall protection without pilot input."
Principles of Flight,5438,The function of the slot between an extended slat and the leading edge of the wing is to:,cause a venturi effect which energizes the boundary layer.,allow space for vibration of the slat.,reduce the wing loading.,slow the air flow in the slot so that more pressure is created under the wing.,A,"The slot between an extended slat and the wing leading edge channels high-energy air from the lower surface to the upper surface, energizing the boundary layer and postponing flow separation."
Principles of Flight,5439,A deployed slat will:,"increase the boundary layer energy, move the suction peak from the fixed part of the wing to the slat, so that the stall is postponed to higher angles of attack.","increase the boundary layer energy and increase the suction peak on the fixed part of the wing, so that the stall is postponed to higher angles of attack.","decrease the boundary layer energy and decrease the suction peak on the slat, so that CLmax is reached at lower angles of attack.","increase the camber of the aerofoil and increase the effective angle of attack, so that CLmax is reached at higher angles of attack.",A,"Slats form a slot that channels high-energy air to the upper surface of the wing, which energizes the boundary layer and moves the suction peak from the wing leading edge onto the slat itself, delaying the stall."
Principles of Flight,5440,What increases the stalling angle of attack ? Use of :,slats,flaps,spoilers,fuselage mounted speed-brakes,A,"Slats are designed to energize the boundary layer and delay airflow separation, which directly increases the stalling (critical) angle of attack."
Principles of Flight,5441,The use of a slot in the leading edge of the wing enables the aeroplane to fly at a slower speed because :,it delays the stall to a higher angle of attack,the laminar part of the boundary layer gets thicker,it decelerates the upper surface boundary layer air,it changes the camber of the wing,A,"A leading edge slot allows high-energy air to flow over the upper surface of the wing, which delays boundary layer separation (stall) to a higher angle of attack, permitting flight at slower airspeeds."
Principles of Flight,5442,(For this question use annex 081-6271A)The high lift device shown in the figure is a,Slat,Fowler flap,Slotted flap,Krueger flap,A,"The high-lift device shown is a leading edge slat, which slides forward on tracks to create a slot that energizes the upper surface boundary layer."
Principles of Flight,5443,(For this question use annex 081-6272A)The high lift device shown in the figure below is a,Krueger flap,Fowler flap,Slotted flap,Slot or slat,A,"The high-lift device shown is a Krueger flap, which is hinged on the lower leading edge and rotates outward and upward to increase camber."
Principles of Flight,5444,A slat will,increase the boundary layer energy and prolongs the stall to a higher angle of attack.,increase the camber of the aerofoil and divert the flow around the sharp leading edge.,increase the lift by increasing the wing area and the camber of the aft portion of the wing.,provide a boundary layer suction on the upper side of the wing.,A,Slats extend from the leading edge to form a slot that channels high-pressure air over the upper surface. This slot energizes the boundary layer and postpones the stall to a higher angle of attack.
Principles of Flight,5445,Vortex generators:,transfer energy from the free airflow into the boundary layer.,change the turbulent boundary layer into a laminar boundary layer.,reduce the spanwise flow on swept wing.,take kinetic energy out of the boundary layer to reduce separation.,A,"Vortex generators are small vertical blades on the wing surface that create tiny vortices. These vortices mix high-energy air from the free stream into the slow-moving boundary layer, delaying flow separation."
Principles of Flight,5446,Spoiler deflection causes :,an increase in drag and decrease in lift,an increase in lift and drag,an increase in lift only,decrease in lift and drag,A,"Deflecting spoilers breaks up the smooth airflow over the upper surface of the wing, which causes a significant decrease in lift and a large increase in drag."
Principles of Flight,5447,Upon extension of a spoiler on a wing:,CD is increased and CL is decreased.,only CL is decreased (CD remains unaffected).,both CL and CD are increased.,"CD is increased, while CL remains unaffected.",A,"Deploying spoilers disrupts the boundary layer and flow over the upper surface of the wing, which significantly decreases the lift coefficient and increases the drag coefficient."
Principles of Flight,5448,"When """"spoilers"""" are used as speed brakes:","at same angle of attack, CD is increased and CL is decreased.",CLmax of the polar curve is not affected.,they do not affect wheel braking action during landing.,"at same angle of attack, CL remains unaffected.",A,"When spoilers are extended as speed brakes in flight, they disrupt the airflow over the wing upper surface, which decreases lift and increases aerodynamic drag at any given angle of attack."
Principles of Flight,5449,There are two types of boundary layer: laminar and turbulent. One important advantage the turbulent boundary layer has over the laminar type is that :,it has less tendency to separate from the surface,it is thinner,skin friction drag is less,energy is less,A,A turbulent boundary layer has more kinetic energy than a laminar boundary layer because of mixing. This high kinetic energy allows it to resist adverse pressure gradients and makes it less prone to flow separation.
Principles of Flight,5450,In which phase of the take-off is the aerodynamic effect of ice located on the wing leading edge most critical?,The last part of the rotation.,The take-off run.,During climb with all engines operating.,All phases of the take-off are equally critical.,A,Ice accretion on the wing leading edge is most critical during the final part of rotation because the aircraft is at a high angle of attack where the ice-distorted profile will stall prematurely.
Principles of Flight,5451,The formula for the Mach Number is:(a= speed of sound),M= TAS / a,M= a / TAS,M= TAS*a,M= IAS / a,A,Mach number (M) is a dimensionless ratio of the aircraft's True Airspeed (TAS) to the local speed of sound (a): M = TAS / a.
Principles of Flight,5452,The Mach number:,is the ratio between the TAS of the aeroplane and the local speed of sound.,is the ratio between the TAS of the aeroplane and the speed of sound at sea level.,is the ratio between the IAS of the aeroplane and the local speed of sound.,"increases at a given TAS, when the temperature rises.",A,Mach number is defined as the ratio between the aircraft's True Airspeed (TAS) and the local speed of sound (a) in the ambient air.
Principles of Flight,5453,Climbing at a constant Mach Number up to FL 350 the TAS will:,decrease.,"first increase, then decrease.",increase.,remain constant.,A,"Climbing at a constant Mach number in the standard troposphere means that as altitude increases, the temperature decreases, which decreases the local speed of sound. Consequently, the True Airspeed (TAS) must decrease."
