chapter,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
Meteorology,3483,What causes surface winds to flow across the isobars at an angle rather than parallel to the isobars ?,Surface friction,Coriolis force,Greater density of the air at the surface,Greater atmospheric pressure at the surface,A,"Surface friction slows the wind, which weakens the Coriolis force and causes the wind to blow across the isobars at an angle."
Meteorology,3484,"In the northern hemisphere a pilot flying at 1000 FT/AGL directly towards the centre of a low pressure area, will find the wind blowing from",left and behind,right and behind,about 45 degrees to the right of directly ahead,directly ahead,A,"In the NH, wind flows counter-clockwise and spirals inward toward a low, meaning wind blows from the left and behind when flying toward it."
Meteorology,3485,In the northern hemisphere the wind at the surface blows,"counter-clockwise around, and toward the centre of, a low pressure area",from a low pressure area to a high pressure area,"clockwise around, and away from the centre of, a low pressure area","counter-clockwise around, and away from the centre of, a high pressure area.",A,"In the Northern Hemisphere, surface winds flow counter-clockwise and inward toward the center of a low pressure system."
Meteorology,3486,During a descent from 2000 FT above the surface to the surface (no frontal passage) the wind normally,backs and decreases,veers and increases,backs and increases,veers and decreases,A,"Descending to the surface, friction increases, causing the wind to back (turn left in NH) and decrease in speed."
Meteorology,3487,What relationship exists between the wind at 3000 feet and the surface wind?,The wind at 3000 feet is parallel to the isohypses and the surface wind direction is across the isobars toward the low pressure and the surface wind is weaker.,"They have the same direction, but the surface wind is weaker, caused by friction","They are practically the same, except when eddies exist, caused by obstacles",The surface wind is veered compared to the wind at 3000 feet and is usually weaker.,A,"The wind aloft is parallel to the isobars, while surface friction slows the wind and causes it to blow across isobars toward low pressure."
Meteorology,3488,The vertical extent of the friction layer depends primarily on,"stability, wind speed, roughness of surface","wind speed, roughness of surface, temperature","roughness of surface, temperature, local time","temperature, local time, environmental lapse rate",A,"The height of the friction layer is determined by surface roughness, wind speed, and atmospheric stability."
Meteorology,3489,"During periods of prolonged clear skies associated with anticyclonic conditions, the",surface wind speed tends to be highest during the early afternoon,surface wind speed tends to be highest at night,angle between isobars and surface wind direction tends to be greatest in the early afternoon,wind tends to back from early morning until early afternoon,A,"Under clear skies, surface heating causes convective mixing in the afternoon, bringing faster wind momentum down and increasing surface wind speed."
Meteorology,3490,"In the northern hemisphere the gradient wind of a cyclonic pressure distribution is 350/24, over the sea the surface wind would approximate",340/20,030/20,340/28,030/28,A,"Over the sea, surface friction is low, causing the wind to back by only ~10° and decrease in speed by ~20%, yielding 340/20."
Meteorology,3491,In the northern hemisphere with an anticyclonic pressure system the geostrophic wind at 2000 FT over the sea is 060/15. At the same position the surface wind is most likely to be,045/12,060/12,060/18,075/12,A,"Over the sea, friction causes the geostrophic wind to back by ~15° and decrease in speed by ~20%, changing 060/15 to 045/12."
Meteorology,3492,At the approach of a warm front (northern hemisphere) the wind direction changes from the surface up to the tropopause. The effect of this change is that the wind,veers in the friction layer and veers above the friction layer,backs in the friction layer and veers above the friction layer,veers in the friction layer and backs above the friction layer,backs in the friction layer and and backs above the friction layer,A,"Ahead of a warm front (NH), warm advection aloft and surface friction both cause the wind to veer with height."
Meteorology,3493,In a land- and sea-breeze circulation the land-breeze blows :,during the night and is weaker than the sea-breeze.,during the day and is stronger than the sea-breeze.,during the day and is weaker than the sea-breeze.,during the night and is stronger than the sea-breeze.,A,A land breeze blows from land to sea at night and is weaker than a sea breeze because the land-sea temperature difference is smaller.
Meteorology,3494,A high pressure area (shallow pressure gradient) covers an area of the Mediterranean Sea and its nearby airport. What surface wind direction is likely at the airport on a sunny afternoon?,Sea to land.,Land to sea.,Variable.,Parallel to the coastline.,A,"On a sunny afternoon, the land heats up faster than the sea, creating a thermal low that draws a sea breeze (sea to land) inland."
Meteorology,3495,A mountain breeze (katabatic wind) blows,down the slope during the night.,up the slope during the day.,down the slope during the day.,up the slope during the night.,A,"At night, the mountain slopes cool rapidly by radiation, causing cold, dense air to sink down the slopes as a mountain (katabatic) breeze."
Meteorology,3496,Which of the following is true of a land breeze?,It blows from land to water,It blows from water to land,It blows by day,It blows only at noon,A,A land breeze is a thermal wind that blows from the cooler land to the warmer water.
Meteorology,3497,"An aircraft is approaching under visual flight rules an airfield whose runway is parallel to the coast. When downwind over the sea, the airfield is on the right. What wind effect should be anticipated on final approach and landing during a sunny afternoon?",Crosswind from the right,Crosswind from the left,Tailwind,Headwind,A,"A sea breeze blows from sea to land. With the runway parallel to the coast and sea on the right on final, it is a crosswind from the right."
Meteorology,3498,The most frequent wind direction in a valley caused by thermal effects is toward the :,mountain during daylight hours.,mountain at night.,valley during daylight hours.,valley during daylight as much as at night.,A,"During daylight hours, solar heating of mountain slopes creates rising air currents, drawing air up from the valley (anabatic wind)."
Meteorology,3499,"An aircraft is approaching under visual flight rules an airfield whose runway is parallel to the coast. When downwind over the sea, the airfield is on the left. What wind effect should be anticipated on final approach and landing during a sunny afternoon ?",Crosswind from the left,Crosswind from the right,Tailwind,Headwind,A,"A sea breeze blows from sea to land. With the runway parallel to the coast and sea on the left on final, it is a crosswind from the left."
Meteorology,3500,When otherwise calm and clear conditions exist a station on the shore of a large body of water will experience wind,from the water in daytime and from the land at night,continually from land to water,continually from water to the land,from the land in daytime and from the water at night,A,"Under calm conditions, shorelines experience a sea breeze (sea to land) during the day and a land breeze (land to sea) at night."
Meteorology,3501,The sea breeze is a wind from the sea,occurring only in the lower layers of the atmosphere in daytime,that reaches up to the tropopause in daytime,blowing at night in mid-latitudes,occurring only in mid-latitudes and in daytime,A,The sea breeze is a localized thermal wind occurring in the lower layers of the atmosphere during the day.
Meteorology,3502,"In a mountain-valley wind circulation, the mountain wind blows",at night down from the mountains,at night up from the valley,during the day down from the mountains,during the day up from the valley,A,"At night, rapid radiative cooling of mountain slopes creates cold, dense air that sinks down as a mountain wind."
Meteorology,3503,What is the main cause for the formation of a polar front jet stream?,The north-south horizontal temperature gradient at the polar front,"The pressure difference, close to the ground, between a high over the Azores and a low over Iceland",The varied elevations of the tropopause in the polar front region,Strong winds in the upper atmosphere,A,The polar front jet stream is primarily driven by the strong horizontal temperature gradient between polar and tropical air masses.
Meteorology,3504,"An aircraft is flying through the polar front jet stream from south to north, beneath the core. How would the OAT change, in the northern hemisphere, during this portion of the flight?",It decreases.,It increases.,"It first increases, then decreases.",It remains constant.,A,"Flying south to north beneath the jet core means moving toward the colder polar air mass, causing the OAT to decrease."
Meteorology,3505,What is the approximate ratio between height and width for a jet stream cross section?,1/100,01-Jan,10-Jan,1/1000,A,"A jet stream is very thin compared to its width, having a typical height-to-width ratio of approximately 1/100."
Meteorology,3506,"An aircraft is flying from south to north, above the polar front jet stream, at FL 400 in the southern hemisphere. What change, if any, in temperature will be experienced ?",It falls.,It rises.,It stays the same.,It falls and then rises.,A,"In the Southern Hemisphere stratosphere above the jet core, temperature decreases toward the equator, so it falls when flying south to north."
Meteorology,3507,A wind speed of 350 kt within a jet stream core should be world-wide regarded as:,possible but a very rare phenomenon.,not possible.,a common occurence.,not unusual in polar regions.,A,A wind speed of 350 kt in the core of a jet stream is meteorologically possible but represents an extremely rare phenomenon.
Meteorology,3508,"An aircraft over Western Europe is crossing a jet stream 2500 FT below its core at right angles. While crossing, the outside temperature is increasing. The prevailing wind is",from the right,from the left.,tailwind.,headwind.,A,"Below the jet core, warmer air lies to the south (NH). Increasing OAT means heading south, where the westerly jet will be a crosswind from the right."
Meteorology,3509,"Where, in central Europe, are the highest wind speeds to be found ?",Just below the tropopause,At about 5500 metres altitude,Close to the ground,In the stratosphere,A,"The highest wind speeds in the atmosphere are found in the core of jet streams, which sit just below the tropopause."
Meteorology,3510,Which jet stream is connected with a surface front system?,The polar front jet stream,The arctic jet stream,The subtropical jet stream,The equatorial jet stream,A,The polar front jet stream is structurally linked to the polar front and its associated surface frontal systems.
Meteorology,3511,What is the minimum speed for a wind to be classified as a jet stream?,60 kt.,50 kt.,70 kt.,100 kt.,A,"To be classified as a jet stream, the wind speed along the core must be at least 60 knots."
Meteorology,3512,A wind sounding in the region of a polar front jet stream gives the following windprofile (Northern hemisphere).900hPa 220/20kt 800hPa 220/25kt 700hPa 230/35kt 500hPa 260/60kt 400hPa 280/85kt300hPa 300/100kt250hPa 310/120kt 200hPa 310/80ktWhich system is the jet stream associated with?,With a warm front.,With a cold front.,With a ITCZ.,With an easterly wave.,A,The wind profile showing strong wind veering and speed increasing with height indicates warm air advection ahead of a warm front.
Meteorology,3513,"Where, as a general rule, is the core of the polar front jet stream to be found?",In the warm air mass.,In the cold air mass.,Just above the warm-air tropopause.,Just below the cold-air tropopause.,A,"The core of the polar front jet stream is situated in the warm air mass, just below the warm-air tropopause."
Meteorology,3514,"You cross a jet stream in horizontal flight at approximately right angles. While crossing, in spite of a strong wind of 120 kt, you notice the temperature barely changes.",This phenomenon is absolutely normal as you are crossing the jet core.,You assume the front associated with the jet stream to be very weak with practically no temperature difference between the two airmasses.,"Since the result of such readings seems impossible, you will after landing have the instruments tested.","This phenomenon does not surprise you at all, since normally no large temperature differences are possible at these heights.",A,"Crossing the jet stream core at right angles, you cross the boundary where the temperature gradient reverses, so temperature remains constant."
Meteorology,3515,What jet streams are likely to be crossed during a flight from Stockholm to Rio de Janeiro (23°S) at FL 350 in July ?,A polar front jet stream followed by one or two subtropical jet streams.,A subtropical jet stream followed by a polar front jet stream.,"A polar front jet stream followed by a subtropical jet stream and later, a second polar front jet stream.",One subtropical jet stream.,A,"In July, a flight from Stockholm to Rio will cross the polar front jet (NH), followed by one or two subtropical jet streams."
Meteorology,3516,"While crossing a jet stream at right angles in Western Europe (3000 FT below its core) and OAT is decreasing, what would be the prevailing wind?",Crosswind from the left,Crosswind from the right,A headwind.,A tailwind.,A,"Below the jet core, colder air lies to the north (NH). Decreasing OAT means heading north, where the westerly jet will be a crosswind from the left."
Meteorology,3517,Which of the following statements concerning jet streams is correct?,In the northern hemisphere both westerly and easterly jet streams occur,In the northern hemisphere only westerly jet streams occur,In the southern hemisphere no jet streams occur,In the southern hemisphere only easterly jet streams occur,A,"While westerly jet streams are dominant, easterly jet streams also occur in the Northern Hemisphere (e.g. the tropical easterly jet in summer)."
Meteorology,3518,Which of the following statements concerning the core of a polar front jet stream is correct ?,"It lies at a height where there is no horizontal temperature gradient, the slope of the pressure surfaces at the height of the core is at its maximum",It and its surface projection lie in the warm air,"It lies in the warm air, its pressure surfaces are horizontal at the height of the core","It lies in the cold air, the thermal wind reverses direction at the height of the core",A,"The core of the polar front jet stream lies in the warm air mass, at a height where the horizontal temperature gradient is zero."
Meteorology,3519,On a particular day part of a polar front jet stream runs from north to south in the northern hemisphere. This means that,the polar air is below and to the east of the core of the jet,the polar air is on the eastern side and above the core of the jet,below the core of the jet the horizontal temperature gradient runs from north to south,above the core of the jet the horizontal temperature gradient runs from north to south,A,"For a jet stream running north to south in the NH, the cold polar air lies to the east (left of the flow) and below the core."
Meteorology,3520,(For this question use annex 050-2541A)What name is given to the jet stream lying over North Africa (B) ?,Sub-tropical jet stream,Equatorial jet stream,Polar front jet stream,Arctic jet stream,A,The jet stream located over North Africa at around 30°N is the subtropical jet stream.
Meteorology,3521,(For this question use annex 050-3017A)What name is given to the jet stream lying across India (A) ?,Equatorial jet stream.,Polar front jet stream.,Arctic jet stream.,Sub-tropical jet stream.,A,The easterly jet stream that forms over India and Southern Asia during the summer monsoon is the equatorial jet stream.
Meteorology,3522,What is the average height of the arctic jet stream core?,20000 FT .,30000 FT.,40000 FT.,50000 FT.,A,"The arctic jet stream forms at high latitudes, with its core located at a lower average height of approximately 20,000 feet."
Meteorology,3523,"Which jet stream blows all year round, over the northern hemisphere?",The subtropical jet stream.,The polar night jet stream.,The equatorial jet stream.,The arctic jet stream.,A,The subtropical jet stream is a persistent feature that blows all year round in the Northern Hemisphere.
Meteorology,3524,What is the average height of the jet core within a polar front jet stream?,30000 FT.,20000 FT.,40000 FT.,50000 FT.,A,"The core of the polar front jet stream is typically found at an average height of approximately 30,000 feet (FL 300)."
Meteorology,3525,At approximately what altitude is the subtropical jet stream found over Europe?,FL 400,FL 200,FL 300,FL 500,A,"Over Europe, the subtropical jet stream is typically found at a higher altitude of approximately FL 400."
Meteorology,3526,In the month of August you prepare a flight (cruising level FL 370) from Bombay (19°N - 73°E) to Bangkok (13°N - 100°E). What wind conditions can you expect?,Headwinds.,Light winds diagonal to the route.,Tailwinds.,Strong northerly winds.,A,"In August, the tropical easterly jet is active over Southern Asia, blowing from east to west and causing headwinds for an eastbound flight."
Meteorology,3527,What is the most significant difference between an equatorial jet stream and all the other jet streams ?,Wind direction.,Vertical dimension.,Horizontal dimension.,Windspeed.,A,"Unlike other jet streams which are westerly, the equatorial jet stream blows from east to west (easterly direction)."
Meteorology,3528,Which of the following types of jet streams can be observed all year round?,Subtropical jet stream / polar front jet stream.,Equatorial jet stream / polar front jet stream.,Arctic jet stream / subtropical jet stream.,Equatorial jet stream / arctic jet stream.,A,The subtropical jet stream and the polar front jet stream are persistent features observed throughout the year.
Meteorology,3529,The equatorial easterly jet is a jet stream that occurs :,only in the summer of the northern hemisphere at approx. 45 000 FT,only in the winter of the northern hemisphere at approx. 30 000 FT,during the whole year in the southern hemisphere,during the whole year in the northern hemisphere,A,"The equatorial easterly jet is a seasonal jet stream that occurs only during the Northern Hemisphere summer at approximately 45,000 feet."
Meteorology,3530,"During the winter months in mid-latitudes in the northern hemisphere, the polar front jet stream moves toward the",south and speed increases,north and speed decreases,south and speed decreases,north and speed increases,A,"During winter, the polar front jet stream shifts south toward warmer latitudes, and its core wind speed increases."
Meteorology,3531,"Most strong air currents at higher levels (jet streams) have a westerly direction. There is, however, an important easterly jet stream. When and where is it likely to be encountered ?",In summer from south-east Asia extending over southern India to central Africa.,In winter along the Russian coast facing the Arctic ocean.,In summer from the Middle East extending over the southern part of the Mediterranean to southern Spain.,Throughout the year to the south of the Azorian high.,A,"The tropical easterly jet is encountered during summer, extending from Southeast Asia over India to Central Africa."
Meteorology,3532,The jetstream and associated clear air turbulence can sometimes be visually identified in flight by,long streaks of cirrus clouds.,dust or haze at high level,a constant outside air temperature,a high-pressure centre at high level,A,"Jet streams can be visually identified in flight by the presence of long, high-level streaks of cirrus clouds."
Meteorology,3533,In which zone of a jet stream is the strongest CAT to be expected ?,The cold air side of the core.,The warm air side of the core.,Exactly in the centre of the core.,About 12000 FT above the core.,A,"The strongest clear air turbulence (CAT) is found on the cold air side of the jet stream core, where shear is greatest."
Meteorology,3534,Which area of a polar front jet stream in the northern hemisphere has the highest probability of turbulence?,"Looking downstream, the area to the left of the core.","Looking downstream, the area to the right of the core.",In the core of the jet stream.,Above the core in the boundary between warm and cold air.,A,"The area of maximum wind shear and turbulence is on the cold air side, which is to the left of the core looking downstream."
Meteorology,3535,Under which of the following conditions is the most severe CAT likely to be experienced ?,A curved jet stream near a deep trough,"A jet stream, with great spacing between the isotherms",A westerly jet stream at low latitudes in the summer,A straight jet stream near a low pressure area,A,"The most severe CAT is associated with a curved jet stream near a deep upper-level trough, due to strong centrifugal forces."
Meteorology,3536,Which of the following conditions are most favourable to the formation of mountain waves ?,Stable air at mountain top altitude and a wind at least 20 knots blowing across the mountain ridge.,Unstable air at mountain top altitude and a wind at least 20 knots blowing across the mountain ridge.,Either stable or unstable air at mountain top and a wind of at least 30 knots blowing parallel to the mountain ridge.,Moist unstable air at mountain top and wind of less than 5 knots blowing across the mountain ridge.,A,Mountain waves form when stable air at mountain top level is crossed by a wind of at least 20 knots blowing perpendicular to the ridge.
Meteorology,3537,"At the top of orographic waves, in mountainous regions, the cloud most likely to be encountered is",altocumulus lenticularis.,cirrostratus.,cirrus.,cumulus mediocris.,A,Standing mountain waves produce characteristic lens-shaped clouds called altocumulus lenticularis at the wave crests.
Meteorology,3538,What of the following is the most important constituent in the atmosphere from a weather stand-point ?,Water vapour,Nitrogen,Oxygen,Hydrogen,A,"Water vapour is the most important constituent from a weather standpoint because it changes state, releasing or absorbing latent heat."
Meteorology,3539,What does dewpoint mean?,The temperature to which a mass of air must be cooled in order to reach saturation.,The temperature at which ice melts.,The freezing level (danger of icing).,The temperature at which the relative humidity and saturation vapour pressure are the same.,A,The dewpoint is defined as the temperature to which unsaturated air must be cooled at constant pressure to reach saturation.
Meteorology,3540,Which of the following is the definition of relative humidity ?,Ratio between the actual mixing ratio and the saturation mixing ratio X 100,Ratio between air temperature and dewpoint temperature X 100,Ratio between water vapour pressure and atmospheric pressure X 100,Ratio between water vapour (g) and air (kg) X 100,A,"Relative humidity is the ratio of the air's actual water vapor mixing ratio to its saturation mixing ratio, expressed as a percentage."
Meteorology,3541,The relative humidity of a sample air mass is 50%. How is the relative humidity of this air mass influenced by changes of the amount of water vapour in it?,It increases with increasing water vapour.,It is not influenced by changing water vapour.,It decreases with increasing water vapour.,It is only influenced by temperature.,A,Relative humidity is directly proportional to water vapor content; adding water vapor at constant temperature increases it.
Meteorology,3542,Relative humidity,"changes when water vapour is added, even though the temperature remains constant.",is not affected when air is ascending or descending.,is not affected by temperature changes of the air.,does not change when water vapour is added provided the temperature of the air remains constant.,A,"Adding water vapor to an air mass increases its actual vapor pressure, thereby increasing the relative humidity if temperature is constant."
Meteorology,3543,"How, if at all, is the relative humidity of an unsaturated airmass influenced by temperature changes?",It decreases with increasing temperature.,It is not influenced by temperature changes.,It increases with increasing temperature.,It is only influenced by the amount of water vapour.,A,"Increasing the temperature of unsaturated air increases its saturation vapor pressure, which decreases the relative humidity."
Meteorology,3544,How does relative humidity and the dewpoint in an unsaturated air mass change with varying temperature?,"When temperature increases, the relative humidity decreases, and the dewpoint remains constant.","When temperature increases, the relative humidity increases, and the dewpoint decreases.","When temperature decreases, the relative humidity decreases, and the dewpoint increases.","When temperature decreases, the relative humidity and the dewpoint remain constant.",A,"Heating unsaturated air decreases its relative humidity, but does not affect the dewpoint since the absolute moisture content is unchanged."
Meteorology,3545,"When a given mass of air descends, what effect will it have on relative humidity?",It decreases.,It increases.,It remains constant.,"It increases up to 100%, then remains stable.",A,"Sinking air warms adiabatically, which increases its capacity to hold water vapor and thus decreases its relative humidity."
Meteorology,3546,During the late afternoon an air temperature of +12°C and a dew point of +5°C were measured. What temperature change must occur during the night in order to induce saturation?,It must decrease to +5°C.,It must decrease by 5°C.,It must decrease to +6°C.,It must decrease to +7°C.,A,"To induce saturation (100% relative humidity), the air temperature must cool down to the dewpoint temperature (+5°C)."
Meteorology,3547,Which of the following statements is true of the dew point of an air mass?,"It can only be equal to, or lower, than the temperature of the air mass",It can be higher than the temperature of the air mass,It can be used together with the air pressure to estimate the air mass's relative humidity,It can be used to estimate the air mass's relative humidity even if the air temperature is unknown,A,The dewpoint temperature represents the moisture limit and must always be equal to or lower than the actual air temperature.
Meteorology,3548,Relative humidity,increases if the air is cooled whilst maintaining the vapour pressure constant,is higher in warm air than in cool air,is higher in cool air than in warm air,decreases if the air is cooled whilst maintaining the vapour pressure constant,A,"Relative humidity increases when air is cooled because the saturation vapor pressure decreases, bringing it closer to the actual vapor pressure."
Meteorology,3549,The maximum amount of water vapour that the air can contain depends on the,air temperature,relative humidity,stability of the air,dewpoint,A,The maximum capacity of air to hold water vapor is a function of temperature; warmer air can hold significantly more water vapor.
Meteorology,3550,Dew point is defined as,the temperature to which moist air must be cooled to become saturated at a given pressure,the lowest temperature at which evaporation will occur for a given pressure,the lowest temperature to which air must be cooled in order to reduce the relative humidity,the temperature below which the change of state in a given volume of air will result in the absorption of latent heat,A,The dewpoint is the temperature to which air must be cooled at constant pressure to become saturated with water vapor.
Meteorology,3551,The difference between temperature and dewpoint is greater in,dry air,moist air,air with high temperature,air with low temperature,A,"In dry air, the relative humidity is low, resulting in a large difference (spread) between the temperature and the dewpoint."
Meteorology,3552,The dewpoint temperature,can be equal to the air temperature,is always lower than the air temperature,is always higher than the air temperature,can not be equal to the air temperature,A,"The dewpoint temperature is equal to the air temperature at saturation (100% relative humidity), and is lower than air temp in unsaturated air."
Meteorology,3553,Relative humidity depends on,moisture content and temperature of the air,moisture content and pressure of the air,moisture content of the air only,temperature of the air only,A,Relative humidity is determined by the actual moisture content of the air and its temperature (which sets the saturation limit).
Meteorology,3554,The dewpoint temperature,can be reached by cooling the air whilst keeping pressure constant,can be reached by lowering the pressure whilst keeping temperature constant,can not be equal to the air temperature,can not be lower than the air temperature,A,The dewpoint can be reached by cooling the air at a constant pressure until it becomes saturated.
Meteorology,3555,Relative humidity at a given temperature is the relation between,actual water vapour content and saturated water vapour content,water vapour weight and dry air weight,water vapour weight and humid air volume,dew point and air temperature,A,Relative humidity is the ratio of the actual water vapor pressure of the air to its saturation water vapor pressure at that temperature.
Meteorology,3556,Which of the following changes of state is known as sublimation?,Solid direct to vapour,Solid direct to liquid,Liquid direct to solid,Liquid direct to vapour,A,Sublimation (or deposition) is the physical transition where a substance changes state directly from solid to vapor (or vapor to solid).
Meteorology,3557,"Clouds, fog or dew will always be formed when:",water vapour condenses.,water vapour is present.,relative humidity reaches 98%.,temperature and dew point are nearly equal.,A,"Condensation of water vapor into liquid water droplets is the process that directly forms clouds, fog, or dew."
Meteorology,3558,In which of the following changes of state is latent heat released ?,Gas to liquid,Solid to liquid,Solid to gas,Liquid to gas,A,"Latent heat is released during changes of state from a higher energy phase to a lower energy phase, such as gas to liquid (condensation)."
Meteorology,3559,How are high level condensation trails formed that are to be found occasionally behind jet aircraft ?,Through water vapour released during fuel combustion,"Through a decrease in pressure, and the associated adiabatic drop in temperature at the wing tips while flying through relatively warm but humid air",Only through unburnt fuel in the exhaust gases,"In conditions of low humidity, through the particles of soot contained in the exhaust gases",A,"Condensation trails (contrails) form when hot, moist jet exhaust mixes with very cold ambient air, causing the water vapor to freeze."
Meteorology,3560,Supercooled droplets can occur in,"clouds, fog and precipitation",clouds but not in precipitation,precipitation but not in clouds,clouds but not in fog,A,"Supercooled water droplets (liquid water below 0°C) can occur in clouds, fog, and precipitation (freezing rain)."
Meteorology,3561,Supercooled droplets are always,at a temperature below freezing,small and at a temperature below freezing,large and at a temperature below freezing,at a temperature below -60°C,A,Supercooled droplets are water droplets that remain in a liquid state at temperatures below the standard freezing point (0°C).
Meteorology,3562,Supercooled droplets can be encountered,at any time of the year,in winter only in high clouds,only in winter above 10000 FT,only in winter at high altitude,A,Supercooled water droplets can be encountered at any time of the year where freezing temperatures exist in clouds.
Meteorology,3563,A super-cooled droplet is,a droplet still in liquid state at a temperature below freezing,a water droplet that is mainly frozen,a small particle of water at a temperature below -50°C,a water droplet that has been frozen during its descent,A,A supercooled droplet is a liquid water droplet whose temperature has dropped below 0°C without freezing.
Meteorology,3564,The process by which water vapour is transformed directly into ice is known as,sublimation,supercooling,supersaturation,radiation cooling,A,The direct transition of water vapor to ice is called sublimation (deposition).
Meteorology,3565,When water evaporates into unsaturated air,heat is absorbed,heat is released,relative humidity is not changed,relative humidity is decreased,A,"Evaporation is an endothermic process that absorbs latent heat from the surrounding air, causing cooling."
Meteorology,3566,A super-cooled droplet is one that,remains liquid at a below freezing temperature,has frozen to become an ice pellet,has a shell of ice with water inside it,is at an above freezing temperature in below freezing air,A,A supercooled droplet is liquid water that exists in a meta-stable state at temperatures below 0°C.
Meteorology,3567,What is the dry adiabatic lapse rate per 1000 FT ?,3.0°C.,2.0°C,1.5°C,3.5°C,A,The dry adiabatic lapse rate is a constant value of approximately 3.0°C per 1000 feet (or 1°C per 100 meters).
Meteorology,3568,A parcel of unsaturated air is lifted to just below the condensation level and then returned to its original level. What is the final temperature of the parcel of air?,The same as the starting temperature.,Higher than the starting temperature.,Lower than the starting temperature.,It depends upon the QFE.,A,"Since the air remains unsaturated, no latent heat is exchanged, so returning the parcel to its original level returns it to its starting temperature."
Meteorology,3569,A parcel of moist but not saturated air rises due to adiabatic effects. Which of the following changes ?,Relative humidity,Absolute humidity,Mixing ratio,Specific humidity,A,"As unsaturated air rises, it expands and cools, which decreases its capacity to hold moisture and thus increases relative humidity."
Meteorology,3570,If a saturated air mass descends down a slope its temperature increases at,"a lower rate than in dry air, as evaporation absorbs heat.",the same rate as if the air mass were dry.,"a lower rate than in dry air, as condensation gives out heat.","a higher rate than in dry air, as it gives up latent evaporation heat.",A,"Descending saturated air warms, causing droplets to evaporate. This evaporation absorbs latent heat, lowering the warming rate to the S.A.L.R."
Meteorology,3571,During an adiabatic process heat is,neither added nor lost,added,lost,added but the result is an overall loss,A,An adiabatic process is one in which no heat is transferred into or out of the air parcel from the external environment.
Meteorology,3572,"The decrease in temperature, per 100 metres, in an unsaturated rising parcel of air is",1°C,2°C,0.65°C,0.5°C,A,"An unsaturated rising parcel of air cools at the Dry Adiabatic Lapse Rate (DALR), which is a constant rate of 1°C per 100 metres (or 3°C per 1000 feet)."
Meteorology,3573,"The decrease in temperature, per 100 metres, in a saturated rising parcel of air at lower level of the atmosphere is approximately",0.6°C,1°C,1.5°C,0.35°C,A,"A saturated rising parcel of air at lower levels of the atmosphere cools at approximately 0.6°C per 100 metres (Saturated Adiabatic Lapse Rate, SALR) due to latent heat release."
Meteorology,3574,The rate of cooling of ascending saturated air is less than the rate of cooling of ascending unsaturated air because:,heat is released during the condensation process,moist air is heavier than dry air,water vapour doesn't cool as rapidly as dry air,water vapour absorbs the incoming heat from the sun,A,"As saturated air rises and cools, water vapor condenses into liquid water. This condensation is an exothermic process that releases latent heat, which partially offsets the adiabatic cooling."
Meteorology,3575,A layer is absolutely unstable if the temperature decrease with height is,more than 1°C per 100m,between 1°C per 100m and 0.65°C per 100m,0.65°C per 100m,less than 0.65°C per 100m,A,"A layer is absolutely unstable when its environmental lapse rate is greater than the dry adiabatic lapse rate (1°C per 100m), meaning any air parcel will always be warmer than its surroundings and continue to rise."
Meteorology,3576,A layer in which the temperature remains constant with height is,absolutely stable,unstable,neutral,conditionally unstable,A,"In an isothermal layer (temperature constant with height), the environmental lapse rate is zero, which is less than both the wet and dry adiabatic lapse rates, making the layer absolutely stable."
Meteorology,3577,A layer in which the temperature increases with height is,absolutely stable,absolutely unstable,conditionally unstable,neutral,A,"A temperature inversion is a layer where temperature increases with height. Because the lapse rate is negative, it is less than both wet and dry adiabatic rates, making the layer absolutely stable."
Meteorology,3578,A layer in which the temperature decreases with 1°C per 100m is,neutral for dry air,absolutely stable,absolutely unstable,conditionally unstable,A,"A lapse rate of 1°C per 100m is equal to the dry adiabatic lapse rate. An unsaturated (dry) air parcel lifted in this environment will experience neutral stability, as its temperature remains identical to the surrounding air."
Meteorology,3579,If in a 100 m thick layer the temperature at the bottom of the layer is 10°C and at the top of the layer is 8°C then this layer is,absolutely unstable,absolutely stable,conditionally unstable,neutral,A,"A temperature decrease of 2°C over a 100m layer represents an environmental lapse rate of 2°C/100m. Since this exceeds the dry adiabatic lapse rate (1°C/100m), the layer is absolutely unstable."
Meteorology,3580,An inversion is,an absolutely stable layer,a conditionally unstable layer,an unstable layer,a layer that can be either stable or unstable,A,"An inversion is an atmospheric layer in which the temperature increases with height. Since the environmental lapse rate is negative, it is strongly stable and completely suppresses vertical motion."
Meteorology,3581,In a layer of air the decrease in temperature per 100 metres increase in height is more than 1°C. This layer can be described as being,absolutely unstable,absolutely stable,conditionally unstable,conditionally stable,A,"When the environmental temperature decreases by more than 1°C per 100m, it exceeds the dry adiabatic lapse rate. Under these conditions, the layer is classified as absolutely unstable."
Meteorology,3582,Which statement is true for a conditionally unstable layer?,The environmental lapse rate is less than 1°C/100m,The environmental lapse rate is less than 0.65°C/100m,The layer is unstable for unsaturated air,The wet adiabatic lapse rate is 0.65°C/100m,A,"A conditionally unstable layer has an environmental lapse rate between the saturated adiabatic lapse rate (typically 0.6°C/100m) and the dry adiabatic lapse rate (1°C/100m), making it stable for dry air but unstable for saturated air."
